结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-27 17:30:47.432330,广州网,222.50.124.34,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.75,5.09,3.61,0.25,0.19,1.44,0.01,0.32,120.31.61.171,中国,广东, 铁通
2013-02-27 17:30:47.625522,yihaodian.com,222.50.124.90,NULL,yihaodian.com,yihaodian.com,广东铁通TOPn网站,NULL,0.000,100,0,30.18,31.40,29.90,0.25,0.22,1.26,0.01,0.25,222.73.105.82,中国,上海, 电信
2013-02-27 17:30:55.138693,华军软件园,222.50.124.46,NULL,华军软件园,www.onlinedown.net,下载类,NULL,0.000,100,0,32.95,36.72,32.63,0.48,0.32,4.05,0.00,0.64,120.193.11.195,中国,浙江, 移动
2013-02-27 17:30:55.583269,qidian.com,222.50.124.110,NULL,qidian.com,qidian.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.102.58.214,中国,江苏, 电信
2013-02-27 17:30:59.998513,tanx.com,222.50.124.70,NULL,tanx.com,tanx.com,广东铁通TOPn网站,NULL,0.000,100,0,26.96,27.11,26.91,0.03,0.04,0.20,0.00,0.03,110.75.21.51,中国,浙江, 移动
2013-02-27 17:31:01.138556,yy.com,222.50.124.90,NULL,yy.com,yy.com,广东铁通TOPn网站,NULL,0.000,100,0,57.83,58.47,57.34,0.23,0.25,1.01,0.00,0.21,61.55.172.36,中国,河北, 联通
2013-02-27 17:31:07.157626,优酷,222.50.124.50,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,28.36,28.72,28.04,0.15,0.14,0.55,0.00,0.14,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:31:13.917506,qire123.com,222.50.124.2,NULL,qire123.com,qire123.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.76.213.74,中国,福建, 电信
2013-02-27 17:31:16.772334,irs09.com,222.50.124.26,NULL,irs09.com,irs09.com,广东铁通TOPn网站,NULL,0.000,100,0,47.84,48.46,47.55,0.18,0.18,0.69,0.01,0.14,114.112.32.233,中国,江苏, 移动
2013-02-27 17:31:18.907982,uusee.com,222.50.124.110,NULL,uusee.com,uusee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.238.29.196,中国,天津, 电信
2013-02-27 17:31:21.729336,sina.com.cn,222.50.124.2,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,68.33,70.79,68.08,0.27,0.17,2.63,0.00,0.36,202.108.33.60,中国,北京, 其它运营商
2013-02-27 17:31:28.134608,迅雷看看,222.50.124.110,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,2.76,3.22,2.68,0.06,0.05,0.49,0.00,0.07,61.235.96.93,中国,广东, 铁通
2013-02-27 17:31:28.766379,mediav.com,222.50.124.90,NULL,mediav.com,mediav.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.69.185,中国,上海, 电信
2013-02-27 17:31:28.877828,qplus.com,222.50.124.50,NULL,qplus.com,qplus.com,广东铁通TOPn网站,NULL,0.000,100,0,103.49,108.39,98.63,2.56,0.68,2.32,0.01,0.53,112.90.143.118,中国,广东, 联通
2013-02-27 17:31:32.043377,sandai.net,222.50.124.70,NULL,sandai.net,sandai.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:31:35.548350,baofeng.net,222.50.124.70,NULL,baofeng.net,baofeng.net,广东铁通TOPn网站,NULL,8.000,100,8,72.05,73.51,68.34,1.04,1.04,3.86,0.01,0.98,60.28.110.232,中国,天津, 联通
2013-02-27 17:31:40.450468,yx186.com,222.50.124.110,NULL,yx186.com,yx186.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:31:42.382095,57.net,222.50.124.102,NULL,57.net,57.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.234.11,中国,江苏, 电信
2013-02-27 17:31:50.225263,安卓商城官网,222.50.124.58,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.66,1.83,0.57,0.13,0.09,1.21,0.00,0.16,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:31:52.207571,bet007.com,222.50.124.26,NULL,bet007.com,bet007.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.143.225.118,中国,广东, 电信
2013-02-27 17:31:56.220176,9160.com,222.50.124.102,NULL,9160.com,9160.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.236.185.6,中国,浙江, 电信
2013-02-27 17:31:57.158299,57.net,222.50.124.2,NULL,57.net,57.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.234.11,中国,江苏, 电信
2013-02-27 17:31:59.919966,autohome.com.cn,222.50.124.26,NULL,autohome.com.cn,autohome.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,53.36,54.47,53.01,0.22,0.20,1.06,0.00,0.17,219.148.35.250,中国,河北, 电信
2013-02-27 17:32:04.681249,黑龙江联通,222.50.124.70,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,72.67,72.81,72.50,0.07,0.08,0.23,0.00,0.06,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:32:09.732739,53kf.com,222.50.124.102,NULL,53kf.com,53kf.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.58.188,中国,浙江, 电信
2013-02-27 17:32:10.445654,baidu-2img.cn,222.50.124.26,NULL,baidu-2img.cn,baidu-2img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:32:11.866989,和讯网,222.50.124.58,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,37.79,39.40,37.56,0.30,0.24,1.77,0.00,0.34,219.239.236.198,中国,北京, 电信
2013-02-27 17:32:14.786067,迅雷看看,123.89.176.30,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,3.04,3.16,2.91,0.06,0.05,0.15,0.00,0.04,61.235.96.93,中国,广东, 铁通
2013-02-27 17:32:15.204332,baidu-1img.cn,222.50.124.70,NULL,baidu-1img.cn,baidu-1img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:32:18.783217,kuaibo.com,222.50.124.2,NULL,kuaibo.com,kuaibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175.6.0.102,中国,湖南, 电信
2013-02-27 17:32:22.284523,gtimg.com.cn,222.50.124.50,NULL,gtimg.com.cn,gtimg.com.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:32:23.056744,twsapp.com,222.50.124.90,NULL,twsapp.com,twsapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.62,0.86,0.54,0.05,0.05,0.30,0.00,0.05,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:32:23.361668,yoyi.com.cn,222.50.124.90,NULL,yoyi.com.cn,yoyi.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.213.196.90,中国,北京, 其它运营商
2013-02-27 17:32:27.091302,pagechoice.net,222.50.124.110,NULL,pagechoice.net,pagechoice.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:32:40.309599,yunduan.cn,222.50.124.2,NULL,yunduan.cn,yunduan.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.55.52,中国,江苏, 电信
2013-02-27 17:32:43.101280,qq邮箱,222.50.124.42,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,0.000,100,0,5.12,7.31,4.14,0.71,0.75,2.44,0.00,0.62,120.196.210.104,中国,广东, 移动
2013-02-27 17:32:46.988524,优酷,222.50.124.94,NULL,优酷,www.youku.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:32:48.014245,7k7k.com,222.50.124.2,NULL,7k7k.com,7k7k.com,广东铁通TOPn网站,NULL,0.000,100,0,28.50,29.08,28.33,0.12,0.11,0.66,0.00,0.13,115.182.59.33,中国,北京, 移动
2013-02-27 17:32:50.393451,pcpop.com,222.50.124.102,NULL,pcpop.com,pcpop.com,广东铁通TOPn网站,NULL,0.000,100,0,28.39,28.77,28.25,0.10,0.11,0.46,0.00,0.10,59.151.37.230,中国,北京, 其它运营商
2013-02-27 17:32:53.198357,adsxin.com,222.50.124.90,NULL,adsxin.com,adsxin.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:32:58.646255,sandai.net,222.50.124.2,NULL,sandai.net,sandai.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:33:01.762881,qire123.com,222.50.124.70,NULL,qire123.com,qire123.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.76.213.74,中国,福建, 电信
2013-02-27 17:33:04.706265,soufun.com,222.50.124.26,NULL,soufun.com,soufun.com,广东铁通TOPn网站,NULL,0.000,100,0,66.02,71.25,65.66,0.55,0.26,5.48,0.00,0.75,202.108.253.57,中国,北京, 联通
2013-02-27 17:33:08.779285,91.com,222.50.124.50,NULL,91.com,91.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.207.254.112,中国,福建, 电信
2013-02-27 17:33:15.235266,paipai.com,222.50.124.110,NULL,paipai.com,paipai.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.140.151,中国,广东, 联通
2013-02-27 17:33:23.181942,QQ空间,222.50.124.86,NULL,QQ空间,www.qzone.qq.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.143.191,中国,广东, 联通
2013-02-27 17:33:26.260956,黑龙江联通,222.50.124.38,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,68.90,69.95,68.74,0.15,0.13,1.11,0.00,0.17,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:33:30.397833,poco,222.50.124.66,NULL,poco,www.poco.cn,网页类,NULL,4.000,100,4,61.68,70.76,60.27,2.28,2.08,10.12,0.01,2.71,218.59.209.165,中国,山东, 联通
2013-02-27 17:33:30.898638,cctv,110.209.253.254,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,37.40,37.78,37.12,0.16,0.18,0.52,0.00,0.13,122.70.142.160,中国,北京, 铁通
2013-02-27 17:33:31.737091,weather.com.cn,222.50.124.102,NULL,weather.com.cn,weather.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.4.185.35,中国,NULL, 其它运营商
2013-02-27 17:33:38.008909,yunduan.cn,222.50.124.50,NULL,yunduan.cn,yunduan.cn,广东铁通TOPn网站,NULL,0.000,100,0,27.33,28.70,27.07,0.29,0.25,1.55,0.00,0.34,58.215.55.51,中国,江苏, 电信
2013-02-27 17:33:38.566515,qq邮箱,123.65.232.142,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,2.000,100,2,6.15,7.93,4.87,0.92,1.05,2.92,0.01,0.80,120.196.210.104,中国,广东, 移动
2013-02-27 17:33:45.100975,tudou.com,222.50.124.2,NULL,tudou.com,tudou.com,广东铁通TOPn网站,NULL,2.000,100,2,39.46,39.80,39.26,0.10,0.12,0.43,0.00,0.10,123.126.98.173,中国,北京, 联通
2013-02-27 17:33:45.367476,yunduan.cn,222.50.124.90,NULL,yunduan.cn,yunduan.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.55.52,中国,江苏, 电信
2013-02-27 17:33:47.888441,和讯网,222.50.124.114,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,36.58,38.42,36.33,0.34,0.29,2.06,0.01,0.38,219.239.236.199,中国,北京, 电信
2013-02-27 17:33:52.230744,twsapp.com,222.50.124.70,NULL,twsapp.com,twsapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.68,1.13,0.56,0.10,0.09,0.46,0.00,0.10,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:33:58.680051,126.com,222.50.124.102,NULL,126.com,126.com,广东铁通TOPn网站,NULL,0.000,100,0,55.40,55.75,55.26,0.08,0.08,0.46,0.00,0.08,123.125.50.22,中国,北京, 联通
2013-02-27 17:33:59.084760,weibo.com,222.50.124.102,NULL,weibo.com,weibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:33:59.565336,工商银行,222.50.124.50,NULL,工商银行,www.icbc.com.cn,网页类,NULL,0.000,100,0,53.45,54.24,53.24,0.16,0.14,0.82,0.00,0.17,125.39.39.42,中国,天津, 联通
2013-02-27 17:34:00.098200,adwo.com,222.50.124.110,NULL,adwo.com,adwo.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:34:01.786690,xlpan.com,222.50.124.26,NULL,xlpan.com,xlpan.com,广东铁通TOPn网站,NULL,2.000,100,2,55.57,58.79,53.13,1.44,1.39,4.73,0.01,1.11,111.161.24.152,中国,北京, 联通
2013-02-27 17:34:06.733754,广州网,222.50.124.14,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.70,4.32,3.59,0.13,0.10,0.65,0.00,0.14,120.31.61.171,中国,广东, 铁通
2013-02-27 17:34:09.391557,kuaibo.com,222.50.124.26,NULL,kuaibo.com,kuaibo.com,广东铁通TOPn网站,NULL,0.000,100,0,21.25,22.00,20.98,0.19,0.19,0.93,0.00,0.16,175.6.0.102,中国,湖南, 电信
2013-02-27 17:34:12.308886,10086.cn,222.50.124.90,NULL,10086.cn,10086.cn,广东铁通TOPn网站,NULL,0.000,100,0,46.94,57.44,43.89,2.19,2.33,13.27,0.00,2.03,218.206.191.70,中国,北京, 移动
2013-02-27 17:34:13.855842,糗事百科,222.50.124.78,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.81,58.25,54.91,1.30,1.47,3.16,0.01,1.20,183.203.15.209,中国,山西, 移动
2013-02-27 17:34:14.459584,迅雷看看,222.50.124.2,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,2.77,2.93,2.64,0.05,0.06,0.24,0.00,0.04,61.235.96.93,中国,广东, 铁通
2013-02-27 17:34:21.291539,doubleclick.net,222.50.124.50,NULL,doubleclick.net,doubleclick.net,广东铁通TOPn网站,NULL,0.000,100,0,254.35,254.75,253.84,0.22,0.34,0.74,0.01,0.15,70.32.146.212,美国,NULL, 其它运营商
2013-02-27 17:34:25.913545,广东铁通4-hazlt01(lzk)联通出口,222.50.124.102,NULL,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,NULL,0.000,100,0,0.60,0.81,0.25,0.06,0.04,0.34,0.00,0.06,222.50.124.62,中国,广东, 铁通
2013-02-27 17:34:31.049330,snyu.com,222.50.124.26,NULL,snyu.com,snyu.com,广东铁通TOPn网站,NULL,0.000,100,0,31.66,32.13,31.38,0.17,0.20,0.64,0.01,0.15,58.215.169.133,中国,江苏, 电信
2013-02-27 17:34:36.087569,cntv.cn,222.50.124.2,NULL,cntv.cn,cntv.cn,广东铁通TOPn网站,NULL,0.000,100,0,43.19,43.39,42.93,0.10,0.13,0.35,0.01,0.06,202.108.8.82,中国,北京, 联通
2013-02-27 17:34:45.878513,126.net,222.50.124.70,NULL,126.net,126.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:34:46.706535,qhimg.com,222.50.124.2,NULL,qhimg.com,qhimg.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:34:48.457335,土豆网,222.50.124.110,NULL,土豆网,www.tudou.com,网页类,NULL,1.000,100,1,92.94,96.79,88.36,1.67,0.71,2.13,0.01,0.53,123.126.98.147,中国,北京, 联通
2013-02-27 17:34:49.283648,土豆网,110.209.253.254,NULL,土豆网,www.tudou.com,网页类,NULL,2.000,100,2,49.73,51.05,49.51,0.20,0.17,1.50,0.00,0.19,123.126.98.146,中国,北京, 联通
2013-02-27 17:34:52.688902,工商银行,222.50.124.30,NULL,工商银行,www.icbc.com.cn,网页类,NULL,0.000,100,0,53.14,54.00,52.89,0.16,0.15,1.01,0.00,0.13,125.39.39.42,中国,天津, 联通
2013-02-27 17:34:53.346587,黑龙江联通,222.50.124.90,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,68.43,69.26,68.14,0.19,0.21,0.95,0.00,0.17,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:34:53.652225,工商银行,222.50.124.94,NULL,工商银行,www.icbc.com.cn,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:34:56.442768,ifeng.com,222.50.124.50,NULL,ifeng.com,ifeng.com,广东铁通TOPn网站,NULL,1.000,100,1,68.63,69.28,68.25,0.21,0.21,0.66,0.01,0.16,123.125.72.60,中国,北京, 联通
2013-02-27 17:34:57.776244,ppweb.com.cn,222.50.124.110,NULL,ppweb.com.cn,ppweb.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,28.47,28.69,28.30,0.07,0.08,0.37,0.00,0.07,122.11.35.98,中国,北京, 移动
2013-02-27 17:35:03.959564,和讯网,222.50.124.50,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,31.09,32.66,30.82,0.28,0.26,1.77,0.00,0.32,219.239.236.199,中国,北京, 电信
2013-02-27 17:35:07.071239,网易,222.50.124.106,NULL,网易,www.163.com,网页类,NULL,0.000,100,0,41.76,42.12,41.43,0.17,0.19,0.61,0.02,0.14,223.87.1.59,中国,四川, 移动
2013-02-27 17:35:07.498621,googleadsserving.cn,222.50.124.70,NULL,googleadsserving.cn,googleadsserving.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:35:14.228205,mop.com,222.50.124.26,NULL,mop.com,mop.com,广东铁通TOPn网站,NULL,0.000,100,0,44.57,47.24,44.24,0.32,0.24,2.90,0.00,0.37,211.100.39.135,中国,北京, 电信
2013-02-27 17:35:19.129545,优酷,222.50.124.10,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,32.45,32.87,32.15,0.16,0.13,0.53,0.00,0.14,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:35:20.988797,世纪佳缘,123.89.176.38,NULL,世纪佳缘,www.jiayuan.com,网页类,NULL,0.000,100,0,33.31,38.66,32.90,0.79,0.48,5.60,0.00,1.00,59.151.18.32,中国,北京, 其它运营商
2013-02-27 17:35:34.710949,189mv.cn,222.50.124.102,NULL,189mv.cn,189mv.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.63.133.186,中国,广东, 电信
2013-02-27 17:35:35.844704,people.com.cn,222.50.124.26,NULL,people.com.cn,people.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,108.58,116.84,104.28,2.91,1.89,12.00,0.03,2.54,111.161.38.142,中国,北京, 联通
2013-02-27 17:35:39.619964,poco,222.50.124.62,NULL,poco,www.poco.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218.59.209.163,中国,山东, 联通
2013-02-27 17:35:40.777285,baofeng.net,222.50.124.2,NULL,baofeng.net,baofeng.net,广东铁通TOPn网站,NULL,0.000,100,0,51.70,52.86,51.39,0.24,0.25,1.39,0.00,0.25,221.238.27.169,中国,天津, 电信
2013-02-27 17:35:44.227506,优酷,222.50.124.114,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,32.48,32.94,32.17,0.16,0.12,0.53,0.00,0.12,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:35:47.131591,5599.com,222.50.124.50,NULL,5599.com,5599.com,广东铁通TOPn网站,NULL,0.000,100,0,45.01,45.76,44.77,0.17,0.17,0.82,0.00,0.15,115.182.2.63,中国,北京, 移动
2013-02-27 17:35:48.338663,小说阅读网,222.50.124.90,NULL,小说阅读网,www.readnovel.com,网页类,NULL,2.000,100,2,47.15,48.20,46.56,0.25,0.27,1.15,0.00,0.22,60.210.23.65,中国,山东, 联通
2013-02-27 17:35:53.860370,微博,222.50.124.82,NULL,微博,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:35:56.652247,37cs.com,222.50.124.110,NULL,37cs.com,37cs.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:35:57.578214,糗事百科,222.50.124.46,NULL,糗事百科,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.30,58.12,54.07,1.42,1.68,3.97,0.00,1.22,183.203.15.209,中国,山西, 移动
2013-02-27 17:36:01.552661,ppweb.com.cn,222.50.124.102,NULL,ppweb.com.cn,ppweb.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,30.66,31.17,30.45,0.10,0.10,0.62,0.00,0.10,122.11.35.98,中国,北京, 移动
2013-02-27 17:36:01.779760,scorecardresearch.com,222.50.124.70,NULL,scorecardresearch.com,scorecardresearch.com,广东铁通TOPn网站,NULL,0.000,100,0,257.65,271.99,253.06,5.24,0.99,4.32,0.00,0.92,165.193.78.252,美国,NULL, 其它运营商
2013-02-27 17:36:01.857545,微博,222.50.124.90,NULL,微博,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:36:08.755903,cctv,222.50.124.58,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,37.35,37.79,37.08,0.15,0.19,0.68,0.00,0.15,122.70.142.160,中国,北京, 铁通
2013-02-27 17:36:16.418221,hiapk.com,222.50.124.2,NULL,hiapk.com,hiapk.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.207.242.69,中国,福建, 电信
2013-02-27 17:36:19.200789,太平洋电脑网,222.50.124.38,NULL,太平洋电脑网,www.pconline.com.cn,网页类,NULL,0.000,100,0,47.93,202.30,20.79,44.64,23.66,180.77,0.02,36.86,210.21.118.120,中国,广东, 联通
2013-02-27 17:36:23.103156,qq邮箱,110.209.253.254,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,0.000,100,0,7.37,9.69,5.43,1.11,1.22,3.48,0.03,0.89,120.196.210.104,中国,广东, 移动
2013-02-27 17:36:23.923276,优酷,222.50.124.6,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,24.23,24.54,23.96,0.14,0.13,0.50,0.00,0.13,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:36:28.911313,duba.net,222.50.124.102,NULL,duba.net,duba.net,广东铁通TOPn网站,NULL,0.000,100,0,59.01,59.29,58.77,0.08,0.08,0.38,0.00,0.08,114.112.68.197,中国,江苏, 移动
2013-02-27 17:36:29.216253,wingdns.com,222.50.124.90,NULL,wingdns.com,wingdns.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.164.110.173,中国,浙江, 电信
2013-02-27 17:36:40.631326,工商银行,222.50.124.46,NULL,工商银行,www.icbc.com.cn,网页类,NULL,0.000,100,0,71.70,72.30,71.26,0.19,0.21,0.63,0.00,0.16,113.31.42.29,中国,北京, 其它运营商
2013-02-27 17:36:42.737252,csbew.com,222.50.124.102,NULL,csbew.com,csbew.com,广东铁通TOPn网站,NULL,0.000,100,0,90.06,94.80,89.79,0.49,0.23,4.84,0.00,0.66,219.232.255.99,中国,北京, 其它运营商
2013-02-27 17:36:44.106187,57.net,222.50.124.50,NULL,57.net,57.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.234.11,中国,江苏, 电信
2013-02-27 17:36:44.521208,世纪佳缘,110.209.253.254,NULL,世纪佳缘,www.jiayuan.com,网页类,NULL,0.000,100,0,38.60,40.42,38.34,0.34,0.27,1.81,0.00,0.32,59.151.18.32,中国,北京, 其它运营商
2013-02-27 17:36:44.815542,taobao.com,222.50.124.110,NULL,taobao.com,taobao.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.228.242.241,中国,浙江, 电信
2013-02-27 17:36:45.642197,ppweb.com.cn,222.50.124.2,NULL,ppweb.com.cn,ppweb.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,34.08,34.37,33.92,0.09,0.09,0.35,0.00,0.07,122.11.35.98,中国,北京, 移动
2013-02-27 17:36:51.152383,vpon.com,222.50.124.26,NULL,vpon.com,vpon.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:36:51.811054,工商银行,222.50.124.66,NULL,工商银行,www.icbc.com.cn,网页类,NULL,0.000,100,0,45.67,46.13,45.44,0.13,0.13,0.50,0.00,0.12,125.39.39.42,中国,天津, 联通
2013-02-27 17:36:54.127274,3g.cn,222.50.124.110,NULL,3g.cn,3g.cn,广东铁通TOPn网站,NULL,0.000,100,0,3.52,4.08,3.44,0.07,0.05,0.61,0.00,0.08,183.232.11.166,中国,广东, 移动
