结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-27 17:00:01.205468,sina.com.cn,222.50.124.102,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,55.86,56.15,55.74,0.07,0.07,0.38,0.00,0.07,202.108.33.60,中国,北京, 其它运营商
2013-02-27 17:00:01.510545,taomee.com,222.50.124.90,NULL,taomee.com,taomee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.99.112,中国,上海, 电信
2013-02-27 17:00:03.815562,pagechoice.net,222.50.124.90,NULL,pagechoice.net,pagechoice.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:00:07.058226,安卓商城官网,222.50.124.62,NULL,安卓商城官网,https://play.google.com/store,网页类,NULL,0.000,100,0,0.66,0.79,0.56,0.05,0.06,0.18,0.01,0.04,211.98.70.195,中国,湖南, 铁通
2013-02-27 17:00:16.145608,idreamsky.com,222.50.124.2,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,NULL,0.000,100,0,20.31,20.68,20.05,0.13,0.15,0.43,0.01,0.10,124.172.236.21,中国,广东, 铁通
2013-02-27 17:00:25.074531,digieq.com,222.50.124.26,NULL,digieq.com,digieq.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.232.240.148,中国,北京, 其它运营商
2013-02-27 17:00:28.704422,新浪,222.50.124.130,NULL,新浪,www.sina.com.cn,网页类,NULL,0.000,100,0,31.55,32.22,31.27,0.13,0.12,0.65,0.00,0.10,211.98.132.65,中国,北京, 铁通
2013-02-27 17:00:33.248890,ijinshan.com,222.50.124.110,NULL,ijinshan.com,ijinshan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.112.68.197,中国,江苏, 移动
2013-02-27 17:00:35.447273,flashget.com,222.50.124.70,NULL,flashget.com,flashget.com,广东铁通TOPn网站,NULL,4.000,100,4,63.33,65.83,59.76,1.28,1.32,4.71,0.04,1.10,221.123.176.106,中国,北京, 其它运营商
2013-02-27 17:00:37.585567,世纪佳缘,222.50.124.18,NULL,世纪佳缘,www.jiayuan.com,网页类,NULL,0.000,100,0,31.50,38.25,30.37,2.08,0.61,6.20,0.00,1.09,59.151.18.32,中国,北京, 其它运营商
2013-02-27 17:00:42.254135,tudou.com,222.50.124.90,NULL,tudou.com,tudou.com,广东铁通TOPn网站,NULL,0.000,100,0,61.80,68.84,60.74,2.24,0.45,7.94,0.00,1.41,123.126.98.173,中国,北京, 联通
2013-02-27 17:00:42.553689,和讯网,123.89.176.30,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,34.72,42.06,33.40,2.19,0.76,7.88,0.01,1.15,219.239.236.198,中国,北京, 电信
2013-02-27 17:00:42.559053,kejet.net,222.50.124.90,NULL,kejet.net,kejet.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.226.122.236,中国,浙江, 电信
2013-02-27 17:00:43.070350,小说阅读网,110.209.253.254,NULL,小说阅读网,www.readnovel.com,网页类,NULL,0.000,100,0,38.16,44.34,37.24,2.04,0.33,6.75,0.00,0.97,60.210.23.74,中国,山东, 联通
2013-02-27 17:00:46.706821,土豆网,222.50.124.46,NULL,土豆网,www.tudou.com,网页类,NULL,1.000,100,1,50.42,50.70,50.25,0.09,0.10,0.33,0.00,0.07,123.126.98.146,中国,北京, 联通
2013-02-27 17:00:55.889998,paipai.com,222.50.124.90,NULL,paipai.com,paipai.com,广东铁通TOPn网站,NULL,0.000,100,0,12.96,13.99,12.51,0.25,0.28,1.02,0.00,0.21,58.251.150.244,中国,广东, 联通
2013-02-27 17:00:59.309735,和讯网,222.50.124.6,NULL,和讯网,www.hexun.com,网页类,NULL,0.000,100,0,38.10,40.30,37.58,0.55,0.55,2.31,0.00,0.51,219.239.236.199,中国,北京, 电信
2013-02-27 17:01:00.845744,vpon.com,222.50.124.50,NULL,vpon.com,vpon.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:01:04.251518,aipai.com,222.50.124.50,NULL,aipai.com,aipai.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.241.89,中国,广东, 电信
2013-02-27 17:01:04.593901,meilishuo.com,222.50.124.70,NULL,meilishuo.com,meilishuo.com,广东铁通TOPn网站,NULL,0.000,100,0,32.83,34.86,32.36,0.43,0.36,2.50,0.00,0.38,124.202.144.8,中国,北京, 移动
2013-02-27 17:01:04.837131,kukuplay.com,222.50.124.26,NULL,kukuplay.com,kukuplay.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:01:08.342517,57.net,222.50.124.26,NULL,57.net,57.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.234.11,中国,江苏, 电信
2013-02-27 17:01:09.595030,it168.com,222.50.124.90,NULL,it168.com,it168.com,广东铁通TOPn网站,NULL,0.000,100,0,30.04,30.32,29.93,0.05,0.05,0.26,0.00,0.05,223.202.33.211,中国,北京, 移动
2013-02-27 17:01:19.903068,idreamsky.com,222.50.124.110,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.172.236.21,中国,广东, 铁通
2013-02-27 17:01:33.408820,ip138.com,222.50.124.50,NULL,ip138.com,ip138.com,广东铁通TOPn网站,NULL,0.000,100,0,37.25,37.61,36.97,0.17,0.19,0.59,0.00,0.13,122.70.142.161,中国,北京, 铁通
2013-02-27 17:01:34.836304,189qas.com,222.50.124.2,NULL,189qas.com,189qas.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.228.171.120,中国,上海, 电信
2013-02-27 17:01:37.142607,funshion.com,222.50.124.90,NULL,funshion.com,funshion.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.34.68.90,中国,陕西, 电信
2013-02-27 17:01:37.555261,小说阅读网,222.50.124.30,NULL,小说阅读网,www.readnovel.com,网页类,NULL,0.000,100,0,53.40,53.82,53.15,0.12,0.13,0.53,0.00,0.10,60.210.23.65,中国,山东, 联通
2013-02-27 17:01:40.022687,QQ空间,222.50.124.78,NULL,QQ空间,www.qzone.qq.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.143.191,中国,广东, 联通
2013-02-27 17:01:43.031598,sdo.com,222.50.124.110,NULL,sdo.com,sdo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.65.240.26,中国,上海, 联通
2013-02-27 17:01:52.225798,miercn.com,222.50.124.90,NULL,miercn.com,miercn.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218.85.133.123,中国,福建, 电信
2013-02-27 17:01:56.381217,admaster.com.cn,222.50.124.2,NULL,admaster.com.cn,admaster.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.168.155,中国,江苏, 电信
2013-02-27 17:02:01.532763,paipai.com,222.50.124.70,NULL,paipai.com,paipai.com,广东铁通TOPn网站,NULL,7.000,100,7,16.26,17.21,12.12,0.91,0.98,4.38,0.01,0.98,58.251.150.244,中国,广东, 联通
2013-02-27 17:02:04.241428,ppstream.com,222.50.124.102,NULL,ppstream.com,ppstream.com,广东铁通TOPn网站,NULL,0.000,100,0,37.45,38.64,37.14,0.30,0.21,1.42,0.00,0.24,211.151.142.154,中国,北京, 联通
2013-02-27 17:02:04.454479,189mv.cn,222.50.124.90,NULL,189mv.cn,189mv.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.63.133.186,中国,广东, 电信
2013-02-27 17:02:06.457277,kuwo.cn,222.50.124.110,NULL,kuwo.cn,kuwo.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.238.18.57,中国,天津, 电信
2013-02-27 17:02:08.763954,weather.com.cn,222.50.124.50,NULL,weather.com.cn,weather.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.4.185.35,中国,NULL, 其它运营商
2013-02-27 17:02:09.256733,qq邮箱,222.50.124.82,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,0.000,100,0,6.11,7.91,4.38,0.77,0.70,3.53,0.00,0.62,120.196.210.104,中国,广东, 移动
2013-02-27 17:02:13.139915,91dos.com,222.50.124.26,NULL,91dos.com,91dos.com,广东铁通TOPn网站,NULL,1.000,100,1,38.21,40.09,34.78,2.00,2.13,5.27,0.00,2.05,122.225.117.140,中国,浙江, 电信
2013-02-27 17:02:17.865178,太平洋电脑网,222.50.124.90,NULL,太平洋电脑网,www.pconline.com.cn,网页类,NULL,0.000,100,0,37.32,158.91,9.62,46.39,24.80,148.20,0.00,37.26,210.21.118.120,中国,广东, 联通
2013-02-27 17:02:18.012031,广州网,222.50.124.10,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.66,3.82,3.58,0.05,0.05,0.16,0.00,0.04,120.31.61.171,中国,广东, 铁通
2013-02-27 17:02:25.719255,华军软件园,222.50.124.2,NULL,华军软件园,www.onlinedown.net,下载类,NULL,0.000,100,0,38.31,45.70,37.64,1.20,0.93,7.98,0.00,1.44,221.130.12.61,中国,江苏, 移动
2013-02-27 17:02:29.584816,37wan.com,222.50.124.110,NULL,37wan.com,37wan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.129.216.157,中国,广东, 电信
2013-02-27 17:02:30.394683,1360.cn,222.50.124.50,NULL,1360.cn,1360.cn,广东铁通TOPn网站,NULL,4.000,100,4,32.39,35.08,31.70,0.61,0.44,2.46,0.01,0.41,58.68.151.179,中国,北京, 移动
2013-02-27 17:02:34.667443,dopool.com,222.50.124.26,NULL,dopool.com,dopool.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.170.192.35,中国,湖南, 电信
2013-02-27 17:02:42.288369,迅雷看看,222.50.124.42,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,2.73,2.97,2.65,0.05,0.05,0.27,0.00,0.05,61.235.96.93,中国,广东, 铁通
2013-02-27 17:02:44.705488,taomee.com,222.50.124.70,NULL,taomee.com,taomee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.99.112,中国,上海, 电信
2013-02-27 17:02:45.091998,wps.cn,222.50.124.102,NULL,wps.cn,wps.cn,广东铁通TOPn网站,NULL,0.000,100,0,31.96,32.47,31.84,0.07,0.06,0.52,0.00,0.07,219.239.93.145,中国,北京, 移动
2013-02-27 17:02:45.397263,autohome.com.cn,222.50.124.90,NULL,autohome.com.cn,autohome.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.148.35.250,中国,河北, 电信
2013-02-27 17:02:47.350104,liebao.cn,222.50.124.2,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,NULL,0.000,100,0,61.12,61.55,60.83,0.12,0.14,0.44,0.00,0.11,114.112.68.197,中国,江苏, 移动
2013-02-27 17:02:51.817979,土豆网,222.50.124.130,NULL,土豆网,www.tudou.com,网页类,NULL,1.000,100,1,46.90,47.19,46.67,0.10,0.12,0.44,0.00,0.10,123.126.98.149,中国,北京, 联通
2013-02-27 17:02:52.902329,工商银行,123.65.232.142,NULL,工商银行,www.icbc.com.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.31.42.29,中国,北京, 其它运营商
2013-02-27 17:02:59.527410,ijinshan.com,222.50.124.50,NULL,ijinshan.com,ijinshan.com,广东铁通TOPn网站,NULL,0.000,100,0,63.60,64.69,63.33,0.17,0.16,1.12,0.00,0.17,114.112.68.197,中国,江苏, 移动
2013-02-27 17:03:04.019319,poco,222.50.124.42,NULL,poco,www.poco.cn,网页类,NULL,0.000,100,0,60.77,61.26,60.51,0.16,0.17,0.68,0.00,0.13,221.204.248.116,中国,山西, 联通
2013-02-27 17:03:06.235016,小说阅读网,222.50.124.78,NULL,小说阅读网,www.readnovel.com,网页类,NULL,12.000,100,12,50.77,52.05,47.03,0.99,1.02,4.67,0.01,0.94,60.210.23.65,中国,山东, 联通
2013-02-27 17:03:09.846593,baidu-1img.cn,222.50.124.50,NULL,baidu-1img.cn,baidu-1img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:03:12.442671,迅雷看看,222.50.124.106,NULL,迅雷看看,www.kankan.com,网页类,NULL,0.000,100,0,2.76,2.92,2.67,0.04,0.04,0.17,0.00,0.03,61.235.96.93,中国,广东, 铁通
2013-02-27 17:03:12.747702,cbsi.com.cn,222.50.124.102,NULL,cbsi.com.cn,cbsi.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118.67.124.252,中国,北京, 其它运营商
2013-02-27 17:03:14.640227,googleadsserving.cn,222.50.124.110,NULL,googleadsserving.cn,googleadsserving.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:03:16.145973,tom.com,222.50.124.110,NULL,tom.com,tom.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.108.12.62,中国,北京, 联通
2013-02-27 17:03:22.895672,eastmoney.com,222.50.124.2,NULL,eastmoney.com,eastmoney.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.73.55.186,中国,上海, 电信
2013-02-27 17:03:25.440338,tanx.com,222.50.124.26,NULL,tanx.com,tanx.com,广东铁通TOPn网站,NULL,0.000,100,0,31.35,32.19,31.27,0.09,0.05,0.89,0.00,0.12,110.75.21.51,中国,浙江, 移动
2013-02-27 17:03:26.068958,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.102,NULL,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,NULL,0.000,100,0,0.66,0.78,0.63,0.01,0.01,0.12,0.00,0.02,222.50.124.54,中国,广东, 铁通
2013-02-27 17:03:27.660209,189mv.cn,222.50.124.70,NULL,189mv.cn,189mv.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.63.133.186,中国,广东, 电信
2013-02-27 17:03:30.402747,环球网,222.50.124.18,NULL,环球网,www.huanqiu.com,网页类,NULL,0.000,100,0,74.04,74.77,73.70,0.19,0.21,0.99,0.01,0.18,113.31.42.20,中国,北京, 其它运营商
2013-02-27 17:03:39.789298,idreamsky.com,222.50.124.102,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,NULL,0.000,100,0,6.15,6.59,5.99,0.09,0.09,0.51,0.00,0.09,124.172.236.21,中国,广东, 铁通
2013-02-27 17:03:40.917573,adwo.com,222.50.124.2,NULL,adwo.com,adwo.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:03:42.295683,lxdns.com,222.50.124.90,NULL,lxdns.com,lxdns.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:03:47.168717,cctv,222.50.124.38,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,37.30,37.63,37.06,0.15,0.18,0.51,0.00,0.13,122.70.142.160,中国,北京, 铁通
2013-02-27 17:03:48.775558,3366.com,222.50.124.110,NULL,3366.com,3366.com,广东铁通TOPn网站,NULL,0.000,100,0,5.24,7.24,4.48,0.53,0.51,1.62,0.00,0.43,120.198.189.102,中国,广东, 移动
2013-02-27 17:03:49.377574,微博,222.50.124.78,NULL,微博,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-27 17:03:56.418102,kuaibo.com,222.50.124.50,NULL,kuaibo.com,kuaibo.com,广东铁通TOPn网站,NULL,3.000,100,3,152.54,153.61,151.62,0.28,0.26,1.31,0.00,0.29,175.6.0.102,中国,湖南, 电信
2013-02-27 17:03:56.890615,pengyou.com,222.50.124.70,NULL,pengyou.com,pengyou.com,广东铁通TOPn网站,NULL,0.000,100,0,27.97,29.45,27.36,0.62,0.71,2.00,0.00,0.61,120.204.201.194,中国,上海, 移动
2013-02-27 17:04:03.938348,letv.com,222.50.124.50,NULL,letv.com,letv.com,广东铁通TOPn网站,NULL,0.000,100,0,35.74,36.58,35.51,0.22,0.20,1.01,0.00,0.23,220.181.117.38,中国,北京, 电信
2013-02-27 17:04:07.018218,china.com,222.50.124.90,NULL,china.com,china.com,广东铁通TOPn网站,NULL,0.000,100,0,56.27,56.92,55.88,0.20,0.22,0.77,0.01,0.16,221.194.139.60,中国,河北, 联通
2013-02-27 17:04:08.593423,淘宝网,222.50.124.38,NULL,淘宝网,www.taobao.com,网页类,NULL,0.000,100,0,25.73,25.79,25.67,0.03,0.03,0.12,0.00,0.02,122.72.35.251,中国,中国NDC, 铁通
2013-02-27 17:04:09.823064,qhimg.com,222.50.124.90,NULL,qhimg.com,qhimg.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:04:12.200260,readnovel.com,222.50.124.110,NULL,readnovel.com,readnovel.com,广东铁通TOPn网站,NULL,0.000,100,0,31.13,46.34,30.02,2.75,0.51,15.11,0.00,1.73,118.244.198.2,中国,吉林, 铁通
2013-02-27 17:04:13.733566,黑龙江联通,222.50.124.18,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,67.60,68.17,67.40,0.13,0.12,0.77,0.00,0.14,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:04:30.213494,it168.com,222.50.124.26,NULL,it168.com,it168.com,广东铁通TOPn网站,NULL,0.000,100,0,37.58,37.72,37.51,0.04,0.04,0.14,0.00,0.03,223.202.33.211,中国,北京, 移动
2013-02-27 17:04:32.347290,太平洋电脑网,222.50.124.74,NULL,太平洋电脑网,www.pconline.com.cn,网页类,NULL,5.000,100,5,43.91,173.45,10.46,48.78,27.33,160.26,0.01,38.65,210.21.118.120,中国,广东, 联通
2013-02-27 17:04:39.589398,广州网,222.50.124.58,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.70,3.87,3.61,0.06,0.06,0.18,0.00,0.05,120.31.61.171,中国,广东, 铁通
2013-02-27 17:04:47.202075,黑龙江联通,222.50.124.58,NULL,黑龙江联通,www.hl.cnc.cn,网页类,NULL,0.000,100,0,77.34,78.31,77.16,0.14,0.13,1.02,0.01,0.16,221.212.213.106,中国,黑龙江, 联通
2013-02-27 17:04:47.977664,cctv,222.50.124.106,NULL,cctv,www.cctv.com,网页类,NULL,0.000,100,0,42.81,43.20,42.52,0.17,0.18,0.55,0.00,0.14,122.70.142.160,中国,北京, 铁通
2013-02-27 17:04:48.282671,pptv.com,222.50.124.90,NULL,pptv.com,pptv.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.147.174.102,中国,广东, 电信
2013-02-27 17:04:49.173316,gexing.com,222.50.124.2,NULL,gexing.com,gexing.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.212,中国,浙江, 电信
2013-02-27 17:04:49.347915,admaster.com.cn,222.50.124.110,NULL,admaster.com.cn,admaster.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.168.155,中国,江苏, 电信
2013-02-27 17:04:52.046971,太平洋电脑网,222.50.124.30,NULL,太平洋电脑网,www.pconline.com.cn,网页类,NULL,0.000,100,0,48.33,182.51,18.43,45.62,24.02,163.29,0.00,36.30,210.21.118.120,中国,广东, 联通
2013-02-27 17:04:53.879948,广州网,110.209.253.254,NULL,广州网,www.020.com,网页类,NULL,60.000,100,60,3.75,4.03,3.62,0.09,0.09,0.28,0.00,0.07,120.31.61.171,中国,广东, 铁通
2013-02-27 17:04:56.785493,华军软件园,222.50.124.18,NULL,华军软件园,www.onlinedown.net,下载类,NULL,0.000,100,0,28.78,28.95,28.61,0.10,0.12,0.32,0.00,0.09,120.193.11.194,中国,浙江, 移动
2013-02-27 17:05:08.633756,51.com,222.50.124.50,NULL,51.com,51.com,广东铁通TOPn网站,NULL,0.000,100,0,27.07,28.38,26.84,0.24,0.20,1.40,0.01,0.27,61.130.108.152,中国,浙江, 电信
2013-02-27 17:05:12.573051,17173.com,222.50.124.110,NULL,17173.com,17173.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.176,中国,北京, 联通
2013-02-27 17:05:13.471981,优酷,222.50.124.38,NULL,优酷,www.youku.com,网页类,NULL,0.000,100,0,28.32,28.75,28.03,0.16,0.14,0.58,0.00,0.15,122.72.120.241,中国,中国NDC, 铁通
2013-02-27 17:05:15.396974,poco,222.50.124.86,NULL,poco,www.poco.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.136.65.145,中国,吉林, 联通
2013-02-27 17:05:15.626410,土豆网,222.50.124.94,NULL,土豆网,www.tudou.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:05:18.518341,baofeng.com,222.50.124.2,NULL,baofeng.com,baofeng.com,广东铁通TOPn网站,NULL,0.000,100,0,110.08,114.31,105.89,2.02,0.81,4.10,0.01,0.65,60.28.110.233,中国,天津, 联通
2013-02-27 17:05:22.907073,淘宝网,222.50.124.70,NULL,淘宝网,www.taobao.com,网页类,NULL,0.000,100,0,25.78,26.08,25.71,0.05,0.04,0.34,0.00,0.05,122.72.35.251,中国,中国NDC, 铁通
2013-02-27 17:05:28.943076,4399.com,222.50.124.90,NULL,4399.com,4399.com,广东铁通TOPn网站,NULL,0.000,100,0,31.43,32.81,31.24,0.21,0.19,1.54,0.01,0.25,115.182.52.231,中国,北京, 移动
2013-02-27 17:05:29.248463,88210212.com,222.50.124.90,NULL,88210212.com,88210212.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.106.18.148,中国,广东, 电信
2013-02-27 17:05:30.058365,淘宝网,222.50.124.54,NULL,淘宝网,www.taobao.com,网页类,NULL,0.000,100,0,42.41,42.51,42.34,0.03,0.03,0.10,0.00,0.03,122.72.3.241,中国,中国NDC, 铁通
2013-02-27 17:05:35.109759,qq邮箱,222.50.124.26,NULL,qq邮箱,www.mail.qq.com,网页类,NULL,0.000,100,0,5.04,6.21,4.08,0.62,0.68,1.96,0.00,0.52,120.196.210.104,中国,广东, 移动
2013-02-27 17:05:35.807761,xlpan.com,222.50.124.110,NULL,xlpan.com,xlpan.com,广东铁通TOPn网站,NULL,2.000,100,2,69.95,71.53,66.82,1.27,1.35,4.49,0.01,1.06,111.161.24.244,中国,北京, 联通
2013-02-27 17:05:39.943062,微博,222.50.124.10,NULL,微博,www.weibo.com,网页类,NULL,0.000,100,0,41.86,42.39,41.57,0.14,0.15,0.72,0.00,0.14,180.149.134.17,中国,北京, 电信
2013-02-27 17:05:56.383194,letv.com,222.50.124.90,NULL,letv.com,letv.com,广东铁通TOPn网站,NULL,0.000,100,0,36.04,41.01,35.81,0.52,0.23,5.06,0.00,0.69,220.181.117.38,中国,北京, 电信
2013-02-27 17:05:56.588042,aipai.com,222.50.124.102,NULL,aipai.com,aipai.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.241.70,中国,广东, 电信
2013-02-27 17:05:56.643314,gexing.com,222.50.124.26,NULL,gexing.com,gexing.com,广东铁通TOPn网站,NULL,0.000,100,0,37.92,38.46,37.61,0.17,0.17,0.61,0.00,0.14,122.225.115.203,中国,浙江, 电信
2013-02-27 17:05:58.552933,小说阅读网,222.50.124.74,NULL,小说阅读网,www.readnovel.com,网页类,NULL,8.000,100,8,48.59,49.51,46.56,0.71,0.77,2.60,0.01,0.66,60.210.23.74,中国,山东, 联通
2013-02-27 17:05:59.124331,ad-plus.cn,222.50.124.110,NULL,ad-plus.cn,ad-plus.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.181.20.30,中国,北京, 电信
2013-02-27 17:06:01.679215,woxihuan.com,222.50.124.2,NULL,woxihuan.com,woxihuan.com,广东铁通TOPn网站,NULL,0.000,100,0,65.94,66.46,65.60,0.16,0.18,0.72,0.00,0.15,123.125.160.234,中国,北京, 联通
2013-02-27 17:06:05.688491,小说阅读网,222.50.124.58,NULL,小说阅读网,www.readnovel.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.210.23.74,中国,山东, 联通
2013-02-27 17:06:07.254211,adsxin.com,222.50.124.26,NULL,adsxin.com,adsxin.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-27 17:06:10.114063,hao123.com,222.50.124.102,NULL,hao123.com,hao123.com,广东铁通TOPn网站,NULL,0.000,100,0,68.17,68.34,68.06,0.05,0.06,0.22,0.00,0.05,123.125.114.224,中国,北京, 其它运营商
2013-02-27 17:06:13.218055,天空软件站,222.50.124.54,NULL,天空软件站,www.skycn.com,下载类,NULL,0.000,100,0,76.17,77.24,75.92,0.18,0.17,1.24,0.01,0.19,125.39.78.230,中国,天津, 联通
2013-02-27 17:06:20.079231,liebao.cn,222.50.124.70,NULL,liebao.cn,liebao.cn,广东铁通TOPn网站,NULL,6.000,100,6,55.96,64.55,50.71,2.54,2.34,11.31,0.02,2.38,114.112.68.197,中国,江苏, 移动
