结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-27 17:00:07.862930,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,2nike.org,2nike.org,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:00:09.455822,广东铁通4-gzdx02(gzhy)电信出口,222.50.124.38,NULL,土豆网,www.tudou.com,网页类,12,18,54.74,108.98,0.35,44.78,1.60,8.36,0.00,1.97,16.667,54,9,123.126.98.146,中国,北京, 联通,18
2013-02-27 17:00:10.619090,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,miercn.com,miercn.com,广东铁通TOPn网站,29,30,2.24,6.45,0.59,1.30,0.57,7.77,0.00,1.49,0.000,90,0,125.77.197.86,中国,福建, 电信,30
2013-02-27 17:00:12.139881,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,yoyi.com.cn,yoyi.com.cn,广东铁通TOPn网站,0,30,2.85,9.57,0.56,3.39,1.08,3.65,0.00,1.40,83.333,90,75,116.213.196.90,中国,北京, 其它运营商,30
2013-02-27 17:00:16.230160,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,cctv,www.cctv.com,网页类,11,12,26.26,43.09,0.58,18.39,8.07,80.72,0.00,23.01,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-27 17:00:26.273427,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,guosen.cn,guosen.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,68.0.0.0,美国,NULL, 其它运营商,0
2013-02-27 17:00:28.336027,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,网易,www.163.com,网页类,4,12,23.93,44.46,0.62,19.26,1.89,15.38,0.00,4.32,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:00:34.380199,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,环球网,www.huanqiu.com,网页类,0,20,13.00,67.94,0.57,24.65,0.71,2.18,0.00,0.94,70.000,60,42,113.31.42.20,中国,北京, 其它运营商,20
2013-02-27 17:00:36.511606,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,QQ空间,www.qzone.qq.com,网页类,25,30,5.61,15.26,0.56,5.97,4.39,20.27,0.00,7.96,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-27 17:00:36.949277,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,糗事百科,www.qiushibaike.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:00:40.301927,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,kukuplay.com,kukuplay.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,121.47.100.101,中国,北京, 其它运营商,0
2013-02-27 17:00:43.066340,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,51.la,51.la,广东铁通TOPn网站,0,30,3.78,12.34,0.58,2.98,1.93,19.32,0.00,4.55,0.000,90,0,117.21.226.199,中国,江西, 电信,30
2013-02-27 17:00:48.513216,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,hao123.com,hao123.com,广东铁通TOPn网站,5,20,12.83,57.01,0.55,20.01,3.22,13.17,0.00,4.58,70.000,60,42,123.125.115.150,中国,北京, 其它运营商,20
2013-02-27 17:00:49.776376,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,网易,www.163.com,网页类,0,12,24.14,45.74,0.62,19.26,0.59,3.38,0.00,0.92,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:00:57.341010,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,糗事百科,www.qiushibaike.com,网页类,2,13,32.88,60.01,0.64,26.03,1.33,3.01,0.00,1.03,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:00:59.966241,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,cntv.cn,cntv.cn,广东铁通TOPn网站,0,9,23.88,37.38,0.62,14.33,0.15,0.93,0.00,0.28,0.000,27,0,202.108.8.82,中国,北京, 联通,9
2013-02-27 17:01:01.431549,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,baidu-1img.cn,baidu-1img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,54.51.112.120,美国,NULL, 其它运营商,0
2013-02-27 17:01:14.984782,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,1.69,6.48,0.60,2.14,0.93,5.31,0.00,1.96,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:01:19.491281,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,kuaipan.cn,kuaipan.cn,广东铁通TOPn网站,0,30,2.12,6.78,0.56,2.34,0.25,0.93,0.00,0.35,83.333,90,75,114.112.66.22,中国,江苏, 移动,30
2013-02-27 17:01:23.617521,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,360buy.com,360buy.com,广东铁通TOPn网站,0,11,29.88,46.85,0.59,16.38,0.75,5.79,0.00,1.63,0.000,33,0,58.83.238.167,中国,北京, 铁通,11
2013-02-27 17:01:24.211869,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,dxsvr.com,dxsvr.com,广东铁通TOPn网站,0,23,32.74,64.38,0.66,25.43,3.57,24.91,0.00,7.33,20.290,69,14,119.161.213.143,中国,北京, 其它运营商,23
2013-02-27 17:01:25.110164,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,people.com.cn,people.com.cn,广东铁通TOPn网站,2,30,2.81,8.46,0.57,3.28,0.36,0.73,0.00,0.34,86.667,90,78,125.39.39.120,中国,天津, 联通,30
2013-02-27 17:01:29.617402,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,优酷,www.youku.com,网页类,0,7,17.96,30.61,0.64,12.90,1.19,3.26,0.00,1.28,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:01:30.531347,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,37cs.com,37cs.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:01:33.224406,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,dxsvr.com,dxsvr.com,广东铁通TOPn网站,0,24,13.05,66.79,0.64,24.12,0.28,0.73,0.00,0.24,75.000,72,54,119.161.213.143,中国,北京, 其它运营商,24
2013-02-27 17:01:39.828070,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,黑龙江联通,www.hl.cnc.cn,网页类,1,17,34.68,79.21,0.61,33.63,1.26,11.60,0.00,2.75,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-27 17:01:41.061481,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,SERVICE.TOOLS.SDO.COM,SERVICE.TOOLS.SDO.COM,广东铁通TOPn网站,0,30,2.66,6.45,0.56,2.68,1.78,5.27,0.00,2.46,90.000,90,81,122.226.73.176,中国,浙江, 电信,30
2013-02-27 17:01:42.469246,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,pc120.com,pc120.com,广东铁通TOPn网站,0,22,13.24,64.09,0.58,22.92,1.97,7.41,0.00,2.77,72.727,66,48,114.112.68.163,中国,江苏, 移动,22
2013-02-27 17:01:42.561336,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0,15,4.31,15.94,0.57,5.56,0.27,1.26,0.00,0.44,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-27 17:01:46.037375,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,ip138.com,ip138.com,广东铁通TOPn网站,0,9,24.28,43.57,0.59,19.67,0.46,3.29,0.00,1.00,0.000,27,0,122.70.142.161,中国,北京, 铁通,9
2013-02-27 17:01:47.702525,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,新浪,www.sina.com.cn,网页类,3,8,26.23,45.82,0.58,18.18,0.72,4.69,0.00,1.52,0.000,24,0,211.98.132.66,中国,北京, 铁通,8
2013-02-27 17:02:04.348716,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,qzoneapp.com,qzoneapp.com,广东铁通TOPn网站,0,16,6.92,23.83,0.59,8.57,6.90,39.32,0.00,14.51,62.500,48,30,58.251.150.154,中国,广东, 联通,16
2013-02-27 17:02:06.559462,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,xcar.com.cn,xcar.com.cn,广东铁通TOPn网站,0,18,24.39,54.59,0.59,23.13,0.27,1.33,0.00,0.39,16.667,54,9,118.67.112.72,中国,北京, 其它运营商,18
2013-02-27 17:02:09.760168,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,cntv.cn,cntv.cn,广东铁通TOPn网站,0,10,25.31,38.74,0.58,15.45,1.51,10.54,0.00,3.13,0.000,30,0,202.108.8.82,中国,北京, 联通,10
2013-02-27 17:02:11.264266,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,pengyou.com,pengyou.com,广东铁通TOPn网站,24,30,4.15,12.46,0.57,4.88,0.56,1.39,0.00,0.58,86.667,90,78,112.64.234.209,中国,上海, 联通,30
2013-02-27 17:02:15.471985,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,100bt.com,100bt.com,广东铁通TOPn网站,0,30,2.70,15.15,0.61,2.93,1.66,36.60,0.00,6.59,0.000,90,0,113.105.158.142,中国,广东, 电信,30
2013-02-27 17:02:16.406600,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,pconline.com.cn,pconline.com.cn,广东铁通TOPn网站,0,19,3.63,11.59,0.63,4.51,0.31,1.18,0.00,0.42,57.895,57,33,219.136.245.40,中国,广东, 电信,19
2013-02-27 17:02:20.763202,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,天空软件站,www.skycn.com,下载类,0,18,28.99,72.66,0.60,28.20,2.62,11.55,0.00,3.21,7.407,54,4,125.39.78.230,中国,天津, 联通,18
2013-02-27 17:02:21.680474,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,淘宝网,www.taobao.com,网页类,5,8,19.37,35.12,0.61,13.91,0.70,3.28,0.00,1.09,12.500,24,3,122.72.35.251,中国,中国NDC, 铁通,8
2013-02-27 17:02:22.273156,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,yoyi.com.cn,yoyi.com.cn,广东铁通TOPn网站,0,30,27.13,73.98,0.60,27.12,2.42,11.45,0.00,3.54,44.444,90,40,116.213.196.90,中国,北京, 其它运营商,30
2013-02-27 17:02:27.346107,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,yunduan.cn,yunduan.cn,广东铁通TOPn网站,4,18,6.58,31.38,0.54,9.85,1.25,8.69,0.00,2.81,55.556,54,30,58.215.55.52,中国,江苏, 电信,18
2013-02-27 17:02:34.985393,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,网易,www.163.com,网页类,0,12,26.74,44.33,0.65,17.84,5.40,43.52,0.00,12.23,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:02:38.794065,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,天空软件站,www.skycn.com,下载类,0,17,28.66,65.37,0.60,27.35,2.05,18.27,0.00,4.44,3.922,51,2,125.39.78.230,中国,天津, 联通,17
2013-02-27 17:02:41.245081,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,糗事百科,www.qiushibaike.com,网页类,1,13,34.28,59.91,0.58,25.48,3.63,15.38,0.00,4.31,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:02:51.294184,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,27.41,42.69,0.59,15.39,0.25,1.84,0.00,0.53,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:02:51.697457,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,lxdns.com,lxdns.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,66.14.45.150,美国,NULL, 其它运营商,0
2013-02-27 17:02:54.815929,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,迅雷看看,www.kankan.com,网页类,0,5,4.30,12.14,0.58,4.02,1.10,5.38,0.00,2.14,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:02:55.117008,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,优酷,www.youku.com,网页类,0,7,20.98,46.23,0.57,16.28,2.89,17.68,0.00,6.06,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:02:59.462782,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,优酷,www.youku.com,网页类,0,7,19.33,34.46,0.56,14.05,0.48,2.16,0.00,0.74,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:02:59.508963,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,pc120.com,pc120.com,广东铁通TOPn网站,3,22,14.30,67.51,0.55,24.06,1.45,8.26,0.00,3.04,72.727,66,48,114.112.68.163,中国,江苏, 移动,22
2013-02-27 17:03:06.770128,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,dopool.com,dopool.com,广东铁通TOPn网站,0,30,4.86,10.96,0.56,4.43,1.29,3.00,0.00,1.25,90.000,90,81,220.170.192.35,中国,湖南, 电信,30
2013-02-27 17:03:16.725318,广东铁通3-gzdx01(gzhy)电信出口,222.50.124.34,NULL,QQ空间,www.qzone.qq.com,网页类,0,14,3.45,6.44,0.54,2.35,1.53,6.22,0.00,1.99,14.286,42,6,112.90.140.193,中国,广东, 联通,14
2013-02-27 17:03:20.548559,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,糗事百科,www.qiushibaike.com,网页类,1,13,32.48,59.10,0.57,25.58,1.75,5.08,0.00,1.54,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:03:20.552087,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0,30,3.04,9.13,0.61,3.54,1.66,4.99,0.00,2.03,86.667,90,78,210.21.118.120,中国,广东, 联通,30
2013-02-27 17:03:25.163163,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,微博,www.weibo.com,网页类,0,30,2.46,15.45,0.62,2.58,0.55,6.45,0.00,1.32,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-27 17:03:29.544917,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,pagechoice.net,pagechoice.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,105.115.112.108,其它地区,NULL, 其它运营商,0
2013-02-27 17:03:29.872269,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,poco,www.poco.cn,网页类,26,30,5.24,12.02,0.58,5.34,3.31,15.49,0.00,6.10,84.444,90,76,221.192.149.83,中国,河北, 联通,30
2013-02-27 17:03:39.866296,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,cctv,www.cctv.com,网页类,11,11,19.32,37.45,0.59,16.26,0.17,1.05,0.00,0.28,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-27 17:03:46.899902,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,小说阅读网,www.readnovel.com,网页类,1,18,10.92,50.69,0.56,18.14,0.75,2.18,0.00,0.81,66.667,54,36,60.210.23.74,中国,山东, 联通,18
2013-02-27 17:03:49.806670,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,5.11,11.45,0.66,4.09,5.09,19.72,0.00,7.49,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-27 17:03:50.680700,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,vpon.com,vpon.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,97.112.110.97,美国,NULL, 其它运营商,0
2013-02-27 17:03:52.942671,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,dxsvr.com,dxsvr.com,广东铁通TOPn网站,0,23,14.76,73.83,0.56,26.53,1.14,5.92,0.00,2.14,73.913,69,51,119.161.213.143,中国,北京, 其它运营商,23
2013-02-27 17:03:59.224785,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,SERVICE.TOOLS.SDO.COM,SERVICE.TOOLS.SDO.COM,广东铁通TOPn网站,0,20,22.80,65.43,0.60,20.29,1.45,5.76,0.00,1.83,30.000,60,18,122.226.73.171,中国,浙江, 电信,20
2013-02-27 17:04:00.887217,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,baidu-1img.cn,baidu-1img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,45.208.212.155,美国,NULL, 其它运营商,0
2013-02-27 17:04:02.922735,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,idreamsky.com,idreamsky.com,广东铁通TOPn网站,0,17,5.35,20.42,0.53,6.98,0.77,2.58,0.00,0.95,64.706,51,33,124.172.236.21,中国,广东, 铁通,17
2013-02-27 17:04:03.112011,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,0,17,37.64,93.95,0.56,33.37,6.55,91.18,0.00,21.25,0.000,51,0,202.108.33.60,中国,北京, 其它运营商,17
2013-02-27 17:04:06.694495,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,baofeng.com,baofeng.com,广东铁通TOPn网站,2,30,6.65,16.29,0.59,6.50,11.35,43.95,0.00,18.83,86.667,90,78,60.28.110.232,中国,天津, 联通,30
2013-02-27 17:04:06.728754,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,网易,www.163.com,网页类,5,12,23.95,43.60,0.55,19.21,1.39,4.86,0.00,1.83,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:04:13.535787,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,csbew.com,csbew.com,广东铁通TOPn网站,0,23,11.46,59.25,0.62,21.43,0.24,0.91,0.00,0.30,73.913,69,51,219.232.255.100,中国,北京, 其它运营商,23
2013-02-27 17:04:16.707872,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,和讯网,www.hexun.com,网页类,6,13,24.12,37.17,0.60,12.36,0.63,5.10,0.00,1.34,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-27 17:04:21.542338,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,kankan.com,kankan.com,广东铁通TOPn网站,0,15,6.34,13.00,0.60,4.01,2.48,5.92,0.00,2.29,60.000,45,27,58.251.57.175,中国,广东, 联通,15
2013-02-27 17:04:28.157746,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,新浪,www.sina.com.cn,网页类,0,8,26.09,42.39,0.60,17.61,0.92,4.97,0.00,1.59,0.000,24,0,211.98.132.65,中国,北京, 铁通,8
2013-02-27 17:04:28.227134,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,3.86,11.45,0.58,4.12,1.30,3.19,0.00,1.53,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-27 17:04:28.773265,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,新浪,www.sina.com.cn,网页类,0,7,22.84,37.77,0.56,15.77,0.66,3.13,0.00,1.05,0.000,21,0,211.98.132.64,中国,北京, 铁通,7
2013-02-27 17:04:47.668150,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,cntv.cn,cntv.cn,广东铁通TOPn网站,0,11,30.20,43.25,0.61,16.67,0.24,0.92,0.00,0.29,0.000,33,0,202.108.8.82,中国,北京, 联通,11
2013-02-27 17:04:49.970025,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,dopool.com,dopool.com,广东铁通TOPn网站,0,30,2.61,11.84,0.73,2.44,1.42,27.75,0.00,5.02,0.000,90,0,220.170.192.35,中国,湖南, 电信,30
2013-02-27 17:04:51.553410,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,360buy.com,360buy.com,广东铁通TOPn网站,0,11,29.50,43.68,0.59,16.10,1.09,4.07,0.00,1.23,0.000,33,0,58.83.238.167,中国,北京, 铁通,11
2013-02-27 17:04:53.696587,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,iqiyi.com,iqiyi.com,广东铁通TOPn网站,9,11,17.86,41.59,0.51,17.71,1.38,4.97,0.00,1.79,3.030,33,1,220.181.115.55,中国,北京, 电信,11
2013-02-27 17:04:54.287207,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,sohu.com.cn,sohu.com.cn,广东铁通TOPn网站,9,30,27.75,86.19,0.65,29.16,6.65,84.61,0.00,20.86,51.111,90,46,61.135.181.176,中国,北京, 联通,30
2013-02-27 17:04:54.316096,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,weather.com.cn,weather.com.cn,广东铁通TOPn网站,0,30,2.46,5.64,0.54,1.99,0.63,1.55,0.00,0.74,83.333,90,75,61.4.185.35,中国,NULL, 其它运营商,30
2013-02-27 17:04:56.422404,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,工商银行,www.icbc.com.cn,网页类,2,17,29.23,73.53,0.57,27.37,0.51,1.95,0.00,0.61,7.843,51,4,125.39.39.42,中国,天津, 联通,17
2013-02-27 17:04:56.853282,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,0,17,15.81,57.51,0.59,21.64,12.66,75.16,0.00,27.95,64.706,51,33,202.108.33.60,中国,北京, 其它运营商,17
2013-02-27 17:05:12.301623,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,pptv.com,pptv.com,广东铁通TOPn网站,5,30,3.52,11.76,0.58,4.22,0.59,1.77,0.00,0.70,83.333,90,75,123.126.34.102,中国,北京, 联通,30
2013-02-27 17:05:13.252419,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,华军软件园,www.onlinedown.net,下载类,11,11,26.49,121.93,0.64,33.67,15.71,163.38,0.00,46.72,0.000,33,0,120.193.11.195,中国,浙江, 移动,11
2013-02-27 17:05:14.180316,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,91.com,91.com,广东铁通TOPn网站,0,30,3.88,15.50,0.60,5.81,0.93,4.32,0.00,1.70,83.333,90,75,121.207.254.111,中国,福建, 电信,30
2013-02-27 17:05:20.295374,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,51yes.com,51yes.com,广东铁通TOPn网站,0,30,2.92,13.29,0.69,2.57,0.66,7.79,0.00,1.49,0.000,90,0,119.147.114.19,中国,广东, 电信,30
2013-02-27 17:05:21.678335,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,网易,www.163.com,网页类,1,12,25.42,50.01,0.55,20.34,3.60,14.57,0.00,4.91,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:05:27.913185,广东铁通2-gzlt02(gzhy)联通出口,222.50.124.74,NULL,和讯网,www.hexun.com,网页类,0,13,26.78,37.78,0.61,12.96,0.90,6.34,0.00,1.89,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-27 17:05:31.503402,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,dxsvr.com,dxsvr.com,广东铁通TOPn网站,0,24,11.65,60.33,0.54,21.80,1.15,6.03,0.00,2.19,75.000,72,54,119.161.213.143,中国,北京, 其它运营商,24
2013-02-27 17:05:35.525215,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,scorecardresearch.com,scorecardresearch.com,广东铁通TOPn网站,0,19,177.60,273.02,0.60,100.08,0.59,2.92,0.00,0.69,0.000,57,0,165.193.78.252,美国,NULL, 其它运营商,19
2013-02-27 17:05:37.254957,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,优酷,www.youku.com,网页类,0,7,19.39,34.41,0.58,13.99,0.32,1.02,0.00,0.42,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:05:41.515901,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,readnovel.com,readnovel.com,广东铁通TOPn网站,0,13,25.93,37.67,0.58,12.33,0.15,0.86,0.00,0.23,0.000,39,0,118.244.198.2,中国,吉林, 铁通,13
2013-02-27 17:05:44.369795,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,acs86.com,acs86.com,广东铁通TOPn网站,3,22,12.50,53.79,0.59,18.85,3.94,16.31,0.00,6.01,72.727,66,48,117.79.81.134,中国,北京, 其它运营商,22
2013-02-27 17:05:51.576195,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,sinajs.cn,sinajs.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,34.105.99.111,美国,NULL, 其它运营商,0
2013-02-27 17:05:51.640098,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,yihaodian.com,yihaodian.com,广东铁通TOPn网站,0,15,65.03,695.13,0.65,168.83,58.02,832.47,0.00,207.06,0.000,45,0,222.73.105.82,中国,上海, 电信,15
2013-02-27 17:05:53.051730,广东铁通6-gxyn01(dx)电信出口,222.50.124.22,NULL,广州网,www.020.com,网页类,0,15,3.42,9.15,0.50,2.45,0.30,1.28,0.00,0.40,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-27 17:05:53.247312,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,广州妈妈网,www.gzmama.com,网页类,0,30,1.84,5.06,0.62,1.86,0.25,0.88,0.00,0.36,86.667,90,78,58.248.62.30,中国,广东, 联通,30
2013-02-27 17:05:56.419436,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,126.net,126.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.99.108.97,美国,NULL, 其它运营商,0
2013-02-27 17:05:58.173256,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,91.com,91.com,广东铁通TOPn网站,0,30,3.88,10.16,0.57,4.44,0.30,0.81,0.00,0.36,90.000,90,81,121.207.254.112,中国,福建, 电信,30
