结果时间,源节点名称,源测试地址,源信息: 分组名,目的节点名称,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-27 17:31:22.253796,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,yy.com,yy.com,广东铁通TOPn网站,0,17,15.62,57.88,0.60,20.91,13.09,72.90,0.00,26.82,64.706,51,33,61.55.172.36,中国,河北, 联通,17
2013-02-27 17:31:22.626574,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,ss3w.com,ss3w.com,广东铁通TOPn网站,0,30,176.77,341.56,0.59,109.93,7.38,107.88,0.00,25.19,43.333,90,39,205.178.189.129,美国,NULL, 其它运营商,30
2013-02-27 17:31:24.059885,广东铁通5-qylt02(xhht)联通出口,222.50.124.106,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.37,8.38,0.65,3.00,0.67,1.56,0.00,0.69,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:31:31.497354,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,pc120.com,pc120.com,广东铁通TOPn网站,0,23,12.73,56.07,0.61,19.75,1.48,5.78,0.00,2.12,73.913,69,51,114.112.68.164,中国,江苏, 移动,23
2013-02-27 17:31:33.641366,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,2.00,8.51,0.59,2.91,0.17,0.81,0.00,0.28,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:31:37.154101,广东铁通4-cslt01(bjdx)联通出口,222.50.124.82,NULL,淘宝网,www.taobao.com,网页类,5,8,18.94,32.17,0.57,13.40,0.23,0.81,0.00,0.26,12.500,24,3,122.72.35.241,中国,中国NDC, 铁通,8
2013-02-27 17:31:39.038608,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,gtimg.cn,gtimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:31:45.620350,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,网易,www.163.com,网页类,5,12,24.53,46.35,0.58,19.16,2.19,9.78,0.00,3.20,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-27 17:31:47.202235,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,tianya.cn,tianya.cn,广东铁通TOPn网站,0,17,12.56,59.91,0.60,21.31,2.11,6.67,0.00,2.75,64.706,51,33,221.11.172.222,中国,海南, 联通,17
2013-02-27 17:31:50.909361,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0,17,30.14,71.97,0.60,30.16,0.99,7.06,0.00,1.97,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-27 17:31:52.453400,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,126.net,126.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.125.13.10,美国,NULL, 其它运营商,0
2013-02-27 17:31:58.748086,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qiyou.com,qiyou.com,广东铁通TOPn网站,0,30,60.54,118.93,0.91,48.01,0.55,2.37,0.00,0.78,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-27 17:32:00.869431,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,QQ空间,www.qzone.qq.com,网页类,0,30,14.38,60.37,1.03,23.05,14.37,65.47,0.00,25.62,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-27 17:32:01.975772,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,环球网,www.huanqiu.com,网页类,16,19,22.07,53.38,0.61,23.48,1.77,19.51,0.00,4.40,5.263,57,3,125.39.187.20,中国,天津, 联通,19
2013-02-27 17:32:07.770257,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,sina.com.cn,sina.com.cn,广东铁通TOPn网站,0,30,6.54,21.09,0.63,8.48,7.10,26.52,0.00,11.24,86.667,90,78,202.108.33.60,中国,北京, 其它运营商,30
2013-02-27 17:32:09.376273,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,xlpan.com,xlpan.com,广东铁通TOPn网站,10,15,30.03,68.89,0.44,27.52,2.11,18.57,0.00,4.85,6.667,45,3,111.161.24.152,中国,北京, 联通,15
2013-02-27 17:32:11.561237,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,100bt.com,100bt.com,广东铁通TOPn网站,0,17,5.13,34.95,0.58,8.43,6.49,85.88,0.00,22.03,17.647,51,9,113.105.158.142,中国,广东, 电信,17
2013-02-27 17:32:14.538900,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,糗事百科,www.qiushibaike.com,网页类,2,13,34.96,66.17,0.55,24.73,3.84,23.87,0.00,6.79,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:32:18.317734,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,新浪,www.sina.com.cn,网页类,4,7,21.44,37.79,0.58,16.43,0.54,2.39,0.00,0.82,0.000,21,0,211.98.132.65,中国,北京, 铁通,7
2013-02-27 17:32:26.473802,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,taobao.com,taobao.com,广东铁通TOPn网站,8,17,2.64,10.37,0.83,3.04,0.35,0.94,0.00,0.36,52.941,51,27,121.14.24.241,中国,广东, 电信,17
2013-02-27 17:32:31.681685,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,szhtxx.com,szhtxx.com,广东铁通TOPn网站,0,30,2.10,8.35,0.57,2.56,0.59,3.78,0.00,1.30,76.667,90,69,116.204.65.21,中国,广东, 其它运营商,30
2013-02-27 17:32:34.388503,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,3366.com,3366.com,广东铁通TOPn网站,1,10,3.31,6.72,0.59,1.97,0.61,2.84,0.00,0.89,20.000,30,6,120.198.189.102,中国,广东, 移动,10
2013-02-27 17:32:35.202976,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,vpon.com,vpon.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,91.155.241.2,芬兰,NULL, 其它运营商,0
2013-02-27 17:32:36.633112,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,qhimg.com,qhimg.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:32:41.082946,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,hexun.com,hexun.com,广东铁通TOPn网站,0,30,1.93,6.95,0.59,1.10,0.17,1.97,0.00,0.35,0.000,90,0,59.173.14.2,中国,湖北, 电信,30
2013-02-27 17:32:49.923548,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,ifeng.com,ifeng.com,广东铁通TOPn网站,0,19,14.44,68.68,0.55,24.66,0.83,3.08,0.00,1.10,68.421,57,39,123.125.72.60,中国,北京, 联通,19
2013-02-27 17:32:51.418548,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,新浪,www.sina.com.cn,网页类,3,7,20.11,37.30,0.58,15.16,2.20,8.38,0.00,3.46,0.000,21,0,211.98.132.65,中国,北京, 铁通,7
2013-02-27 17:32:58.139272,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,yx186.com,yx186.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,18.22.29.60,美国,NULL, 其它运营商,0
2013-02-27 17:33:05.669710,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,广州妈妈网,www.gzmama.com,网页类,0,16,5.63,19.69,0.59,7.10,0.30,0.70,0.00,0.25,62.500,48,30,58.248.62.30,中国,广东, 联通,16
2013-02-27 17:33:07.353521,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,91dos.com,91dos.com,广东铁通TOPn网站,0,30,2.99,7.44,0.55,3.15,1.89,5.63,0.00,2.64,90.000,90,81,122.225.117.140,中国,浙江, 电信,30
2013-02-27 17:33:10.631342,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,91dos.com,91dos.com,广东铁通TOPn网站,0,18,6.54,39.39,0.92,12.48,0.51,2.50,0.00,0.78,55.556,54,30,122.225.117.140,中国,浙江, 电信,18
2013-02-27 17:33:15.642976,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,37wan.com,37wan.com,广东铁通TOPn网站,0,30,2.29,7.61,0.57,2.67,0.19,0.70,0.00,0.26,83.333,90,75,219.129.216.157,中国,广东, 电信,30
2013-02-27 17:33:17.085768,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,qire123.com,qire123.com,广东铁通TOPn网站,0,20,23.34,73.17,0.58,19.65,1.43,11.54,0.00,2.95,15.000,60,9,222.76.213.74,中国,福建, 电信,20
2013-02-27 17:33:17.117365,广东铁通2-huzlt02(bjdx)联通出口,222.50.124.94,NULL,小说阅读网,www.readnovel.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,128.132.30.0,美国,NULL, 其它运营商,0
2013-02-27 17:33:22.256146,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,土豆网,www.tudou.com,网页类,11,18,50.50,97.86,0.59,40.90,0.51,1.83,0.00,0.56,18.519,54,10,123.126.98.147,中国,北京, 联通,18
2013-02-27 17:33:23.631658,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0,17,41.13,94.76,0.62,37.16,0.44,1.54,0.00,0.50,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-27 17:33:23.692612,广东铁通3-qylt01(gzhy)联通出口,222.50.124.78,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,23.20,31.81,0.57,12.45,0.38,2.77,0.00,0.81,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:33:34.874729,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,ittzz.com,ittzz.com,广东铁通TOPn网站,0,11,24.62,37.20,0.57,13.80,0.61,2.33,0.00,0.69,0.000,33,0,118.26.225.53,中国,上海, 铁通,11
2013-02-27 17:33:34.903810,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,糗事百科,www.qiushibaike.com,网页类,1,13,33.85,69.68,0.65,27.24,3.53,19.92,0.00,5.64,10.256,39,4,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:33:36.962076,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,qqopenapp.com,qqopenapp.com,广东铁通TOPn网站,0,5,1.63,5.37,0.60,1.87,1.06,5.11,0.00,2.02,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:33:45.806830,广东铁通4-zhdx(hyhr)电信出口,222.50.124.14,NULL,网易,www.163.com,网页类,4,12,27.02,58.95,0.56,21.92,4.12,38.46,0.00,10.91,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-27 17:33:49.374659,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,3366.com,3366.com,广东铁通TOPn网站,1,10,3.55,6.67,0.59,2.14,0.92,3.29,0.00,1.14,26.667,30,8,120.198.189.102,中国,广东, 移动,10
2013-02-27 17:33:50.114139,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,v-56.com,v-56.com,广东铁通TOPn网站,0,30,2.88,7.05,0.58,2.95,0.76,2.21,0.00,1.03,90.000,90,81,59.32.180.16,中国,广东, 电信,30
2013-02-27 17:33:51.125169,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,xcar.com.cn,xcar.com.cn,广东铁通TOPn网站,0,30,3.54,30.03,0.65,5.42,1.69,28.54,0.00,5.42,0.000,90,0,118.67.112.72,中国,北京, 其它运营商,30
2013-02-27 17:33:57.593264,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,37cs.com,37cs.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,9.4.0.0,美国,NULL, 其它运营商,0
2013-02-27 17:33:59.565474,广东铁通2-zhdx01(hxtl)电信出口,222.50.124.54,NULL,土豆网,www.tudou.com,网页类,9,18,49.04,101.76,0.35,44.83,0.74,1.98,0.00,0.63,16.667,54,9,123.126.98.146,中国,北京, 联通,18
2013-02-27 17:34:03.510258,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,工商银行,www.icbc.com.cn,网页类,6,30,56.00,171.92,0.56,68.40,46.54,130.08,0.00,56.59,84.444,90,76,113.31.42.29,中国,北京, 其它运营商,30
2013-02-27 17:34:07.139576,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,华军软件园,www.onlinedown.net,下载类,9,12,17.54,38.01,0.60,16.03,0.67,4.42,0.00,1.23,8.333,36,3,221.130.12.62,中国,江苏, 移动,12
2013-02-27 17:34:07.290442,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,kugou.com,kugou.com,广东铁通TOPn网站,3,8,6.74,14.62,0.60,5.46,0.20,0.81,0.00,0.26,0.000,24,0,113.106.27.245,中国,广东, 电信,8
2013-02-27 17:34:08.739150,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,黑龙江联通,www.hl.cnc.cn,网页类,0,17,40.24,81.97,0.59,36.70,1.41,7.09,0.00,2.08,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-27 17:34:11.654835,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,eastmoney.com,eastmoney.com,广东铁通TOPn网站,0,30,2.41,5.73,0.58,2.35,0.38,1.10,0.00,0.51,90.000,90,81,222.73.55.186,中国,上海, 电信,30
2013-02-27 17:34:12.880672,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,新浪,www.sina.com.cn,网页类,3,7,24.40,43.16,0.65,18.39,1.02,4.93,0.00,1.61,0.000,21,0,211.98.132.65,中国,北京, 铁通,7
2013-02-27 17:34:25.465273,广东铁通5-shdx(cdsj)电信出口,222.50.124.18,NULL,新浪,www.sina.com.cn,网页类,0,7,24.71,42.33,0.59,18.11,0.42,1.06,0.00,0.45,0.000,21,0,211.98.132.65,中国,北京, 铁通,7
2013-02-27 17:34:31.047862,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,kejet.net,kejet.net,广东铁通TOPn网站,0,30,6.82,122.70,0.61,21.95,7.48,182.02,0.00,33.00,0.000,90,0,122.226.122.236,中国,浙江, 电信,30
2013-02-27 17:34:31.226687,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0,11,12.58,54.90,0.64,14.38,5.88,47.17,0.00,13.27,0.000,33,0,210.21.118.120,中国,广东, 联通,11
2013-02-27 17:34:33.523068,广东铁通6-gzdx01(shrs)电信出口,222.50.124.130,NULL,迅雷看看,www.kankan.com,网页类,0,5,4.95,15.27,0.58,5.25,0.91,4.15,0.00,1.62,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-27 17:34:38.856512,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,pconline.com.cn,pconline.com.cn,广东铁通TOPn网站,0,30,2.62,8.58,0.59,2.75,1.16,5.28,0.00,1.85,76.667,90,69,219.136.245.40,中国,广东, 电信,30
2013-02-27 17:34:43.469975,广东铁通5-yxzydx(ct)电信出口,222.50.124.42,NULL,qq邮箱,www.mail.qq.com,网页类,4,12,9.01,39.34,0.55,10.52,8.90,43.56,0.00,15.96,13.889,36,5,120.196.210.104,中国,广东, 移动,12
2013-02-27 17:34:52.471740,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,环球网,www.huanqiu.com,网页类,0,19,37.21,145.83,0.56,39.96,6.69,111.37,0.00,25.39,5.263,57,3,125.39.187.20,中国,天津, 联通,19
2013-02-27 17:34:54.158189,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,2345.com,2345.com,广东铁通TOPn网站,0,10,23.22,37.59,0.62,13.80,0.38,1.86,0.00,0.59,0.000,30,0,211.151.66.100,中国,北京, 联通,10
2013-02-27 17:34:59.996793,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,360safe.com,360safe.com,广东铁通TOPn网站,0,30,2.75,12.90,0.60,4.15,0.99,6.29,0.00,2.17,76.667,90,69,124.238.254.53,中国,河北, 电信,30
2013-02-27 17:35:00.548773,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,10086.cn,10086.cn,广东铁通TOPn网站,2,12,25.67,47.76,0.59,19.92,3.71,24.82,0.00,7.15,16.667,36,6,218.206.191.70,中国,北京, 移动,12
2013-02-27 17:35:03.402838,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,糗事百科,www.qiushibaike.com,网页类,1,13,36.14,68.50,0.55,25.56,7.60,51.45,0.00,15.67,10.256,39,4,183.203.15.209,中国,山西, 移动,13
2013-02-27 17:35:07.923955,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,安卓商城官网,https://play.google.com/store,网页类,0,6,1.79,7.09,0.58,2.38,0.15,0.45,0.00,0.15,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:35:13.910708,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,paipai.com,paipai.com,广东铁通TOPn网站,0,14,12.71,32.77,0.56,8.32,8.84,57.16,0.00,15.50,2.381,42,1,58.251.150.244,中国,广东, 联通,14
2013-02-27 17:35:14.417501,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,178.com,178.com,广东铁通TOPn网站,0,30,2.23,6.77,0.62,2.29,0.44,1.24,0.00,0.46,83.333,90,75,123.134.67.166,中国,山东, 联通,30
2013-02-27 17:35:16.332528,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,sinajs.cn,sinajs.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,192.226.83.212,美国,NULL, 其它运营商,0
2013-02-27 17:35:17.681056,广东铁通4-qylt01(xhht)联通出口,222.50.124.102,NULL,华军软件园,www.onlinedown.net,下载类,8,11,16.17,35.13,0.58,14.97,0.71,5.11,0.00,1.43,0.000,33,0,120.193.11.195,中国,浙江, 移动,11
2013-02-27 17:35:18.694992,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,4399.com,4399.com,广东铁通TOPn网站,0,11,26.05,55.67,0.55,15.53,3.64,38.60,0.00,11.06,0.000,33,0,115.182.52.231,中国,北京, 移动,11
2013-02-27 17:35:30.006747,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,yx186.com,yx186.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:35:30.712852,广东铁通3-gzlt01(yxsh)联通出口,123.65.232.142,NULL,微博,www.weibo.com,网页类,0,17,10.35,41.78,0.59,14.19,2.32,8.34,0.00,2.95,64.706,51,33,180.149.134.17,中国,北京, 电信,17
2013-02-27 17:35:32.629333,广东铁通6-gddx(bgp)联通出口,110.209.253.254,NULL,世纪佳缘,www.jiayuan.com,网页类,0,10,27.34,38.48,0.60,15.41,0.17,0.55,0.00,0.15,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-27 17:35:34.457392,广东铁通2-hzdx01(hyhr)电信出口,222.50.124.6,NULL,华军软件园,www.onlinedown.net,下载类,1,12,20.46,36.06,0.58,15.44,3.39,28.75,0.00,8.47,16.667,36,6,221.130.12.61,中国,江苏, 移动,12
2013-02-27 17:35:37.264507,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,irs01.com,irs01.com,广东铁通TOPn网站,0,30,3.50,7.86,0.61,3.13,2.50,4.62,0.00,1.87,90.000,90,81,180.169.20.253,中国,上海, 电信,30
2013-02-27 17:35:38.515201,广东铁通4-hazlt01(lzk)联通出口,222.50.124.62,NULL,优酷视频,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,2.06,8.62,0.63,2.94,0.28,1.34,0.00,0.48,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:35:39.036757,广东铁通5-fjlt01(zcyx)联通出口,222.50.124.86,NULL,太平洋电脑网,www.pconline.com.cn,网页类,0,30,2.54,4.34,0.61,1.52,0.95,2.45,0.00,1.07,90.000,90,81,210.21.118.120,中国,广东, 联通,30
2013-02-27 17:35:58.173976,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,youdao.com,youdao.com,广东铁通TOPn网站,6,18,33.84,79.09,0.57,28.87,4.85,65.32,0.00,14.71,1.852,54,1,61.135.218.30,中国,北京, 联通,18
2013-02-27 17:36:00.990782,广东铁通3-hzdx02(hyhr)电信出口,222.50.124.10,NULL,土豆网,www.tudou.com,网页类,10,18,49.59,101.63,0.43,45.23,0.69,2.01,0.00,0.59,20.370,54,11,123.126.98.147,中国,北京, 联通,18
2013-02-27 17:36:03.643242,广东铁通5-whlt01(zbyt)联通出口,222.50.124.66,NULL,和讯网,www.hexun.com,网页类,1,13,26.32,47.70,0.62,13.46,4.27,27.83,0.00,9.40,7.692,39,3,219.239.236.199,中国,北京, 电信,13
2013-02-27 17:36:03.958653,广东铁通4-gzlt01(tplh)联通出口,123.89.176.30,NULL,土豆网,www.tudou.com,网页类,10,17,24.86,55.68,0.52,23.45,2.98,33.90,0.00,8.61,17.647,51,9,123.126.98.148,中国,北京, 联通,17
2013-02-27 17:36:05.184591,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,360.cn,360.cn,广东铁通TOPn网站,0,19,16.38,80.25,0.59,28.80,1.68,6.38,0.00,2.30,68.421,57,39,125.39.100.74,中国,天津, 联通,19
2013-02-27 17:36:12.512732,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,优酷,www.youku.com,网页类,0,7,18.89,34.48,0.55,14.47,0.50,1.82,0.00,0.59,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:36:17.384759,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,70e.com,70e.com,广东铁通TOPn网站,0,30,66.66,127.26,0.65,47.31,6.60,62.91,0.00,17.94,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-27 17:36:18.883626,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,安卓商城官网,https://play.google.com/store,网页类,0,6,1.73,7.06,0.57,2.38,1.06,6.12,0.00,2.26,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-27 17:36:20.006195,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,126.net,126.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-27 17:36:21.497606,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,53kf.com,53kf.com,广东铁通TOPn网站,0,30,2.21,5.92,0.63,1.22,0.66,8.31,0.00,1.78,0.000,90,0,122.227.58.188,中国,浙江, 电信,30
2013-02-27 17:36:23.112312,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,taomee.com,taomee.com,广东铁通TOPn网站,0,19,6.43,32.62,0.58,10.61,0.31,2.05,0.00,0.66,57.895,57,33,114.80.99.112,中国,上海, 电信,19
2013-02-27 17:36:23.491684,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,china.com,china.com,广东铁通TOPn网站,0,17,23.13,61.30,0.64,25.98,17.10,75.44,0.00,26.87,64.706,51,33,221.194.139.60,中国,河北, 联通,17
2013-02-27 17:36:32.731521,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,taomee.com,taomee.com,广东铁通TOPn网站,0,30,2.30,7.98,0.66,1.63,0.53,8.80,0.00,1.58,0.000,90,0,114.80.99.112,中国,上海, 电信,30
2013-02-27 17:36:41.710789,广东铁通1-gzlt01(shrs)联通出口,222.50.124.110,NULL,qqgameapp.com,qqgameapp.com,广东铁通TOPn网站,0,5,4.17,18.03,0.57,6.93,2.72,13.34,0.00,5.31,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-27 17:36:43.015709,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,pptv.com,pptv.com,广东铁通TOPn网站,41,30,3.93,27.52,0.62,5.61,3.17,38.04,0.00,8.07,0.000,90,0,180.153.106.101,中国,上海, 电信,30
2013-02-27 17:36:46.045261,广东铁通1-huzlt01(bjdx)联通出口,222.50.124.90,NULL,adscellphone.com,adscellphone.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,132.48.133.48,美国,NULL, 其它运营商,0
2013-02-27 17:36:53.917640,广东铁通1-asddx(mzzy)电信出口,222.50.124.50,NULL,dxsvr.com,dxsvr.com,广东铁通TOPn网站,0,23,15.15,73.63,0.58,26.49,0.36,1.26,0.00,0.42,73.913,69,51,119.161.213.143,中国,北京, 其它运营商,23
2013-02-27 17:36:56.660361,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,soso.com,soso.com,广东铁通TOPn网站,0,18,18.61,100.80,0.58,36.82,0.43,1.52,0.00,0.51,66.667,54,36,61.135.167.27,中国,北京, 联通,18
2013-02-27 17:37:01.058629,广东铁通1-zsdx01(ncda)电信出口,222.50.124.26,NULL,kankan.com,kankan.com,广东铁通TOPn网站,0,15,9.70,50.74,0.56,18.38,0.21,0.98,0.00,0.35,60.000,45,27,60.217.235.188,中国,山东, 联通,15
2013-02-27 17:37:04.646570,广东铁通1-gzlt01(gzhy)联通出口,222.50.124.70,NULL,tieyou.com,tieyou.com,广东铁通TOPn网站,0,30,9.80,155.16,0.59,29.15,6.45,97.69,0.00,20.39,0.000,90,0,114.80.202.113,中国,上海, 电信,30
2013-02-27 17:37:05.536685,广东铁通5-gzlt(asd)联通出口,123.89.176.38,NULL,优酷,www.youku.com,网页类,0,7,16.82,31.33,0.62,12.59,1.00,4.77,0.00,1.61,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-27 17:37:06.351304,广东铁通3-hazlt01(bjdx)联通出口,222.50.124.58,NULL,淘宝网,www.taobao.com,网页类,4,7,16.23,34.19,0.62,14.25,0.44,2.05,0.00,0.73,14.286,21,3,122.72.7.241,中国,中国NDC, 铁通,7
2013-02-27 17:37:07.186901,广东铁通2-zsdx02(ncda)电信出口,222.50.124.30,NULL,和讯网,www.hexun.com,网页类,6,13,25.44,37.72,0.63,12.57,0.38,4.10,0.00,1.07,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-27 17:37:12.272060,广东铁通1-fsrj01(dx)电信出口,222.50.124.2,NULL,qpic.cn,qpic.cn,广东铁通TOPn网站,0,15,7.11,18.39,0.57,6.94,6.58,36.84,0.00,13.54,60.000,45,27,112.90.139.50,中国,广东, 联通,15
