结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-02-26 22:29:28.716570,222.50.124.2,NULL,yihaodian.com,广东铁通TOPn网站,0.38,30.43,31.47,2749.56,3066.21,3272.97,3272.97,92.26,68.9,100.00,100.00,100.00,100.00,100.00,222.73.105.82,中国,上海, 电信,282.9,280.7,302,7,7
2013-02-26 22:29:35.381404,222.50.124.70,NULL,sdo.com,广东铁通TOPn网站,0.26,117.13,118.36,434.39,3903.22,5930.88,6408.93,263.73,75.6,100.00,100.00,100.00,100.00,100.00,112.65.240.26,中国,上海, 联通,1029.4,1814.6,301,50,71
2013-02-26 22:29:41.687465,222.50.124.110,NULL,googleadsserving.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:29:46.201200,222.50.124.90,NULL,qhimg.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:29:46.287112,222.50.124.50,NULL,v-56.com,广东铁通TOPn网站,0.26,5.62,6.64,971.97,27798.75,33382.63,35743.72,37.43,39.2,100.00,100.00,100.00,100.00,0.00,59.32.180.16,中国,广东, 电信,1040.6,1013.9,302,50,118
2013-02-26 22:29:50.801152,222.50.124.50,NULL,adwo.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:29:59.616481,222.50.124.54,NULL,189mv.cn,广东铁通TOPn网站,0.26,14.02,34.87,700.73,6608.85,22117.04,22210.92,152.68,70.7,100.00,100.00,100.00,100.00,100.00,183.63.133.186,中国,广东, 电信,1009.0,2194.8,200,40,40
2013-02-26 22:30:05.125097,222.50.124.50,NULL,yihaodian.com,广东铁通TOPn网站,0.19,29.61,30.42,458.52,681.57,987.05,987.05,203.25,88.0,100.00,100.00,100.00,100.00,100.00,222.73.105.82,中国,上海, 电信,138.5,136.3,302,7,7
2013-02-26 22:30:08.734196,222.50.124.90,NULL,soso.com,广东铁通TOPn网站,0.25,52.55,52.64,105.44,52.64,105.44,105.44,6.64,62.7,100.00,50.00,100.00,50.00,0.00,61.135.167.27,中国,北京, 联通,0.3,0.2,302,2,2
2013-02-26 22:30:12.224592,222.50.124.70,NULL,360.cn,广东铁通TOPn网站,0.46,56.24,60.98,118.94,1177.43,1699.34,1699.34,42.56,65.0,100.00,100.00,100.00,100.00,100.00,125.39.100.74,中国,天津, 联通,50.1,47.9,200,6,6
2013-02-26 22:30:12.277592,222.50.124.46,NULL,www.kankan.com,网页类,0.37,2.81,121.40,455.85,2625.76,5305.01,6204.52,195.92,81.1,100.00,98.25,100.00,98.25,100.00,61.235.96.93,中国,广东, 铁通,514.4,497.5,200,50,57
2013-02-26 22:30:14.161267,222.50.124.14,NULL,www.taobao.com,网页类,0.42,31.61,35.29,234.99,4477.51,6809.99,7407.56,231.64,81.8,100.00,100.00,100.00,100.00,100.00,122.72.3.241,中国,中国NDC, 铁通,1037.2,1530.0,200,50,106
2013-02-26 22:30:16.028759,123.89.176.38,NULL,www.pconline.com.cn,网页类,0.51,19.20,29.28,133.25,10439.71,11038.18,11787.03,69.33,54.1,100.00,100.00,100.00,100.00,100.00,210.21.118.120,中国,广东, 联通,723.8,696.4,200,50,60
2013-02-26 22:30:21.102316,222.50.124.42,NULL,www.sina.com.cn,网页类,0.40,9036.78,40.38,9303.74,11430.82,34906.94,36232.43,54.75,31.8,100.00,100.00,100.00,100.00,0.00,211.98.132.64,中国,北京, 铁通,625.9,593.9,200,50,93
2013-02-26 22:30:26.639566,222.50.124.110,NULL,tieyou.com,广东铁通TOPn网站,0.49,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,114.80.202.113,中国,上海, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:30:27.479943,222.50.124.2,NULL,www.hl.cnc.cn,网页类,0.22,69.16,70.54,139.92,70.54,139.92,139.92,5.61,61.6,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:30:34.668776,222.50.124.90,NULL,www.qiushibaike.com,网页类,0.20,53.88,59.54,224.08,2501.70,3317.42,3673.44,196.87,81.6,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,492.5,485.2,200,23,23
2013-02-26 22:30:34.954099,222.50.124.54,NULL,baofeng.net,广东铁通TOPn网站,0.25,46.00,46.28,410.61,15357.44,16074.10,17540.15,23.57,43.1,100.00,100.00,100.00,100.00,100.00,221.238.27.169,中国,天津, 电信,362.0,348.9,301,37,37
2013-02-26 22:30:37.622056,222.50.124.46,NULL,www.020.com,网页类,0.26,3.63,155.38,179.75,11116.92,11315.05,11408.01,91.94,55.2,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1022.1,1493.1,200,50,72
2013-02-26 22:30:39.874934,222.50.124.54,NULL,youku.com,广东铁通TOPn网站,0.54,2.75,2.99,158.44,6558.28,8232.59,8942.51,143.88,72.0,100.00,100.00,100.00,100.00,100.00,121.9.204.234,中国,广东, 电信,943.6,919.2,302,50,84
2013-02-26 22:30:45.996767,222.50.124.22,NULL,www.tudou.com,网页类,0.27,52.38,52.75,317.57,54024.95,54113.97,54388.27,19.52,33.7,100.00,99.28,100.00,92.57,0.00,123.126.98.151,中国,北京, 联通,1054.5,1203.5,200,50,148
2013-02-26 22:30:47.664282,222.50.124.70,NULL,baofeng.com,广东铁通TOPn网站,0.41,133.51,133.94,400.78,10632.77,12512.75,16377.53,34.63,37.3,100.00,97.30,100.00,97.30,100.00,60.28.110.232,中国,天津, 联通,368.3,357.1,200,37,37
2013-02-26 22:30:49.776364,222.50.124.82,NULL,www.pconline.com.cn,网页类,0.52,6.88,16.36,69.74,1547.93,1799.59,1799.60,347.74,90.7,100.00,86.36,100.00,63.33,0.00,210.21.118.120,中国,广东, 联通,538.3,520.4,200,44,60
2013-02-26 22:30:50.898493,222.50.124.54,NULL,sdo.com,广东铁通TOPn网站,0.23,42.30,42.82,283.94,3950.20,6048.93,6540.14,260.59,83.2,100.00,100.00,100.00,100.00,100.00,112.65.240.26,中国,上海, 联通,1029.4,1814.6,301,50,71
2013-02-26 22:30:51.982302,222.50.124.70,NULL,adwo.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:30:53.697563,222.50.124.106,NULL,www.hl.cnc.cn,网页类,0.20,60.74,61.91,122.85,61.91,122.85,122.85,6.39,62.2,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:30:54.556765,222.50.124.26,NULL,kejet.net,广东铁通TOPn网站,0.26,33.10,34.15,67.78,828.91,6970.92,7331.21,24.77,61.7,100.00,100.00,100.00,100.00,100.00,122.226.122.236,中国,浙江, 电信,20.5,17.0,200,11,11
2013-02-26 22:30:58.323975,222.50.124.2,NULL,tianya.cn,广东铁通TOPn网站,0.18,120.85,121.40,591.50,5141.33,9771.24,10195.93,16.70,45.3,100.00,100.00,100.00,100.00,100.00,221.11.172.222,中国,海南, 联通,85.9,82.2,301,13,13
2013-02-26 22:30:59.113967,222.50.124.50,NULL,2345.com,广东铁通TOPn网站,0.44,37.85,43.27,195.71,862.18,1228.71,1338.38,79.64,67.3,100.00,100.00,100.00,100.00,100.00,211.151.66.100,中国,北京, 联通,68.7,64.3,200,13,13
2013-02-26 22:31:07.774122,222.50.124.26,NULL,778669.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:31:12.802234,222.50.124.70,NULL,baidu-1img.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:31:16.226728,222.50.124.102,NULL,www.icbc.com.cn,网页类,0.27,63.55,63.91,127.72,201.60,395.50,395.50,26.29,61.8,100.00,100.00,100.00,100.00,100.00,113.31.42.29,中国,北京, 其它运营商,5.3,4.2,200,3,3
2013-02-26 22:31:16.443087,222.50.124.54,NULL,moonbasa.com,广东铁通TOPn网站,0.49,14.03,15.94,455.28,3995.27,5204.45,5342.94,76.56,62.8,100.00,100.00,100.00,100.00,100.00,113.108.220.136,中国,广东, 电信,305.9,295.6,301,26,26
2013-02-26 22:31:17.150222,222.50.124.6,NULL,www.youku.com,网页类,0.26,28.21,29.23,175.94,5728.03,7250.26,7991.37,164.51,77.5,100.00,98.78,100.00,98.78,100.00,122.72.120.241,中国,中国NDC, 铁通,942.3,919.1,200,50,82
2013-02-26 22:31:17.795434,123.89.176.38,NULL,www.kankan.com,网页类,0.45,2.91,121.67,238.90,4794.96,1402.99,5416.47,107.14,64.9,100.00,98.21,100.00,98.21,100.00,61.235.96.93,中国,广东, 铁通,513.7,497.5,200,50,56
2013-02-26 22:31:28.993260,222.50.124.30,NULL,www.icbc.com.cn,网页类,0.50,133.60,134.82,268.92,299.80,562.72,562.72,17.68,52.9,100.00,100.00,100.00,100.00,100.00,113.31.42.29,中国,北京, 其它运营商,5.3,4.2,200,3,3
2013-02-26 22:31:30.666608,222.50.124.2,NULL,qihoo.com,广东铁通TOPn网站,0.21,110.74,112.07,334.19,723.30,1105.80,1105.80,17.24,54.2,100.00,100.00,100.00,100.00,100.00,61.55.181.124,中国,河北, 联通,12.5,11.1,200,4,4
2013-02-26 22:31:34.815652,222.50.124.110,NULL,qzoneapp.com,广东铁通TOPn网站,0.25,11.52,27.64,75.98,605.26,738.77,813.08,614.56,93.0,100.00,85.00,100.00,85.00,0.00,58.251.150.154,中国,广东, 联通,372.0,368.1,200,20,20
2013-02-26 22:31:39.535343,222.50.124.70,NULL,7k7k.com,广东铁通TOPn网站,0.51,35.01,35.35,245.91,3472.36,5423.85,6156.47,110.38,68.2,100.00,100.00,100.00,100.00,100.00,115.182.59.33,中国,北京, 移动,383.3,357.8,301,50,66
2013-02-26 22:31:40.262495,222.50.124.90,NULL,126.com,广东铁通TOPn网站,0.49,36.50,37.53,113.86,1143.27,1873.15,1873.15,40.50,66.3,100.00,100.00,100.00,100.00,100.00,220.181.12.218,中国,北京, 其它运营商,46.3,39.2,200,9,9
2013-02-26 22:31:48.832837,123.89.176.30,NULL,www.poco.cn,网页类,0.57,61.74,63.93,764.60,43045.64,49133.03,49133.03,23.31,34.3,100.00,95.92,100.00,45.92,0.00,221.192.149.73,中国,河北, 联通,1003.5,1083.1,200,49,98
2013-02-26 22:31:51.682173,222.50.124.50,NULL,lxdns.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:31:54.347172,222.50.124.78,NULL,www.hl.cnc.cn,网页类,0.18,77.73,78.45,156.35,78.45,156.35,156.35,5.04,60.4,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:32:00.491722,222.50.124.2,NULL,gexing.com,广东铁通TOPn网站,0.21,1.26,3121.85,3474.12,9523.24,8812.08,10276.75,72.41,40.4,100.00,100.00,100.00,100.00,100.00,122.225.115.203,中国,浙江, 电信,689.6,668.3,301,43,43
2013-02-26 22:32:00.780969,222.50.124.90,NULL,xcar.com.cn,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,118.67.112.72,中国,北京, 其它运营商,NULL,NULL,NULL,1,1
2013-02-26 22:32:02.599760,222.50.124.130,NULL,www.tudou.com,网页类,0.23,50.69,51.15,307.95,9484.27,36981.47,37857.12,111.41,59.7,100.00,100.00,100.00,100.00,0.00,123.126.98.146,中国,北京, 联通,1056.6,1442.1,200,50,148
2013-02-26 22:32:16.120856,222.50.124.54,NULL,mop.com,广东铁通TOPn网站,0.44,45.91,46.48,826.89,20531.67,35911.79,38089.13,26.89,39.8,100.00,100.00,100.00,100.00,0.00,211.100.39.136,中国,北京, 电信,552.1,530.9,301,50,64
2013-02-26 22:32:18.226703,222.50.124.50,NULL,szhtxx.com,广东铁通TOPn网站,0.26,24.73,26.11,51.10,26.11,51.10,51.10,51.72,70.5,100.00,100.00,100.00,100.00,100.00,116.204.65.21,中国,广东, 其它运营商,1.4,1.1,200,1,1
2013-02-26 22:32:19.258926,222.50.124.26,NULL,sohu.com,广东铁通TOPn网站,0.24,60.69,60.45,403.11,4024.23,8690.47,9263.62,97.14,65.9,100.00,100.00,100.00,100.00,100.00,61.135.181.175,中国,北京, 联通,390.9,368.7,302,50,66
2013-02-26 22:32:19.569367,222.50.124.110,NULL,qihoo.com,广东铁通TOPn网站,0.26,38.49,40.20,118.17,457.96,719.32,719.32,34.11,62.5,100.00,100.00,100.00,100.00,100.00,61.55.181.124,中国,河北, 联通,15.6,14.3,200,4,4
2013-02-26 22:32:23.306898,222.50.124.90,NULL,360safe.com,广东铁通TOPn网站,0.44,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,124.238.254.53,中国,河北, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:32:30.770211,222.50.124.26,NULL,adscellphone.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:32:35.690016,222.50.124.70,NULL,mop.com,广东铁通TOPn网站,0.44,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,211.100.39.135,中国,北京, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:32:36.148639,222.50.124.2,NULL,xcy8.com,广东铁通TOPn网站,0.26,1.15,149.26,219.63,4240.05,3237.18,4542.58,152.32,70.5,100.00,100.00,100.00,100.00,100.00,121.10.173.39,中国,广东, 电信,645.8,635.4,200,44,44
2013-02-26 22:32:37.455268,222.50.124.50,NULL,www.sina.com.cn,网页类,0.26,36.90,37.27,266.31,7837.11,31329.66,32534.09,79.87,56.5,100.00,100.00,100.00,100.00,0.00,211.98.132.64,中国,北京, 铁通,625.9,593.9,200,50,93
2013-02-26 22:32:45.181080,222.50.124.50,NULL,qpic.cn,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,112.90.139.50,中国,广东, 联通,NULL,NULL,400,1,1
2013-02-26 22:32:46.192810,222.50.124.50,NULL,4399.com,广东铁通TOPn网站,0.25,30.10,30.03,234.29,7744.28,13112.43,14556.86,86.44,62.8,100.00,100.00,100.00,100.00,100.00,115.182.52.231,中国,北京, 移动,669.4,611.3,301,50,159
2013-02-26 22:32:49.057418,222.50.124.90,NULL,xunlei.com,广东铁通TOPn网站,0.48,14.59,13.36,428.33,2174.09,1927.98,2780.29,236.83,86.2,100.00,98.28,100.00,98.28,100.00,58.251.57.166,中国,广东, 其它运营商,514.9,497.7,301,50,58
2013-02-26 22:32:49.188899,222.50.124.30,NULL,www.tudou.com,网页类,0.48,50.56,50.84,306.58,2057.30,8241.71,8241.72,34.17,57.2,100.00,50.00,100.00,3.38,0.00,123.126.98.148,中国,北京, 联通,70.3,68.6,200,10,148
2013-02-26 22:32:52.863958,222.50.124.2,NULL,soso.com,广东铁通TOPn网站,0.47,118.81,118.76,352.65,560.78,765.08,765.08,51.98,59.8,100.00,100.00,100.00,100.00,100.00,61.135.167.27,中国,北京, 联通,29.2,28.0,302,4,4
2013-02-26 22:32:55.303210,222.50.124.26,NULL,doubleclick.net,广东铁通TOPn网站,0.24,253.49,253.49,690.03,2161.38,3484.03,3664.84,56.63,49.5,100.00,88.24,100.00,88.24,0.00,70.32.146.212,美国,NULL, 其它运营商,122.4,117.7,302,17,17
2013-02-26 22:32:56.297027,123.89.176.30,NULL,www.hexun.com,网页类,0.42,30.07,30.29,184.97,39415.32,60007.97,60007.97,13.56,36.4,100.00,100.00,100.00,48.70,0.00,219.239.236.199,中国,北京, 电信,534.7,512.3,200,50,115
2013-02-26 22:32:56.412911,222.50.124.70,NULL,vpon.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:32:58.506791,222.50.124.54,NULL,szhtxx.com,广东铁通TOPn网站,0.48,14.37,16.00,30.85,16.00,30.85,30.85,84.40,77.1,100.00,100.00,100.00,100.00,100.00,116.204.65.21,中国,广东, 其它运营商,1.4,1.1,200,1,1
2013-02-26 22:33:03.610140,222.50.124.110,NULL,qpic.cn,广东铁通TOPn网站,0.21,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,112.90.139.50,中国,广东, 联通,NULL,NULL,400,1,1
2013-02-26 22:33:10.805775,222.50.124.6,NULL,www.tudou.com,网页类,0.50,52.45,52.92,424.06,432.09,546.42,546.43,130.02,79.6,100.00,33.33,100.00,2.03,0.00,123.126.98.148,中国,北京, 联通,56.2,55.3,200,9,148
2013-02-26 22:33:13.028206,222.50.124.26,NULL,weibo.com,广东铁通TOPn网站,0.25,42.56,57.33,100.14,587.68,846.36,846.36,85.60,73.3,100.00,100.00,100.00,100.00,100.00,180.149.134.17,中国,北京, 电信,50.3,48.5,200,4,4
2013-02-26 22:33:14.934104,222.50.124.70,NULL,pconline.com.cn,广东铁通TOPn网站,0.25,13.46,12.95,369.41,5152.92,20512.80,20512.81,88.44,67.1,100.00,87.50,100.00,45.90,0.00,219.136.245.40,中国,广东, 电信,455.7,442.5,301,32,61
2013-02-26 22:33:17.250225,222.50.124.70,NULL,qire123.com,广东铁通TOPn网站,0.51,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,222.76.213.74,中国,福建, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:33:20.328232,222.50.124.6,NULL,www.jiayuan.com,网页类,0.47,31.10,34.50,129.57,5080.87,6908.52,7481.79,39.33,54.3,100.00,100.00,100.00,100.00,100.00,59.151.18.32,中国,北京, 其它运营商,199.9,186.6,200,33,33
2013-02-26 22:33:23.330895,222.50.124.54,NULL,kandian.com,广东铁通TOPn网站,0.27,61.53,61.32,385.24,5742.10,7749.27,11431.14,96.94,63.6,100.00,100.00,100.00,100.00,100.00,123.126.53.254,中国,北京, 联通,556.7,531.6,302,50,72
2013-02-26 22:33:26.134718,222.50.124.110,NULL,iqiyi.com,广东铁通TOPn网站,0.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,220.181.73.6,中国,北京, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:33:30.606570,222.50.124.90,NULL,51yes.com,广东铁通TOPn网站,0.82,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,119.147.114.19,中国,广东, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:33:32.958410,222.50.124.26,NULL,vpon.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:33:33.740930,222.50.124.2,NULL,1360.cn,广东铁通TOPn网站,0.25,32.32,32.57,130.50,65.20,130.50,130.50,18.99,64.0,100.00,66.67,100.00,66.67,0.00,58.68.151.179,中国,北京, 移动,1.2,0.7,302,3,3
2013-02-26 22:33:40.671461,222.50.124.70,NULL,ittzz.com,广东铁通TOPn网站,0.49,35.40,32.05,67.94,2204.34,2722.40,2791.26,455.89,87.8,100.00,100.00,100.00,100.00,100.00,118.26.225.53,中国,上海, 铁通,1004.9,1248.0,200,18,18
2013-02-26 22:33:41.053108,222.50.124.110,NULL,www.poco.cn,网页类,0.54,55.97,57.65,286.60,36145.00,46124.36,46124.36,28.45,35.4,100.00,97.62,100.00,83.67,0.00,124.95.150.163,中国,辽宁, 联通,1028.3,1445.0,200,50,98
2013-02-26 22:33:42.363338,222.50.124.54,NULL,icast.cn,广东铁通TOPn网站,0.39,34.18,2949.07,3323.19,3398.67,3572.04,3572.04,7.88,41.9,100.00,100.00,100.00,100.00,100.00,222.73.178.102,中国,上海, 电信,26.8,25.9,302,5,5
2013-02-26 22:33:48.564347,222.50.124.110,NULL,v-56.com,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,59.32.180.16,中国,广东, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:33:55.445295,222.50.124.90,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0.50,32.61,152.71,286.46,1311.46,1656.91,1800.31,126.63,72.7,100.00,94.12,100.00,94.12,100.00,122.72.120.242,中国,中国NDC, 铁通,166.1,160.7,200,17,17
2013-02-26 22:33:55.989029,222.50.124.26,NULL,kuaibo.com,广东铁通TOPn网站,0.48,22.49,22.49,152.51,1678.88,2235.94,2342.81,63.84,65.8,100.00,100.00,100.00,100.00,100.00,175.6.0.102,中国,湖南, 电信,107.2,104.4,301,13,13
2013-02-26 22:33:56.267981,222.50.124.2,NULL,snyu.com,广东铁通TOPn网站,0.44,1.21,150.55,226.07,1967.61,1830.07,2063.70,57.08,61.4,100.00,100.00,100.00,100.00,100.00,58.215.169.133,中国,江苏, 电信,112.3,107.5,200,18,18
2013-02-26 22:33:56.800245,222.50.124.50,NULL,babytree.com,广东铁通TOPn网站,0.47,53.35,58.38,587.72,19200.59,26743.80,28606.85,54.62,46.0,100.00,99.22,100.00,94.53,100.00,124.238.250.200,中国,河北, 电信,1048.8,1097.5,301,50,128
2013-02-26 22:34:03.712956,222.50.124.50,NULL,duowan.com,广东铁通TOPn网站,0.50,77.59,78.22,710.59,8503.07,10666.37,11499.72,59.71,52.6,100.00,100.00,100.00,100.00,100.00,120.132.133.62,中国,北京, 其它运营商,507.7,482.4,302,50,64
2013-02-26 22:34:05.211413,222.50.124.70,NULL,sohu.com.cn,广东铁通TOPn网站,0.26,48.53,47.85,337.25,4142.10,5875.08,6508.53,93.31,66.4,100.00,98.48,100.00,98.48,100.00,61.135.181.176,中国,北京, 联通,386.5,364.7,302,50,66
2013-02-26 22:34:07.971326,222.50.124.90,NULL,www.poco.cn,网页类,0.54,90.06,104.49,469.21,36498.68,45756.66,45756.66,26.78,30.6,100.00,96.08,100.00,45.92,0.00,122.136.65.145,中国,吉林, 联通,977.3,1125.6,200,50,98
2013-02-26 22:34:13.833675,222.50.124.50,NULL,www.skycn.com,下载类,0.89,64.52,444.54,773.56,6342.81,7819.37,8167.56,58.58,44.2,100.00,100.00,100.00,100.00,100.00,125.39.78.230,中国,天津, 联通,371.6,363.2,200,27,27
2013-02-26 22:34:19.431591,222.50.124.70,NULL,uusee.com,广东铁通TOPn网站,0.52,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,221.238.29.196,中国,天津, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:34:24.297746,222.50.124.2,NULL,chinaiiss.com,广东铁通TOPn网站,0.50,1.14,32.67,168.96,7110.58,8841.12,9341.07,142.68,70.5,100.00,100.00,100.00,100.00,100.00,121.10.117.198,中国,广东, 电信,1014.5,986.0,200,50,85
2013-02-26 22:34:27.765549,222.50.124.62,NULL,www.youku.com,网页类,0.25,24.07,25.43,151.58,6473.74,8100.03,8785.17,145.74,70.8,100.00,100.00,100.00,100.00,100.00,122.72.120.241,中国,中国NDC, 铁通,943.5,919.2,200,50,83
2013-02-26 22:34:30.813239,123.89.176.30,NULL,www.020.com,网页类,0.24,10.10,190.87,1062.99,12995.56,13514.59,19780.44,78.62,45.1,100.00,100.00,100.00,100.00,100.00,120.31.61.171,中国,广东, 铁通,1021.7,1492.7,200,50,72
2013-02-26 22:34:32.472402,222.50.124.50,NULL,googleadsserving.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:34:33.429062,222.50.124.110,NULL,gtimg.com.cn,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:34:35.323766,222.50.124.34,NULL,www.hl.cnc.cn,网页类,0.24,61.25,62.70,124.18,62.69,124.18,124.18,6.31,62.2,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:34:37.919780,222.50.124.2,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0.53,28.30,153.07,240.48,1303.40,1632.44,1795.77,127.41,73.1,100.00,94.12,100.00,94.12,100.00,122.72.120.242,中国,中国NDC, 铁通,166.1,160.7,200,17,17
2013-02-26 22:34:37.997629,222.50.124.90,NULL,iqiyi.com,广东铁通TOPn网站,0.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,220.181.73.6,中国,北京, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:34:40.154120,222.50.124.70,NULL,ad-plus.cn,广东铁通TOPn网站,0.46,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,220.181.20.30,中国,北京, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:34:45.716991,222.50.124.106,NULL,www.onlinedown.net,下载类,0.43,36.39,37.23,258.63,14094.48,28634.96,30190.66,74.47,50.5,100.00,100.00,100.00,100.00,100.00,221.130.12.61,中国,江苏, 移动,1049.7,1707.7,200,50,221
2013-02-26 22:34:47.692947,222.50.124.130,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0.24,28.38,169.38,256.73,1153.08,1409.58,1573.43,144.02,72.5,100.00,94.12,100.00,94.12,100.00,122.72.120.242,中国,中国NDC, 铁通,166.1,160.7,200,17,17
2013-02-26 22:35:01.764372,222.50.124.26,NULL,taotaosou.com,广东铁通TOPn网站,0.43,36.34,36.30,9234.82,32712.39,35938.23,36571.75,25.14,36.9,100.00,97.96,100.00,97.96,0.00,115.236.101.27,中国,浙江, 电信,822.4,807.7,301,49,49
