结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-26 22:45:38.810862,222.50.124.90,NULL,37wan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.129.216.157,中国,广东, 电信
2013-02-26 22:45:41.923295,222.50.124.14,NULL,www.huanqiu.com,网页类,NULL,3.000,100,3,59.20,59.59,58.86,0.15,0.15,0.52,0.00,0.12,125.39.187.20,中国,天津, 联通
2013-02-26 22:45:44.458134,222.50.124.50,NULL,56.com,广东铁通TOPn网站,NULL,0.000,100,0,2.56,4.49,2.39,0.24,0.17,2.05,0.00,0.31,112.90.57.7,中国,广东, 联通
2013-02-26 22:45:49.905868,222.50.124.70,NULL,yy.com,广东铁通TOPn网站,NULL,3.000,100,3,52.25,53.51,47.96,1.07,1.09,3.43,0.02,0.87,61.55.172.36,中国,河北, 联通
2013-02-26 22:45:55.567751,222.50.124.26,NULL,sinajs.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:45:56.240063,123.65.232.142,NULL,www.hexun.com,网页类,NULL,0.000,100,0,32.32,34.71,32.16,0.29,0.20,2.49,0.00,0.38,219.239.236.198,中国,北京, 电信
2013-02-26 22:46:03.456131,222.50.124.2,NULL,szhtxx.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.204.65.21,中国,广东, 其它运营商
2013-02-26 22:46:05.762675,222.50.124.102,NULL,qiyi.com,广东铁通TOPn网站,NULL,0.000,100,0,38.71,40.12,38.50,0.18,0.14,1.45,0.00,0.21,202.108.14.56,中国,北京, 联通
2013-02-26 22:46:06.067594,222.50.124.102,NULL,irs09.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.112.32.237,中国,江苏, 移动
2013-02-26 22:46:06.089559,222.50.124.62,NULL,www.kankan.com,网页类,NULL,0.000,100,0,2.81,2.95,2.70,0.06,0.05,0.19,0.00,0.04,61.235.96.93,中国,广东, 铁通
2013-02-26 22:46:08.472617,222.50.124.102,NULL,zhekouku.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:46:11.168137,222.50.124.22,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,5.78,6.05,5.65,0.06,0.07,0.27,0.00,0.06,112.90.140.193,中国,广东, 联通
2013-02-26 22:46:11.548857,222.50.124.70,NULL,digieq.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.232.240.148,中国,北京, 其它运营商
2013-02-26 22:46:19.473586,222.50.124.110,NULL,youku.com,广东铁通TOPn网站,NULL,0.000,100,0,37.74,45.06,37.15,1.14,0.68,7.83,0.01,1.33,211.151.146.209,中国,北京, 联通
2013-02-26 22:46:27.734065,222.50.124.50,NULL,soufun.com,广东铁通TOPn网站,NULL,0.000,100,0,70.65,72.17,70.27,0.32,0.32,1.70,0.00,0.36,202.108.253.57,中国,北京, 联通
2013-02-26 22:46:28.304400,222.50.124.26,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,37.01,37.35,36.74,0.10,0.09,0.34,0.00,0.07,211.98.132.67,中国,北京, 铁通
2013-02-26 22:46:32.689054,222.50.124.22,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,32.08,35.09,31.66,0.56,0.44,3.30,0.01,0.63,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:46:33.073784,222.50.124.70,NULL,youdao.com,广东铁通TOPn网站,NULL,7.000,100,7,72.18,73.31,68.41,0.90,0.93,4.47,0.06,0.89,61.135.218.27,中国,北京, 联通
2013-02-26 22:46:40.579391,222.50.124.70,NULL,pplive.com,广东铁通TOPn网站,NULL,0.000,100,0,32.23,34.50,31.76,0.53,0.46,2.51,0.00,0.52,59.151.34.25,中国,北京, 其它运营商
2013-02-26 22:46:42.690297,222.50.124.110,NULL,wps.cn,广东铁通TOPn网站,NULL,0.000,100,0,30.79,31.50,30.63,0.14,0.12,0.77,0.00,0.15,219.239.93.145,中国,北京, 移动
2013-02-26 22:46:47.096414,222.50.124.102,NULL,163.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.58.180.8,中国,浙江, 移动
2013-02-26 22:46:49.160574,222.50.124.50,NULL,www.taobao.com,网页类,NULL,0.000,100,0,31.52,31.61,31.39,0.03,0.04,0.16,0.00,0.03,122.72.3.241,中国,中国NDC, 铁通
2013-02-26 22:46:49.826980,222.50.124.26,NULL,twsapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.61,1.05,0.50,0.07,0.06,0.48,0.00,0.07,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:46:54.408185,222.50.124.2,NULL,qpic.cn,广东铁通TOPn网站,NULL,0.000,100,0,18.53,20.42,18.19,0.29,0.26,1.94,0.00,0.30,112.90.139.50,中国,广东, 联通
2013-02-26 22:47:00.729151,222.50.124.102,NULL,gexing.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.212,中国,浙江, 电信
2013-02-26 22:47:10.714985,222.50.124.50,NULL,kuaiwan.com,广东铁通TOPn网站,NULL,0.000,100,0,30.62,35.08,28.58,1.49,1.63,6.15,0.00,1.33,122.225.115.167,中国,浙江, 电信
2013-02-26 22:47:14.348069,222.50.124.98,NULL,www.020.com,网页类,NULL,60.000,100,60,3.81,4.62,3.62,0.18,0.16,0.89,0.00,0.19,120.31.61.171,中国,广东, 铁通
2013-02-26 22:47:15.840903,222.50.124.2,NULL,3g.cn,广东铁通TOPn网站,NULL,0.000,100,0,3.77,10.68,3.44,1.01,0.39,7.18,0.00,1.10,183.232.11.166,中国,广东, 移动
2013-02-26 22:47:16.225563,222.50.124.86,NULL,www.pconline.com.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210.21.118.120,中国,广东, 联通
2013-02-26 22:47:19.940690,123.65.232.142,NULL,www.readnovel.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.5.252.212,中国,河北, 联通
2013-02-26 22:47:25.470565,222.50.124.26,NULL,189qas.com,广东铁通TOPn网站,NULL,11.000,100,11,33.59,34.48,33.05,0.35,0.38,1.31,0.00,0.29,116.228.171.120,中国,上海, 电信
2013-02-26 22:47:26.469012,222.50.124.94,NULL,www.gzmama.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:47:27.874892,222.50.124.102,NULL,sdo.com,广东铁通TOPn网站,NULL,0.000,100,0,94.63,102.40,91.31,2.06,0.86,6.96,0.00,1.11,112.65.240.26,中国,上海, 联通
2013-02-26 22:47:29.361468,222.50.124.110,NULL,uvan.com,广东铁通TOPn网站,NULL,0.000,100,0,38.20,45.15,37.10,2.20,0.61,7.92,0.00,1.47,211.151.134.239,中国,北京, 联通
2013-02-26 22:47:32.142564,222.50.124.50,NULL,taobao.com,广东铁通TOPn网站,NULL,0.000,100,0,53.50,54.04,53.20,0.15,0.18,0.62,0.00,0.14,119.167.195.241,中国,山东, 联通
2013-02-26 22:47:37.579630,222.50.124.6,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,35.03,49.21,34.16,1.96,1.24,14.98,0.00,2.53,221.130.12.61,中国,江苏, 移动
2013-02-26 22:47:37.653546,222.50.124.78,NULL,www.skycn.com,下载类,NULL,6.000,100,6,72.97,79.14,68.61,2.63,1.81,7.81,0.01,1.91,125.39.78.230,中国,天津, 联通
2013-02-26 22:47:41.495855,222.50.124.106,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,42.74,43.65,42.56,0.17,0.18,0.97,0.00,0.18,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:47:47.088552,222.50.124.26,NULL,babytree.com,广东铁通TOPn网站,NULL,4.000,100,4,52.87,53.11,52.66,0.09,0.10,0.27,0.00,0.07,124.238.250.203,中国,河北, 电信
2013-02-26 22:47:59.019091,222.50.124.2,NULL,twsapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.64,0.80,0.56,0.04,0.06,0.21,0.00,0.04,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:47:59.177732,222.50.124.70,NULL,qplus.com,广东铁通TOPn网站,NULL,8.000,100,8,16.62,17.86,13.50,0.93,1.05,3.63,0.01,0.88,112.90.143.118,中国,广东, 联通
2013-02-26 22:48:06.406829,222.50.124.110,NULL,9160.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.236.185.6,中国,浙江, 电信
2013-02-26 22:48:06.416572,222.50.124.94,NULL,www.pconline.com.cn,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:48:06.682434,222.50.124.78,NULL,www.youku.com,网页类,NULL,0.000,100,0,28.39,28.70,28.13,0.14,0.11,0.54,0.00,0.12,122.72.120.241,中国,中国NDC, 铁通
2013-02-26 22:48:07.780514,222.50.124.50,NULL,pconline.com.cn,广东铁通TOPn网站,NULL,2.000,100,2,12.89,17.48,12.21,0.78,0.67,4.32,0.01,0.81,219.136.245.40,中国,广东, 电信
2013-02-26 22:48:08.616234,222.50.124.26,NULL,tieyou.com,广东铁通TOPn网站,NULL,8.000,100,8,32.02,32.58,31.81,0.12,0.12,0.62,0.00,0.11,114.80.202.113,中国,上海, 电信
2013-02-26 22:48:15.295367,222.50.124.50,NULL,qqopenapp.com,广东铁通TOPn网站,NULL,0.000,100,0,0.59,0.71,0.51,0.05,0.05,0.19,0.00,0.03,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:48:20.649640,222.50.124.14,NULL,www.cctv.com,网页类,NULL,0.000,100,0,37.33,37.74,37.02,0.18,0.21,0.66,0.00,0.15,122.70.142.160,中国,北京, 铁通
2013-02-26 22:48:22.645558,222.50.124.94,NULL,www.qzone.qq.com,网页类,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:48:28.207295,222.50.124.74,NULL,www.cctv.com,网页类,NULL,0.000,100,0,31.92,32.46,31.65,0.17,0.19,0.59,0.00,0.14,122.70.142.160,中国,北京, 铁通
2013-02-26 22:48:29.730521,222.50.124.110,NULL,snyu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.215.169.133,中国,江苏, 电信
2013-02-26 22:48:30.257993,222.50.124.26,NULL,1360.cn,广东铁通TOPn网站,NULL,3.000,100,3,29.84,30.39,29.52,0.19,0.22,0.66,0.00,0.15,58.68.151.179,中国,北京, 移动
2013-02-26 22:48:36.367359,222.50.124.90,NULL,dopool.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.170.192.35,中国,湖南, 电信
2013-02-26 22:48:37.763000,222.50.124.26,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.60,1.32,0.51,0.08,0.06,0.78,0.00,0.10,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:48:39.135383,123.89.176.38,NULL,www.icbc.com.cn,网页类,NULL,0.000,100,0,59.51,60.33,59.26,0.21,0.20,0.89,0.00,0.19,125.39.39.42,中国,天津, 联通
2013-02-26 22:48:42.461557,222.50.124.6,NULL,www.poco.cn,网页类,NULL,0.000,100,0,127.75,128.77,127.40,0.23,0.21,0.95,0.00,0.22,221.192.149.73,中国,河北, 联通
2013-02-26 22:48:49.772245,222.50.124.102,NULL,tianya.cn,广东铁通TOPn网站,NULL,0.000,100,0,48.06,48.41,47.89,0.10,0.10,0.39,0.00,0.08,221.11.172.222,中国,海南, 联通
2013-02-26 22:48:49.977102,222.50.124.102,NULL,pptv.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.147.174.102,中国,广东, 电信
2013-02-26 22:48:50.752278,222.50.124.50,NULL,yoyi.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.213.196.90,中国,北京, 其它运营商
2013-02-26 22:48:58.357433,222.50.124.54,NULL,www.hexun.com,网页类,NULL,0.000,100,0,37.76,38.85,37.51,0.27,0.24,1.24,0.00,0.33,219.239.236.198,中国,北京, 电信
2013-02-26 22:49:02.360045,222.50.124.110,NULL,letv.com,广东铁通TOPn网站,NULL,0.000,100,0,36.03,38.20,35.55,0.55,0.47,2.44,0.01,0.59,220.181.117.38,中国,北京, 电信
2013-02-26 22:49:03.746100,222.50.124.70,NULL,sdo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.132.136,中国,上海, 电信
2013-02-26 22:49:03.899459,222.50.124.14,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.63,0.73,0.53,0.04,0.05,0.15,0.00,0.04,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:49:08.776055,222.50.124.50,NULL,sinajs.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:49:13.329509,222.50.124.26,NULL,weather.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.4.185.35,中国,NULL, 其它运营商
2013-02-26 22:49:17.015883,222.50.124.90,NULL,ppweb.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,33.19,35.32,32.72,0.46,0.41,1.49,0.00,0.40,122.11.35.98,中国,北京, 移动
2013-02-26 22:49:17.320860,222.50.124.90,NULL,weather.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.4.185.35,中国,NULL, 其它运营商
2013-02-26 22:49:21.134503,222.50.124.26,NULL,www.taobao.com,网页类,NULL,0.000,100,0,36.90,36.99,36.83,0.03,0.03,0.12,0.00,0.03,122.72.3.251,中国,中国NDC, 铁通
2013-02-26 22:49:25.262183,222.50.124.70,NULL,weibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-26 22:49:25.429229,222.50.124.2,NULL,qihoo.com,广东铁通TOPn网站,NULL,0.000,100,0,50.73,51.04,50.61,0.07,0.07,0.35,0.00,0.06,61.55.181.124,中国,河北, 联通
2013-02-26 22:49:30.739842,222.50.124.102,NULL,www.gzmama.com,网页类,NULL,0.000,100,0,10.31,11.80,10.06,0.28,0.24,1.57,0.01,0.33,58.248.62.30,中国,广东, 联通
2013-02-26 22:49:32.873164,222.50.124.70,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,5.20,8.52,4.33,0.74,0.84,2.58,0.01,0.62,120.196.210.104,中国,广东, 移动
2013-02-26 22:49:39.710678,222.50.124.110,NULL,bet007.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.143.225.118,中国,广东, 电信
2013-02-26 22:49:41.428390,222.50.124.50,NULL,weibo.com,广东铁通TOPn网站,NULL,0.000,100,0,47.62,49.40,46.99,0.51,0.54,2.13,0.00,0.53,180.149.134.17,中国,北京, 电信
2013-02-26 22:49:42.753243,222.50.124.26,NULL,acs86.com,广东铁通TOPn网站,NULL,0.000,100,0,67.67,68.17,67.44,0.17,0.18,0.63,0.00,0.14,117.79.81.134,中国,北京, 其它运营商
2013-02-26 22:49:43.391048,222.50.124.70,NULL,gtimg.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:49:44.260702,222.50.124.102,NULL,222.50.124.70,NULL,NULL,0.000,100,0,0.65,1.10,0.26,0.06,0.02,0.45,0.00,0.08,222.50.124.70,中国,广东, 铁通
2013-02-26 22:49:47.059314,222.50.124.2,NULL,uvan.com,广东铁通TOPn网站,NULL,0.000,100,0,29.88,36.30,29.49,0.76,0.45,6.32,0.00,0.97,211.151.134.239,中国,北京, 联通
2013-02-26 22:49:57.984471,222.50.124.90,NULL,meitu.com,广东铁通TOPn网站,NULL,0.000,100,0,59.82,65.78,58.99,1.22,0.98,6.37,0.00,1.53,42.62.18.34,中国,NULL, 其它运营商
2013-02-26 22:50:02.841337,222.50.124.114,NULL,www.icbc.com.cn,网页类,NULL,9.000,100,9,58.92,62.02,58.14,0.55,0.50,3.29,0.01,0.62,113.31.42.29,中国,北京, 其它运营商
2013-02-26 22:50:04.169938,222.50.124.34,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,7.03,7.23,6.88,0.06,0.07,0.21,0.00,0.05,112.90.140.193,中国,广东, 联通
2013-02-26 22:50:08.784377,222.50.124.22,NULL,www.taobao.com,网页类,NULL,0.000,100,0,36.92,37.02,36.85,0.04,0.04,0.12,0.00,0.03,122.72.3.251,中国,中国NDC, 铁通
2013-02-26 22:50:11.698496,222.50.124.98,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,6.33,9.64,4.45,0.93,0.86,2.91,0.01,0.63,120.196.210.104,中国,广东, 移动
2013-02-26 22:50:15.938898,222.50.124.82,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,5.28,5.91,5.16,0.12,0.10,0.65,0.00,0.14,112.90.140.193,中国,广东, 联通
2013-02-26 22:50:16.957534,222.50.124.50,NULL,allyes.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.246.18.251,中国,上海, 电信
2013-02-26 22:50:24.371311,222.50.124.50,NULL,gexing.com,广东铁通TOPn网站,NULL,0.000,100,0,31.71,34.11,31.36,0.46,0.38,2.49,0.00,0.51,122.225.115.203,中国,浙江, 电信
2013-02-26 22:50:25.826708,222.50.124.38,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,32.48,32.69,32.38,0.06,0.06,0.27,0.00,0.06,120.193.11.195,中国,浙江, 移动
2013-02-26 22:50:26.268750,222.50.124.110,NULL,pc120.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.112.68.164,中国,江苏, 移动
2013-02-26 22:50:35.479387,123.89.176.30,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,28.43,28.66,28.19,0.16,0.20,0.42,0.00,0.13,120.193.11.194,中国,浙江, 移动
2013-02-26 22:50:37.556938,222.50.124.74,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,37.10,37.62,36.99,0.10,0.09,0.58,0.00,0.10,211.98.132.65,中国,北京, 铁通
2013-02-26 22:50:38.925228,222.50.124.90,NULL,kandian.com,广东铁通TOPn网站,NULL,0.000,100,0,56.43,57.19,55.83,0.27,0.32,1.05,0.00,0.20,123.126.53.254,中国,北京, 联通
2013-02-26 22:50:39.330127,222.50.124.102,NULL,3393.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.10.173.39,中国,广东, 电信
2013-02-26 22:50:41.535115,222.50.124.102,NULL,qhimg.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:50:44.217176,222.50.124.2,NULL,paipai.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.147.15.49,中国,广东, 其它运营商
2013-02-26 22:50:46.019854,222.50.124.50,NULL,funshion.com,广东铁通TOPn网站,NULL,0.000,100,0,21.12,23.34,19.32,0.92,1.06,2.96,0.00,0.70,116.252.181.190,中国,广西, 电信
2013-02-26 22:50:47.369415,222.50.124.30,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,32.76,33.25,32.51,0.15,0.16,0.70,0.00,0.14,120.193.11.195,中国,浙江, 移动
2013-02-26 22:50:58.990871,222.50.124.78,NULL,www.hexun.com,网页类,NULL,0.000,100,0,32.33,37.07,32.11,0.52,0.27,4.89,0.00,0.71,219.239.236.198,中国,北京, 电信
2013-02-26 22:51:05.858057,222.50.124.2,NULL,qiyou.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.248.34.220,美国,NULL, 其它运营商
2013-02-26 22:51:07.555268,222.50.124.54,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,5.00,6.56,4.14,0.71,0.74,2.39,0.01,0.63,120.196.210.104,中国,广东, 移动
2013-02-26 22:51:12.829846,222.50.124.110,NULL,allyes.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.246.18.251,中国,上海, 电信
2013-02-26 22:51:19.889897,222.50.124.102,NULL,222.50.124.42,NULL,NULL,0.000,100,0,0.64,2.59,0.26,0.20,0.06,2.33,0.00,0.30,222.50.124.42,中国,广东, 铁通
2013-02-26 22:51:20.194785,222.50.124.90,NULL,dxsvr.com,广东铁通TOPn网站,NULL,2.000,100,2,66.79,67.27,66.33,0.21,0.24,0.72,0.01,0.19,119.161.213.143,中国,北京, 其它运营商
2013-02-26 22:51:22.994134,222.50.124.26,NULL,100bt.com,广东铁通TOPn网站,NULL,4.000,100,4,10.35,10.60,10.19,0.07,0.09,0.25,0.00,0.06,113.105.158.142,中国,广东, 电信
2013-02-26 22:51:27.476867,222.50.124.2,NULL,chinagames.net,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.60.26.199,中国,广东, 电信
2013-02-26 22:51:30.599079,222.50.124.30,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,6.31,7.03,6.16,0.09,0.08,0.68,0.00,0.10,112.90.140.193,中国,广东, 联通
2013-02-26 22:51:34.412784,222.50.124.70,NULL,51.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.130.108.152,中国,浙江, 电信
2013-02-26 22:51:35.181889,222.50.124.2,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,56.55,60.41,54.67,1.42,1.53,5.04,0.02,1.33,183.203.15.209,中国,山西, 移动
2013-02-26 22:51:35.967477,222.50.124.110,NULL,yngxxx.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.107.108.37,中国,广东, 电信
2013-02-26 22:51:43.006413,222.50.124.50,NULL,360safe.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.238.254.53,中国,河北, 电信
2013-02-26 22:51:45.372311,123.65.232.142,NULL,www.cctv.com,网页类,NULL,0.000,100,0,32.01,32.30,31.74,0.16,0.20,0.50,0.00,0.13,122.70.142.160,中国,北京, 铁通
2013-02-26 22:51:47.632589,222.50.124.90,NULL,kuwo.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.238.18.58,中国,天津, 电信
2013-02-26 22:51:50.512925,222.50.124.58,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,29.49,29.87,29.35,0.09,0.10,0.44,0.00,0.09,211.98.132.64,中国,北京, 铁通
2013-02-26 22:51:52.133654,222.50.124.26,NULL,pplive.com,广东铁通TOPn网站,NULL,0.000,100,0,33.21,34.70,32.98,0.21,0.17,1.51,0.00,0.24,59.151.34.25,中国,北京, 其它运营商
2013-02-26 22:51:56.038720,222.50.124.78,NULL,www.huanqiu.com,网页类,NULL,5.000,100,5,55.02,56.58,50.55,1.26,1.25,5.25,0.00,1.18,113.31.42.20,中国,北京, 其它运营商
2013-02-26 22:52:00.956975,222.50.124.90,NULL,ip138.com,广东铁通TOPn网站,NULL,0.000,100,0,37.25,37.53,36.94,0.16,0.18,0.53,0.01,0.12,122.70.142.161,中国,北京, 铁通
2013-02-26 22:52:01.162314,222.50.124.102,NULL,taobao.com,广东铁通TOPn网站,NULL,23.000,100,23,46.40,46.84,43.48,0.45,0.29,3.17,0.00,0.56,119.167.195.241,中国,山东, 联通
2013-02-26 22:52:03.553613,222.50.124.74,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.66,0.92,0.57,0.06,0.06,0.28,0.00,0.05,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:52:07.214663,222.50.124.2,NULL,zhekouku.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:52:08.773243,222.50.124.114,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,31.85,32.65,31.65,0.18,0.17,0.93,0.01,0.20,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:52:10.653957,222.50.124.2,NULL,weibo.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-26 22:52:12.052893,222.50.124.54,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.63,2.21,0.55,0.16,0.08,1.64,0.00,0.22,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:52:17.187418,222.50.124.102,NULL,baidu-1img.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:52:25.083465,222.50.124.82,NULL,www.taobao.com,网页类,NULL,0.000,100,0,39.43,40.26,39.31,0.12,0.10,0.85,0.00,0.15,122.72.14.251,中国,中国NDC, 铁通
2013-02-26 22:52:27.783430,222.50.124.26,NULL,miercn.com,广东铁通TOPn网站,NULL,9.000,100,9,29.83,32.20,29.32,0.53,0.42,2.50,0.00,0.53,59.57.13.200,中国,福建, 电信
2013-02-26 22:52:28.593540,222.50.124.90,NULL,irs01.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.169.20.76,中国,上海, 电信
2013-02-26 22:52:31.807476,222.50.124.110,NULL,qihoo.com,广东铁通TOPn网站,NULL,0.000,100,0,38.49,39.38,38.34,0.13,0.12,0.96,0.00,0.15,61.55.181.124,中国,河北, 联通
2013-02-26 22:52:33.699148,222.50.124.66,NULL,www.tudou.com,网页类,NULL,0.000,100,0,46.82,47.03,46.67,0.07,0.08,0.31,0.00,0.06,123.126.98.149,中国,北京, 联通
2013-02-26 22:52:35.388417,222.50.124.26,NULL,www.163.com,网页类,NULL,0.000,100,0,42.47,43.13,41.96,0.28,0.28,0.98,0.00,0.23,223.87.1.59,中国,四川, 移动
2013-02-26 22:52:41.916162,222.50.124.90,NULL,5599.com,广东铁通TOPn网站,NULL,0.000,100,0,53.74,54.62,53.53,0.15,0.14,0.91,0.00,0.16,115.182.2.63,中国,北京, 移动
