结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,丢包,发包数,丢包数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,结果 IP 地址,结果国家名称,结果省名称,结果归属地
2013-02-26 22:00:01.454187,222.50.124.86,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,6.40,8.86,4.65,0.92,1.15,3.51,0.01,0.82,120.196.210.104,中国,广东, 移动
2013-02-26 22:00:02.440880,222.50.124.26,NULL,4399.com,广东铁通TOPn网站,NULL,0.000,100,0,38.83,39.66,38.66,0.12,0.11,0.95,0.00,0.15,115.182.52.231,中国,北京, 移动
2013-02-26 22:00:06.756515,222.50.124.2,NULL,yihaodian.com,广东铁通TOPn网站,NULL,0.000,100,0,30.43,31.74,30.02,0.32,0.28,1.14,0.00,0.26,222.73.105.82,中国,上海, 电信
2013-02-26 22:00:07.165539,222.50.124.90,NULL,xunlei.com,广东铁通TOPn网站,NULL,0.000,100,0,11.92,12.62,11.48,0.22,0.27,0.91,0.00,0.21,58.251.57.167,中国,广东, 其它运营商
2013-02-26 22:00:10.194009,222.50.124.50,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,42.52,43.41,42.29,0.20,0.19,0.94,0.00,0.21,211.98.132.67,中国,北京, 铁通
2013-02-26 22:00:23.087281,222.50.124.78,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.69,2.50,0.58,0.19,0.09,1.89,0.00,0.25,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:00:23.122041,222.50.124.114,NULL,www.mail.qq.com,网页类,NULL,3.000,100,3,5.08,10.72,4.32,0.78,0.74,6.23,0.01,0.88,120.196.210.104,中国,广东, 移动
2013-02-26 22:00:28.607559,222.50.124.2,NULL,youdao.com,广东铁通TOPn网站,NULL,0.000,100,0,138.76,158.46,137.69,2.02,0.75,19.06,0.00,2.61,61.135.218.27,中国,北京, 联通
2013-02-26 22:00:34.778550,222.50.124.90,NULL,people.com.cn,广东铁通TOPn网站,NULL,2.000,100,2,43.66,50.92,42.79,1.09,0.72,7.85,0.00,1.42,123.235.32.74,中国,山东, 联通
2013-02-26 22:00:36.989024,222.50.124.90,NULL,126.net,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:00:37.867421,222.50.124.30,NULL,www.weibo.com,网页类,NULL,3.000,100,3,44.36,46.08,44.05,0.23,0.21,1.71,0.00,0.25,180.149.134.17,中国,北京, 电信
2013-02-26 22:00:45.565310,222.50.124.50,NULL,kaixin001.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.131.222.21,中国,北京, 其它运营商
2013-02-26 22:00:46.450654,123.89.176.30,NULL,www.readnovel.com,网页类,NULL,1.000,100,1,137.01,137.90,136.05,0.33,0.38,1.28,0.00,0.28,218.60.54.29,中国,辽宁, 联通
2013-02-26 22:00:48.312926,222.50.124.102,NULL,37wan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.129.216.157,中国,广东, 电信
2013-02-26 22:00:50.618052,222.50.124.90,NULL,gtimg.com.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:00:53.181100,222.50.124.50,NULL,100bt.com,广东铁通TOPn网站,NULL,0.000,100,0,5.20,11.73,4.34,1.51,0.99,7.23,0.02,1.63,113.105.158.142,中国,广东, 电信
2013-02-26 22:00:56.184105,222.50.124.26,NULL,googleadsserving.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:00:58.519079,222.50.124.82,NULL,www.gzmama.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.248.62.30,中国,广东, 联通
2013-02-26 22:00:59.496181,222.50.124.26,NULL,soso.com,广东铁通TOPn网站,NULL,7.000,100,7,13.40,13.71,13.26,0.09,0.10,0.37,0.00,0.08,119.147.74.117,中国,广东, 电信
2013-02-26 22:01:04.025052,222.50.124.10,NULL,www.qzone.qq.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.90.143.191,中国,广东, 联通
2013-02-26 22:01:09.684219,222.50.124.110,NULL,ifeng.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.125.72.60,中国,北京, 联通
2013-02-26 22:01:11.639155,222.50.124.14,NULL,www.hl.cnc.cn,网页类,NULL,0.000,100,0,72.81,73.54,72.64,0.15,0.12,0.76,0.00,0.17,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:01:20.060012,222.50.124.82,NULL,www.pconline.com.cn,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210.21.118.120,中国,广东, 联通
2013-02-26 22:01:27.571866,222.50.124.70,NULL,vipshop.com,广东铁通TOPn网站,NULL,0.000,100,0,27.83,28.36,27.67,0.14,0.14,0.67,0.00,0.15,180.186.22.30,中国,北京, 移动
2013-02-26 22:01:28.730528,222.50.124.62,NULL,www.mail.qq.com,网页类,NULL,3.000,100,3,6.61,8.29,4.88,0.87,0.82,3.10,0.01,0.68,120.196.210.104,中国,广东, 移动
2013-02-26 22:01:28.841869,222.50.124.46,NULL,www.skycn.com,下载类,NULL,0.000,100,0,64.93,65.73,64.49,0.28,0.28,1.21,0.01,0.25,125.39.78.230,中国,天津, 联通
2013-02-26 22:01:29.261565,222.50.124.90,NULL,imshell.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.12.172.101,中国,广东, 电信
2013-02-26 22:01:33.096027,222.50.124.110,NULL,53kf.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.227.58.188,中国,浙江, 电信
2013-02-26 22:01:33.164923,222.50.124.2,NULL,kugou.com,广东铁通TOPn网站,NULL,0.000,100,0,12.56,12.84,12.44,0.08,0.08,0.33,0.00,0.07,113.106.27.252,中国,广东, 电信
2013-02-26 22:01:36.235028,222.50.124.50,NULL,liebao.cn,广东铁通TOPn网站,NULL,0.000,100,0,63.84,65.04,63.35,0.30,0.30,1.16,0.00,0.25,114.112.68.197,中国,江苏, 移动
2013-02-26 22:01:42.305471,123.89.176.30,NULL,www.qzone.qq.com,网页类,NULL,0.000,100,0,4.62,4.75,4.49,0.05,0.06,0.20,0.00,0.04,112.90.140.193,中国,广东, 联通
2013-02-26 22:01:42.982442,222.50.124.102,NULL,ss3w.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205.178.189.129,美国,NULL, 其它运营商
2013-02-26 22:01:50.485708,222.50.124.42,NULL,www.readnovel.com,网页类,NULL,0.000,100,0,55.65,56.61,55.36,0.22,0.21,1.14,0.00,0.22,221.204.241.230,中国,山西, 联通
2013-02-26 22:01:54.811962,222.50.124.22,NULL,www.icbc.com.cn,网页类,NULL,0.000,100,0,49.25,51.00,48.76,0.41,0.33,1.98,0.00,0.34,125.39.39.42,中国,天津, 联通
2013-02-26 22:01:56.718603,222.50.124.102,NULL,222.50.124.94,NULL,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.50.124.94,中国,广东, 铁通
2013-02-26 22:01:57.674796,222.50.124.130,NULL,www.taobao.com,网页类,NULL,0.000,100,0,25.77,25.83,25.71,0.03,0.03,0.11,0.00,0.02,122.72.35.251,中国,中国NDC, 铁通
2013-02-26 22:01:59.223226,222.50.124.90,NULL,37cs.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:02:03.216741,222.50.124.70,NULL,qiyi.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.181.73.6,中国,北京, 电信
2013-02-26 22:02:10.236083,222.50.124.90,NULL,126.com,广东铁通TOPn网站,NULL,1.000,100,1,49.25,49.85,48.61,0.26,0.25,1.05,0.00,0.20,123.125.50.22,中国,北京, 联通
2013-02-26 22:02:12.010373,222.50.124.34,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,6.65,10.74,4.87,0.92,1.18,4.54,0.01,0.83,120.196.210.104,中国,广东, 移动
2013-02-26 22:02:19.550992,123.89.176.38,NULL,www.poco.cn,网页类,NULL,3.000,100,3,129.10,130.77,128.53,0.49,0.42,2.16,0.00,0.43,221.192.148.124,中国,河北, 联通
2013-02-26 22:02:23.649542,222.50.124.106,NULL,www.pconline.com.cn,网页类,NULL,0.000,100,0,35.10,131.75,8.65,43.44,23.59,122.42,0.02,35.36,210.21.118.120,中国,广东, 联通
2013-02-26 22:02:24.640627,222.50.124.70,NULL,kaixin001.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.131.222.21,中国,北京, 其它运营商
2013-02-26 22:02:26.355040,222.50.124.102,NULL,adscellphone.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:02:28.975864,222.50.124.110,NULL,kugou.com,广东铁通TOPn网站,NULL,0.000,100,0,12.34,13.00,12.13,0.14,0.13,0.74,0.00,0.16,113.106.27.244,中国,广东, 电信
2013-02-26 22:02:29.802905,222.50.124.50,NULL,qhimg.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:02:30.363755,222.50.124.2,NULL,ifeng.com,广东铁通TOPn网站,NULL,3.000,100,3,53.15,53.82,52.72,0.24,0.27,0.98,0.00,0.21,123.125.72.60,中国,北京, 联通
2013-02-26 22:02:32.250626,110.209.253.254,NULL,www.hexun.com,网页类,NULL,0.000,100,0,29.78,33.88,29.61,0.43,0.20,4.19,0.00,0.58,219.239.236.199,中国,北京, 电信
2013-02-26 22:02:33.215882,222.50.124.62,NULL,www.gzmama.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.248.62.22,中国,广东, 联通
2013-02-26 22:02:33.615268,222.50.124.26,NULL,tianya.cn,广东铁通TOPn网站,NULL,0.000,100,0,59.88,60.72,59.54,0.22,0.24,1.14,0.01,0.22,221.11.172.222,中国,海南, 联通
2013-02-26 22:02:52.003563,222.50.124.2,NULL,dopool.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.170.192.35,中国,湖南, 电信
2013-02-26 22:03:04.599679,222.50.124.98,NULL,www.cctv.com,网页类,NULL,0.000,100,0,37.35,37.86,37.04,0.16,0.19,0.62,0.01,0.14,122.70.142.160,中国,北京, 铁通
2013-02-26 22:03:04.904831,222.50.124.102,NULL,v-56.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.32.180.16,中国,广东, 电信
2013-02-26 22:03:06.111400,222.50.124.110,NULL,kaixin001.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.131.222.21,中国,北京, 其它运营商
2013-02-26 22:03:07.210600,222.50.124.102,NULL,sinajs.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:03:07.686026,222.50.124.70,NULL,miercn.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.25.129.71,中国,福建, 电信
2013-02-26 22:03:09.065036,222.50.124.34,NULL,www.weibo.com,网页类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.149.134.17,中国,北京, 电信
2013-02-26 22:03:13.515582,222.50.124.2,NULL,SERVICE.TOOLS.SDO.COM,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.226.73.176,中国,浙江, 电信
2013-02-26 22:03:15.303443,222.50.124.74,NULL,www.taobao.com,网页类,NULL,0.000,100,0,25.77,25.83,25.71,0.03,0.03,0.10,0.00,0.02,122.72.35.251,中国,中国NDC, 铁通
2013-02-26 22:03:15.430080,123.89.176.30,NULL,www.hl.cnc.cn,网页类,NULL,0.000,100,0,71.03,71.77,70.82,0.14,0.12,0.82,0.00,0.14,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:03:16.394786,222.50.124.50,NULL,www.huanqiu.com,网页类,NULL,1.000,100,1,74.25,74.76,73.78,0.20,0.23,0.75,0.00,0.17,113.31.42.20,中国,北京, 其它运营商
2013-02-26 22:03:21.236467,222.50.124.14,NULL,www.163.com,网页类,NULL,0.000,100,0,48.18,56.61,42.96,2.78,2.08,9.62,0.01,2.17,223.87.1.59,中国,四川, 移动
2013-02-26 22:03:23.814466,222.50.124.50,NULL,readnovel.com,广东铁通TOPn网站,NULL,0.000,100,0,30.14,30.72,30.02,0.07,0.05,0.62,0.00,0.09,118.244.198.2,中国,吉林, 铁通
2013-02-26 22:03:30.794480,222.50.124.26,NULL,iqiyi.com,广东铁通TOPn网站,NULL,14.000,100,14,43.53,44.11,43.31,0.13,0.15,0.70,0.00,0.12,220.181.73.6,中国,北京, 电信
2013-02-26 22:03:31.943398,222.50.124.90,NULL,baidu.com,广东铁通TOPn网站,NULL,0.000,100,0,56.26,56.92,55.70,0.24,0.29,0.98,0.00,0.24,123.125.114.144,中国,北京, 其它运营商
2013-02-26 22:03:36.826385,222.50.124.78,NULL,www.icbc.com.cn,网页类,NULL,0.000,100,0,62.67,67.24,62.37,0.53,0.31,4.62,0.00,0.67,125.39.39.42,中国,天津, 联通
2013-02-26 22:03:38.399495,222.50.124.26,NULL,youdao.com,广东铁通TOPn网站,NULL,0.000,100,0,62.53,102.47,61.81,4.02,1.05,40.54,0.00,5.63,61.135.218.29,中国,北京, 联通
2013-02-26 22:03:45.658395,222.50.124.90,NULL,flashget.com,广东铁通TOPn网站,NULL,0.000,100,0,59.04,59.74,58.49,0.26,0.29,0.95,0.00,0.23,221.123.176.106,中国,北京, 其它运营商
2013-02-26 22:03:52.767843,222.50.124.110,NULL,hao123.com,广东铁通TOPn网站,NULL,12.000,100,12,41.31,41.62,41.12,0.10,0.11,0.41,0.00,0.09,180.149.131.31,中国,北京, 电信
2013-02-26 22:03:56.772436,222.50.124.2,NULL,hexun.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.173.14.2,中国,湖北, 电信
2013-02-26 22:03:58.350418,222.50.124.74,NULL,www.hl.cnc.cn,网页类,NULL,0.000,100,0,65.08,65.99,64.92,0.16,0.12,1.01,0.00,0.17,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:03:59.171129,222.50.124.102,NULL,222.50.124.98,NULL,NULL,0.000,100,0,0.65,0.76,0.61,0.01,0.01,0.12,0.00,0.02,222.50.124.98,中国,广东, 铁通
2013-02-26 22:03:59.453720,222.50.124.50,NULL,qidian.com,广东铁通TOPn网站,NULL,1.000,100,1,71.99,94.27,60.47,10.42,0.86,8.68,0.01,1.44,202.102.58.214,中国,江苏, 电信
2013-02-26 22:03:59.933260,222.50.124.42,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,37.74,54.68,29.56,7.77,2.17,8.27,0.04,1.81,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:04:02.072473,123.89.176.38,NULL,www.cctv.com,网页类,NULL,0.000,100,0,48.63,54.30,41.33,2.78,1.73,6.59,0.01,1.75,223.87.1.58,中国,四川, 移动
2013-02-26 22:04:04.285476,222.50.124.2,NULL,56.com,广东铁通TOPn网站,NULL,0.000,100,0,2.75,4.13,2.43,0.30,0.27,1.67,0.01,0.26,112.90.57.7,中国,广东, 联通
2013-02-26 22:04:06.964694,222.50.124.50,NULL,duowan.com,广东铁通TOPn网站,NULL,0.000,100,0,87.25,104.06,77.57,7.57,2.46,11.85,0.01,2.36,120.132.133.62,中国,北京, 其它运营商
2013-02-26 22:04:12.993104,222.50.124.98,NULL,www.skycn.com,下载类,NULL,0.000,100,0,57.92,58.27,57.61,0.13,0.15,0.37,0.00,0.10,125.39.78.230,中国,天津, 联通
2013-02-26 22:04:21.457921,222.50.124.46,NULL,www.taobao.com,网页类,NULL,0.000,100,0,37.22,37.97,37.10,0.13,0.12,0.82,0.00,0.15,122.72.14.251,中国,中国NDC, 铁通
2013-02-26 22:04:25.203065,222.50.124.110,NULL,7k7k.com,广东铁通TOPn网站,NULL,0.000,100,0,34.72,35.83,34.52,0.16,0.15,1.24,0.00,0.18,115.182.59.33,中国,北京, 移动
2013-02-26 22:04:26.018626,222.50.124.6,NULL,www.skycn.com,下载类,NULL,0.000,100,0,75.29,76.09,74.92,0.18,0.19,0.81,0.01,0.17,125.39.78.230,中国,天津, 联通
2013-02-26 22:04:26.506046,222.50.124.90,NULL,3g.cn,广东铁通TOPn网站,NULL,0.000,100,0,3.70,3.95,3.60,0.06,0.07,0.32,0.00,0.07,183.232.11.166,中国,广东, 移动
2013-02-26 22:04:28.391062,222.50.124.50,NULL,3366.com,广东铁通TOPn网站,NULL,0.000,100,0,5.16,6.19,4.47,0.42,0.45,1.42,0.00,0.35,120.198.189.102,中国,广东, 移动
2013-02-26 22:04:33.979225,222.50.124.70,NULL,www.pconline.com.cn,网页类,NULL,9.000,100,9,45.60,181.56,10.30,50.35,29.32,167.26,0.01,42.48,210.21.118.120,中国,广东, 联通
2013-02-26 22:04:50.031514,222.50.124.50,NULL,mediav.com,广东铁通TOPn网站,NULL,0.000,100,0,113.09,470.16,56.26,68.74,21.89,349.55,0.05,52.22,114.80.69.185,中国,上海, 电信
2013-02-26 22:04:54.149694,222.50.124.102,NULL,3322.org,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.160.239.28,中国,江苏, 电信
2013-02-26 22:04:55.408231,222.50.124.70,NULL,mop.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211.100.39.136,中国,北京, 电信
2013-02-26 22:04:57.087577,222.50.124.34,NULL,www.skycn.com,下载类,NULL,1.000,100,1,68.42,72.48,68.03,0.46,0.29,4.17,0.00,0.58,125.39.78.230,中国,天津, 联通
2013-02-26 22:05:01.444208,222.50.124.2,NULL,duba.net,广东铁通TOPn网站,NULL,1.000,100,1,61.30,61.88,60.99,0.21,0.23,0.79,0.01,0.18,114.112.68.197,中国,江苏, 移动
2013-02-26 22:05:02.642403,222.50.124.110,NULL,autohome.com.cn,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219.148.35.250,中国,河北, 电信
2013-02-26 22:05:04.719442,222.50.124.26,NULL,baofeng.com,广东铁通TOPn网站,NULL,0.000,100,0,47.74,52.55,45.55,1.80,1.14,5.54,0.00,1.07,221.238.27.169,中国,天津, 电信
2013-02-26 22:05:07.560610,222.50.124.102,NULL,qplus.com,广东铁通TOPn网站,NULL,0.000,100,0,11.94,34.91,11.52,2.31,0.63,23.35,0.00,3.22,112.95.243.220,中国,广东, 联通
2013-02-26 22:05:07.866195,222.50.124.90,NULL,360safe.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.238.254.53,中国,河北, 电信
2013-02-26 22:05:09.167038,222.50.124.2,NULL,10086.cn,广东铁通TOPn网站,NULL,0.000,100,0,42.36,46.03,39.58,1.96,2.27,6.14,0.01,1.70,218.206.191.72,中国,北京, 移动
2013-02-26 22:05:11.482312,222.50.124.58,NULL,www.onlinedown.net,下载类,NULL,0.000,100,0,35.38,39.16,34.13,0.99,1.04,4.89,0.00,0.98,221.130.12.61,中国,江苏, 移动
2013-02-26 22:05:16.935092,222.50.124.70,NULL,cehuan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.12.107.186,中国,广东, 电信
2013-02-26 22:05:19.704052,222.50.124.2,NULL,guosen.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:05:25.759004,123.65.232.142,NULL,www.skycn.com,下载类,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125.39.78.230,中国,天津, 联通
2013-02-26 22:05:35.176758,222.50.124.110,NULL,www.hl.cnc.cn,网页类,NULL,0.000,100,0,68.86,69.73,68.63,0.19,0.15,0.96,0.00,0.21,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:05:35.200361,222.50.124.90,NULL,51.la,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.21.226.199,中国,江西, 电信
2013-02-26 22:05:38.566050,222.50.124.74,NULL,www.163.com,网页类,NULL,1.000,100,1,47.81,56.66,42.66,4.29,3.76,12.57,0.00,3.82,223.87.1.59,中国,四川, 移动
2013-02-26 22:05:40.260961,222.50.124.42,NULL,www.hl.cnc.cn,网页类,NULL,1.000,100,1,142.79,143.71,141.93,0.28,0.28,1.21,0.00,0.27,221.212.213.106,中国,黑龙江, 联通
2013-02-26 22:05:45.979016,222.50.124.86,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,33.38,51.20,30.40,4.50,1.35,5.25,0.00,1.33,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:05:47.024335,222.50.124.54,NULL,www.huanqiu.com,网页类,NULL,1.000,100,1,54.36,55.88,54.02,0.22,0.20,1.68,0.00,0.24,125.39.187.20,中国,天津, 联通
2013-02-26 22:05:48.515114,222.50.124.90,NULL,sina.com.cn,广东铁通TOPn网站,NULL,0.000,100,0,47.91,48.67,47.45,0.23,0.27,0.79,0.01,0.19,202.108.33.60,中国,北京, 其它运营商
2013-02-26 22:05:48.822291,222.50.124.102,NULL,sohu.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.135.181.176,中国,北京, 联通
2013-02-26 22:05:52.322007,222.50.124.14,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,52.45,54.37,50.28,1.53,1.63,3.80,0.03,1.34,183.203.15.209,中国,山西, 移动
2013-02-26 22:06:01.977878,222.50.124.26,NULL,aipai.com,广东铁通TOPn网站,NULL,12.000,100,12,14.67,15.18,14.45,0.14,0.16,0.64,0.00,0.13,121.10.241.70,中国,广东, 电信
2013-02-26 22:06:02.143084,222.50.124.102,NULL,pplive.com,广东铁通TOPn网站,NULL,0.000,100,0,37.54,57.04,30.52,5.62,1.92,5.92,0.03,1.39,59.151.34.25,中国,北京, 其它运营商
2013-02-26 22:06:07.507863,222.50.124.70,NULL,www.cctv.com,网页类,NULL,0.000,100,0,44.52,48.81,42.19,1.79,1.31,4.16,0.01,1.07,223.87.1.59,中国,四川, 移动
2013-02-26 22:06:08.553910,222.50.124.62,NULL,www.huanqiu.com,网页类,NULL,1.000,100,1,51.84,52.54,51.54,0.16,0.18,0.85,0.00,0.16,125.39.187.20,中国,天津, 联通
2013-02-26 22:06:09.389748,222.50.124.42,NULL,https://play.google.com/store,网页类,NULL,0.000,100,0,0.62,1.39,0.53,0.09,0.07,0.78,0.00,0.10,211.98.70.195,中国,湖南, 铁通
2013-02-26 22:06:10.729027,222.50.124.110,NULL,qlogo.cn,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:06:12.433202,123.89.176.38,NULL,www.onlinedown.net,下载类,NULL,1.000,100,1,34.28,36.25,31.38,1.10,1.34,4.34,0.01,1.06,221.130.12.61,中国,江苏, 移动
2013-02-26 22:06:13.953881,222.50.124.18,NULL,www.hexun.com,网页类,NULL,0.000,100,0,37.69,38.73,37.52,0.16,0.15,1.13,0.00,0.18,219.239.236.199,中国,北京, 电信
2013-02-26 22:06:15.854031,222.50.124.102,NULL,www.skycn.com,下载类,NULL,0.000,100,0,66.12,67.33,65.95,0.15,0.12,1.20,0.00,0.17,125.39.78.230,中国,天津, 联通
2013-02-26 22:06:24.473955,222.50.124.2,NULL,adsxin.com,广东铁通TOPn网站,NULL,100.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,NULL,NULL,NULL
2013-02-26 22:06:29.998178,222.50.124.50,NULL,youku.com,广东铁通TOPn网站,NULL,1.000,100,1,57.00,83.27,43.19,9.30,2.46,8.45,0.04,1.93,211.151.146.209,中国,北京, 联通
2013-02-26 22:06:31.024508,222.50.124.26,NULL,paipai.com,广东铁通TOPn网站,NULL,0.000,100,0,23.97,24.89,23.63,0.26,0.25,1.13,0.00,0.24,58.251.150.244,中国,广东, 联通
2013-02-26 22:06:37.718867,222.50.124.58,NULL,www.jiayuan.com,网页类,NULL,0.000,100,0,34.21,45.35,31.74,3.18,1.45,6.60,0.01,1.37,59.151.18.32,中国,北京, 其它运营商
2013-02-26 22:06:43.141845,222.50.124.70,NULL,kuaiwan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.167,中国,浙江, 电信
2013-02-26 22:06:43.199690,222.50.124.102,NULL,www.mail.qq.com,网页类,NULL,0.000,100,0,6.33,9.38,4.62,0.86,0.87,2.91,0.01,0.66,120.196.210.104,中国,广东, 移动
2013-02-26 22:06:43.404562,222.50.124.90,NULL,qidian.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.102.58.214,中国,江苏, 电信
2013-02-26 22:06:45.115557,222.50.124.114,NULL,www.sina.com.cn,网页类,NULL,0.000,100,0,37.11,37.92,36.91,0.16,0.15,0.94,0.00,0.17,211.98.132.65,中国,北京, 铁通
2013-02-26 22:06:56.824832,222.50.124.90,NULL,ppstream.com,广东铁通TOPn网站,NULL,0.000,100,0,34.65,44.61,31.75,3.29,1.34,5.96,0.02,1.28,211.151.142.154,中国,北京, 联通
2013-02-26 22:07:04.557643,222.50.124.70,NULL,uusee.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.238.29.196,中国,天津, 电信
2013-02-26 22:07:06.764071,222.50.124.26,NULL,70e.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.248.34.220,美国,NULL, 其它运营商
2013-02-26 22:07:10.546281,222.50.124.102,NULL,www.qiushibaike.com,网页类,NULL,0.000,100,0,53.07,54.78,51.28,1.26,1.44,3.01,0.02,1.10,183.203.15.209,中国,山西, 移动
2013-02-26 22:07:11.114973,222.50.124.2,NULL,kuaiwan.com,广东铁通TOPn网站,NULL,100.000,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.225.115.167,中国,浙江, 电信
