结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-26 22:07:21.655919,222.50.124.2,NULL,hexun.com,广东铁通TOPn网站,0,30,4.30,11.43,0.57,5.04,2.45,7.23,0.00,3.38,90.000,90,81,59.173.14.2,中国,湖北, 电信,30
2013-02-26 22:07:30.970482,222.50.124.50,NULL,ip138.com,广东铁通TOPn网站,0,9,29.14,47.19,0.54,19.08,1.74,6.78,0.00,2.09,0.000,27,0,122.70.142.161,中国,北京, 铁通,9
2013-02-26 22:07:34.871218,222.50.124.110,NULL,funshion.com,广东铁通TOPn网站,0,30,4.58,17.28,0.60,4.09,3.12,21.09,0.00,4.86,0.000,90,0,121.14.38.133,中国,广东, 电信,30
2013-02-26 22:07:37.079134,222.50.124.90,NULL,778669.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,1.0.0.0,澳大利亚,NULL, 其它运营商,0
2013-02-26 22:07:38.185608,222.50.124.90,NULL,sogou.com,广东铁通TOPn网站,0,19,8.56,42.90,0.61,13.54,1.80,13.28,0.00,4.34,57.895,57,33,220.181.124.201,中国,北京, 电信,19
2013-02-26 22:07:50.118756,222.50.124.70,NULL,57.net,广东铁通TOPn网站,0,30,4.85,59.48,0.57,11.38,3.74,66.08,0.00,13.80,0.000,90,0,61.160.234.11,中国,江苏, 电信,30
2013-02-26 22:07:52.655339,222.50.124.34,NULL,www.icbc.com.cn,网页类,0,21,27.34,150.75,0.60,55.24,0.62,1.77,0.00,0.78,71.429,63,45,113.31.42.29,中国,北京, 其它运营商,21
2013-02-26 22:07:55.696999,222.50.124.110,NULL,doubleclick.net,广东铁通TOPn网站,4,17,130.03,254.48,0.58,97.20,2.20,20.63,0.00,5.03,0.000,51,0,70.32.146.212,美国,NULL, 其它运营商,17
2013-02-26 22:08:00.213156,222.50.124.50,NULL,funshion.com,广东铁通TOPn网站,13,19,2.90,6.83,0.57,1.52,0.61,2.71,0.00,0.85,15.789,57,9,121.14.38.133,中国,广东, 电信,19
2013-02-26 22:08:00.220847,222.50.124.2,NULL,baofeng.com,广东铁通TOPn网站,0,19,19.79,88.20,0.94,30.78,1.68,3.37,0.00,1.18,68.421,57,39,60.28.110.232,中国,天津, 联通,19
2013-02-26 22:08:09.771842,222.50.124.30,NULL,www.poco.cn,网页类,15,19,12.58,65.38,0.58,23.70,0.73,2.10,0.00,0.94,68.421,57,39,221.192.144.10,中国,河北, 联通,19
2013-02-26 22:08:10.234105,222.50.124.90,NULL,mediav.com,广东铁通TOPn网站,0,30,2.67,15.23,0.61,2.74,1.55,19.20,0.00,4.17,0.000,90,0,114.80.69.185,中国,上海, 电信,30
2013-02-26 22:08:11.741756,222.50.124.70,NULL,taotaosou.com,广东铁通TOPn网站,0,30,3.43,37.49,0.58,6.54,2.11,40.00,0.00,7.80,0.000,90,0,115.236.101.27,中国,浙江, 电信,30
2013-02-26 22:08:14.552337,222.50.124.50,NULL,360buy.com,广东铁通TOPn网站,0,11,25.55,37.22,0.55,13.26,1.08,3.97,0.00,1.28,0.000,33,0,58.83.238.167,中国,北京, 铁通,11
2013-02-26 22:08:27.802564,222.50.124.26,NULL,funshion.com,广东铁通TOPn网站,2,19,3.58,15.90,0.60,5.01,0.80,5.86,0.00,1.92,57.895,57,33,116.252.181.190,中国,广西, 电信,19
2013-02-26 22:08:28.861973,222.50.124.102,NULL,www.020.com,网页类,0,15,10.20,94.21,0.51,22.67,1.00,5.87,0.00,1.56,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:08:29.371853,222.50.124.78,NULL,www.hl.cnc.cn,网页类,0,17,32.51,110.97,0.63,38.16,0.45,3.10,0.00,0.77,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:08:32.308179,222.50.124.38,NULL,www.onlinedown.net,下载类,10,12,23.84,56.45,0.64,18.52,2.76,13.98,0.00,4.23,16.667,36,6,221.130.12.61,中国,江苏, 移动,12
2013-02-26 22:08:34.141958,222.50.124.110,NULL,kukuplay.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,171.180.0.173,美国,NULL, 其它运营商,0
2013-02-26 22:08:37.593343,222.50.124.66,NULL,www.mail.qq.com,网页类,2,11,9.06,29.36,0.59,8.43,3.92,13.50,0.00,3.97,3.030,33,1,120.196.210.104,中国,广东, 移动,11
2013-02-26 22:08:47.366661,222.50.124.2,NULL,cehuan.com,广东铁通TOPn网站,0,30,3.03,7.24,0.56,2.99,1.60,4.18,0.00,1.84,90.000,90,81,121.12.107.186,中国,广东, 电信,30
2013-02-26 22:08:48.693235,222.50.124.70,NULL,uvan.com,广东铁通TOPn网站,0,10,23.36,38.57,0.58,14.12,0.44,2.29,0.00,0.66,0.000,30,0,211.151.134.239,中国,北京, 联通,10
2013-02-26 22:08:56.398657,222.50.124.90,NULL,snyu.com,广东铁通TOPn网站,0,30,4.94,38.56,0.61,9.18,4.46,51.75,0.00,12.75,0.000,90,0,58.215.169.133,中国,江苏, 电信,30
2013-02-26 22:09:02.981702,222.50.124.110,NULL,www.gzmama.com,网页类,0,30,4.62,11.32,0.56,4.41,1.89,6.97,0.00,2.94,86.667,90,78,58.248.62.30,中国,广东, 联通,30
2013-02-26 22:09:07.090959,222.50.124.110,NULL,taomee.com,广东铁通TOPn网站,0,30,2.22,9.25,0.59,1.90,0.88,21.23,0.00,3.79,0.000,90,0,114.80.99.112,中国,上海, 电信,30
2013-02-26 22:09:08.685222,222.50.124.2,NULL,chinagames.net,广东铁通TOPn网站,2,30,4.58,11.69,0.58,5.04,0.62,1.27,0.00,0.50,90.000,90,81,183.60.26.199,中国,广东, 电信,30
2013-02-26 22:09:11.346100,222.50.124.26,NULL,baofeng.com,广东铁通TOPn网站,5,18,11.81,46.42,0.57,15.86,2.24,8.70,0.00,2.98,66.667,54,36,221.238.27.169,中国,天津, 电信,18
2013-02-26 22:09:11.998622,222.50.124.2,NULL,duba.net,广东铁通TOPn网站,0,23,12.14,61.36,0.59,22.09,0.56,2.18,0.00,0.78,73.913,69,51,114.112.68.197,中国,江苏, 移动,23
2013-02-26 22:09:13.151561,222.50.124.26,NULL,www.163.com,网页类,5,12,24.99,45.59,0.60,19.92,0.72,4.70,0.00,1.27,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-26 22:09:13.231146,222.50.124.90,NULL,tanx.com,广东铁通TOPn网站,0,9,16.82,26.88,0.61,9.73,0.18,0.99,0.00,0.30,0.000,27,0,110.75.21.51,中国,浙江, 移动,9
2013-02-26 22:09:18.937454,222.50.124.50,NULL,sina.com.cn,广东铁通TOPn网站,0,18,12.71,59.68,0.97,21.16,1.40,5.96,0.00,2.10,66.667,54,36,202.108.33.60,中国,北京, 其它运营商,18
2013-02-26 22:09:20.301060,222.50.124.110,NULL,zqlx.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,135.207.11.12,美国,NULL, 其它运营商,0
2013-02-26 22:09:26.918986,222.50.124.2,NULL,3366.com,广东铁通TOPn网站,1,10,3.10,5.39,0.57,1.89,0.41,1.79,0.00,0.56,20.000,30,6,120.198.189.102,中国,广东, 移动,10
2013-02-26 22:09:28.074540,222.50.124.26,NULL,synacast.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,105.116.101.109,其它地区,NULL, 其它运营商,0
2013-02-26 22:09:31.130876,222.50.124.86,NULL,www.sina.com.cn,网页类,4,8,24.41,42.25,0.58,16.81,0.56,3.29,0.00,1.06,0.000,24,0,211.98.132.66,中国,北京, 铁通,8
2013-02-26 22:09:35.255885,222.50.124.102,NULL,www.kankan.com,网页类,0,5,3.78,9.40,0.59,2.96,0.97,4.60,0.00,1.81,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:09:43.543353,222.50.124.70,NULL,17173.com,广东铁通TOPn网站,0,30,24.07,74.28,0.56,25.19,4.83,30.54,0.00,7.82,52.222,90,47,61.135.181.176,中国,北京, 联通,30
2013-02-26 22:09:45.268941,222.50.124.10,NULL,www.cctv.com,网页类,11,11,19.98,42.78,0.56,19.14,0.39,2.97,0.00,0.84,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:09:48.376434,222.50.124.18,NULL,www.weibo.com,网页类,0,30,2.39,7.13,0.55,2.40,0.81,2.24,0.00,0.81,83.333,90,75,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:09:49.053157,222.50.124.70,NULL,kuai8.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,44.32.117.97,美国,NULL, 其它运营商,0
2013-02-26 22:09:56.095412,222.50.124.50,NULL,xunlei.com,广东铁通TOPn网站,1,15,5.72,19.48,0.57,6.85,0.92,2.16,0.00,0.84,60.000,45,27,58.251.57.166,中国,广东, 其它运营商,15
2013-02-26 22:09:57.700066,222.50.124.50,NULL,googleadsserving.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,54.231.148.236,美国,NULL, 其它运营商,0
2013-02-26 22:09:58.400362,222.50.124.90,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.02,7.29,0.57,2.63,0.20,0.81,0.00,0.31,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:10:04.813442,222.50.124.62,NULL,www.skycn.com,下载类,0,30,1.99,3.73,0.62,1.28,1.10,4.11,0.00,1.55,83.333,90,75,125.39.78.230,中国,天津, 联通,30
2013-02-26 22:10:04.994598,222.50.124.10,NULL,www.kankan.com,网页类,0,5,4.61,8.47,0.59,3.21,0.22,0.69,0.00,0.26,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:10:10.435075,222.50.124.26,NULL,qhimg.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,116.97.95.97,越南,NULL, 其它运营商,0
2013-02-26 22:10:13.548488,222.50.124.26,NULL,SERVICE.TOOLS.SDO.COM,广东铁通TOPn网站,3,19,6.56,32.81,0.57,10.70,0.78,4.61,0.00,1.50,57.895,57,33,122.226.73.171,中国,浙江, 电信,19
2013-02-26 22:10:14.575886,222.50.124.70,NULL,pplive.com,广东铁通TOPn网站,0,10,24.16,37.38,0.63,14.21,0.85,5.74,0.00,1.66,0.000,30,0,59.151.34.25,中国,北京, 其它运营商,10
2013-02-26 22:10:31.658891,222.50.124.26,NULL,itc.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,51.48.48.48,英国,NULL, 其它运营商,0
2013-02-26 22:10:31.965409,222.50.124.110,NULL,twsapp.com,广东铁通TOPn网站,0,5,1.85,6.39,0.59,2.27,0.14,0.46,0.00,0.17,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:10:32.092089,222.50.124.70,NULL,qlogo.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:10:35.178845,222.50.124.110,NULL,ifeng.com,广东铁通TOPn网站,0,30,2.25,6.14,0.56,2.27,0.63,1.53,0.00,0.64,86.667,90,78,123.125.72.60,中国,北京, 联通,30
2013-02-26 22:10:35.985211,123.89.176.38,NULL,www.skycn.com,下载类,0,20,15.54,74.97,0.64,26.83,0.83,3.29,0.00,1.16,70.000,60,42,125.39.78.230,中国,天津, 联通,20
2013-02-26 22:10:43.059485,222.50.124.50,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.73,10.88,0.56,4.08,0.17,0.61,0.00,0.23,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:10:45.340775,222.50.124.2,NULL,778669.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:10:46.238447,222.50.124.94,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:10:48.045580,222.50.124.106,NULL,www.skycn.com,下载类,0,15,33.80,114.88,0.59,33.62,1.67,11.89,0.00,3.17,0.000,45,0,125.39.78.230,中国,天津, 联通,15
2013-02-26 22:10:55.195101,123.65.232.142,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.58,9.75,0.61,3.59,0.52,1.29,0.00,0.54,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:11:09.363164,222.50.124.2,NULL,qqopenapp.com,广东铁通TOPn网站,0,6,1.41,5.01,0.56,1.61,0.14,0.61,0.00,0.21,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-26 22:11:09.478550,222.50.124.62,NULL,www.gzmama.com,网页类,0,30,3.54,12.53,0.59,4.53,0.43,1.41,0.00,0.52,83.333,90,75,58.248.62.34,中国,广东, 联通,30
2013-02-26 22:11:13.389504,222.50.124.26,NULL,hiapk.com,广东铁通TOPn网站,1,17,5.34,26.28,0.58,8.17,1.06,6.07,0.00,1.97,52.941,51,27,121.207.242.69,中国,福建, 电信,17
2013-02-26 22:11:15.127007,222.50.124.70,NULL,funshion.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,212.144.200.173,德国,NULL, 其它运营商,0
2013-02-26 22:11:15.370430,222.50.124.90,NULL,qidian.com,广东铁通TOPn网站,0,30,2.33,14.02,0.57,2.56,0.87,18.06,0.00,3.39,0.000,90,0,202.102.58.214,中国,江苏, 电信,30
2013-02-26 22:11:15.884764,222.50.124.130,NULL,www.huanqiu.com,网页类,10,19,69.13,168.32,0.59,58.40,6.03,89.24,0.00,20.87,14.035,57,8,113.31.42.20,中国,北京, 其它运营商,19
2013-02-26 22:11:17.276778,222.50.124.2,NULL,weibo.com,广东铁通TOPn网站,0,30,3.08,7.48,0.58,3.12,1.58,4.60,0.00,2.13,90.000,90,81,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:11:21.695210,222.50.124.46,NULL,www.onlinedown.net,下载类,11,12,20.56,40.65,0.60,15.71,1.57,12.89,0.00,3.79,16.667,36,6,221.130.12.61,中国,江苏, 移动,12
2013-02-26 22:11:23.613062,222.50.124.50,NULL,adsxin.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:11:24.325486,123.89.176.38,NULL,www.qzone.qq.com,网页类,32,14,3.45,10.24,0.58,3.15,0.95,5.49,0.00,1.52,14.286,42,6,112.90.140.193,中国,广东, 联通,14
2013-02-26 22:11:32.892854,222.50.124.98,NULL,www.cctv.com,网页类,0,11,19.90,45.41,0.61,19.84,1.41,9.82,0.00,2.79,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:11:41.218449,222.50.124.46,NULL,www.hl.cnc.cn,网页类,0,17,38.47,94.23,0.62,38.89,0.73,5.74,0.00,1.44,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:11:45.544841,222.50.124.82,NULL,www.icbc.com.cn,网页类,28,30,2.24,5.06,0.60,1.78,1.05,2.35,0.00,1.00,86.667,90,78,113.31.42.29,中国,北京, 其它运营商,30
2013-02-26 22:11:48.651076,222.50.124.110,NULL,chinaiiss.com,广东铁通TOPn网站,0,30,2.01,5.22,0.60,0.95,0.43,6.86,0.00,1.24,0.000,90,0,121.10.117.198,中国,广东, 电信,30
2013-02-26 22:11:50.051638,222.50.124.70,NULL,www.icbc.com.cn,网页类,18,20,30.07,80.20,0.58,30.24,2.51,13.41,0.00,3.85,16.667,60,10,113.31.42.29,中国,北京, 其它运营商,20
2013-02-26 22:11:54.015867,222.50.124.2,NULL,4399.com,广东铁通TOPn网站,0,11,25.80,43.07,0.57,14.44,1.68,16.47,0.00,4.69,0.000,33,0,115.182.52.231,中国,北京, 移动,11
2013-02-26 22:11:58.456952,222.50.124.50,NULL,tudou.com,广东铁通TOPn网站,0,18,67.65,126.46,0.51,54.09,0.39,1.53,0.00,0.47,18.519,54,10,123.126.98.173,中国,北京, 联通,18
2013-02-26 22:11:58.644237,222.50.124.34,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.03,7.22,0.57,2.60,0.33,1.15,0.00,0.41,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:12:02.674742,222.50.124.70,NULL,youku.com,广东铁通TOPn网站,11,12,3.96,14.72,0.52,3.85,2.18,13.75,0.00,3.84,0.000,36,0,121.9.204.234,中国,广东, 电信,12
2013-02-26 22:12:15.641907,222.50.124.90,NULL,hao123.com,广东铁通TOPn网站,16,17,13.88,44.16,0.57,16.21,6.76,38.01,0.00,13.98,64.706,51,33,123.125.115.150,中国,北京, 其它运营商,17
2013-02-26 22:12:17.475464,222.50.124.26,NULL,yx186.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,67.177.162.171,美国,NULL, 其它运营商,0
2013-02-26 22:12:21.652375,222.50.124.2,NULL,53kf.com,广东铁通TOPn网站,0,30,3.63,9.43,0.56,4.10,2.47,7.38,0.00,3.47,90.000,90,81,122.227.58.188,中国,浙江, 电信,30
2013-02-26 22:12:23.991624,222.50.124.70,NULL,adsame.com,广东铁通TOPn网站,0,11,27.88,41.35,0.59,15.80,0.50,1.96,0.00,0.63,0.000,33,0,118.26.200.34,中国,上海, 铁通,11
2013-02-26 22:12:24.962822,222.50.124.90,NULL,hiapk.com,广东铁通TOPn网站,7,30,9.02,160.57,0.57,29.68,10.13,191.63,0.00,38.69,0.000,90,0,121.207.242.73,中国,福建, 电信,30
2013-02-26 22:12:27.369356,222.50.124.114,NULL,www.skycn.com,下载类,0,17,22.54,60.75,0.58,24.55,12.75,62.08,0.00,24.67,70.588,51,36,125.39.78.230,中国,天津, 联通,17
2013-02-26 22:12:34.900102,222.50.124.110,NULL,xcy8.com,广东铁通TOPn网站,0,30,3.86,24.98,0.60,5.37,2.67,36.04,0.00,7.81,0.000,90,0,121.10.173.39,中国,广东, 电信,30
2013-02-26 22:12:41.293940,222.50.124.50,NULL,kuaiwan.com,广东铁通TOPn网站,2,19,17.56,35.58,0.58,13.50,2.13,18.21,0.00,4.42,21.053,57,12,122.225.115.167,中国,浙江, 电信,19
2013-02-26 22:12:42.314394,222.50.124.50,NULL,yngxxx.com,广东铁通TOPn网站,0,30,5.22,15.99,0.58,4.83,1.59,11.60,0.00,2.96,53.333,90,48,113.107.108.37,中国,广东, 电信,30
2013-02-26 22:12:45.803424,222.50.124.34,NULL,www.poco.cn,网页类,6,15,27.19,89.44,0.55,30.93,0.35,1.48,0.00,0.46,6.667,45,3,124.95.150.163,中国,辽宁, 联通,15
2013-02-26 22:12:48.106101,222.50.124.110,NULL,adscellphone.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,58.32.117.114,中国,上海, 电信,0
2013-02-26 22:12:58.935446,222.50.124.58,NULL,www.mail.qq.com,网页类,3,12,3.73,7.00,0.57,2.34,1.44,7.68,0.00,2.10,13.889,36,5,120.196.210.104,中国,广东, 移动,12
2013-02-26 22:13:01.297530,222.50.124.2,NULL,digieq.com,广东铁通TOPn网站,0,30,4.61,8.40,1.02,3.06,3.20,7.70,0.00,3.35,83.333,90,75,219.232.240.148,中国,北京, 其它运营商,30
2013-02-26 22:13:03.004242,222.50.124.2,NULL,1360.cn,广东铁通TOPn网站,0,11,23.77,37.76,0.56,14.55,0.17,0.83,0.00,0.24,15.152,33,5,58.68.151.179,中国,北京, 移动,11
2013-02-26 22:13:05.628949,222.50.124.70,NULL,sogou.com,广东铁通TOPn网站,0,19,7.32,42.77,0.60,13.52,1.38,6.23,0.00,2.08,57.895,57,33,220.181.124.201,中国,北京, 电信,19
2013-02-26 22:13:07.612167,222.50.124.2,NULL,ijinshan.com,广东铁通TOPn网站,0,23,13.16,61.39,0.57,21.87,1.90,8.18,0.00,2.94,73.913,69,51,114.112.68.197,中国,江苏, 移动,23
2013-02-26 22:13:11.541250,222.50.124.70,NULL,3366.com,广东铁通TOPn网站,1,10,2.86,5.77,0.57,1.89,0.50,1.88,0.00,0.70,30.000,30,9,120.198.189.102,中国,广东, 移动,10
2013-02-26 22:13:15.139997,222.50.124.110,NULL,pplive.com,广东铁通TOPn网站,0,10,22.29,35.58,0.58,12.18,0.41,1.30,0.00,0.39,0.000,30,0,59.151.34.25,中国,北京, 其它运营商,10
2013-02-26 22:13:18.830785,222.50.124.6,NULL,www.sina.com.cn,网页类,4,8,22.64,37.08,0.57,16.14,0.30,1.10,0.00,0.40,0.000,24,0,211.98.132.66,中国,北京, 铁通,8
2013-02-26 22:13:19.562390,222.50.124.66,NULL,www.qzone.qq.com,网页类,0,14,4.03,13.86,0.64,3.92,1.25,8.89,0.00,2.48,14.286,42,6,112.90.140.193,中国,广东, 联通,14
2013-02-26 22:13:20.936900,222.50.124.26,NULL,lxdns.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,102.237.142.102,其它地区,NULL, 其它运营商,0
2013-02-26 22:13:24.442033,222.50.124.90,NULL,gtimg.com.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,16.0.0.0,美国,NULL, 其它运营商,0
2013-02-26 22:13:28.449052,222.50.124.90,NULL,sohu.com,广东铁通TOPn网站,2,30,30.36,140.77,0.59,55.26,16.29,78.61,0.00,31.17,83.333,90,75,61.135.181.175,中国,北京, 联通,30
2013-02-26 22:13:30.358377,222.50.124.78,NULL,www.cctv.com,网页类,10,12,35.12,98.99,0.62,28.98,7.61,39.74,0.00,12.22,8.333,36,3,223.87.1.58,中国,四川, 移动,12
2013-02-26 22:13:31.257173,222.50.124.42,NULL,www.icbc.com.cn,网页类,19,21,15.99,78.44,1.02,28.05,1.98,7.63,0.00,2.61,71.429,63,45,113.31.42.29,中国,北京, 其它运营商,21
2013-02-26 22:13:44.496992,222.50.124.66,NULL,www.pconline.com.cn,网页类,2,23,58.72,188.63,0.58,60.71,3.91,57.71,0.00,12.32,7.246,69,5,210.21.118.120,中国,广东, 联通,23
2013-02-26 22:13:51.476895,222.50.124.90,NULL,yoyi.com.cn,广东铁通TOPn网站,0,30,2.37,7.48,0.61,2.57,0.29,0.91,0.00,0.32,83.333,90,75,116.213.196.90,中国,北京, 其它运营商,30
2013-02-26 22:13:54.015517,222.50.124.50,NULL,zqlx.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,165.7.38.245,美国,NULL, 其它运营商,0
2013-02-26 22:13:55.873742,222.50.124.114,NULL,www.readnovel.com,网页类,0,15,13.64,54.62,0.60,20.85,0.39,1.05,0.00,0.35,66.667,45,30,60.5.252.212,中国,河北, 联通,15
2013-02-26 22:13:56.777175,222.50.124.6,NULL,www.pconline.com.cn,网页类,0,15,7.38,27.54,0.57,9.31,5.41,14.81,0.00,5.51,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:13:57.684983,222.50.124.90,NULL,xcar.com.cn,广东铁通TOPn网站,0,30,3.75,44.15,0.63,7.88,2.93,56.26,0.00,10.56,0.000,90,0,118.67.112.72,中国,北京, 其它运营商,30
2013-02-26 22:14:03.491199,222.50.124.14,NULL,www.020.com,网页类,0,15,4.39,22.83,0.53,5.35,0.38,3.76,0.00,0.91,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:14:05.881456,222.50.124.26,NULL,idreamsky.com,广东铁通TOPn网站,0,17,6.64,14.98,0.56,5.33,3.12,11.03,0.00,3.96,64.706,51,33,124.172.236.21,中国,广东, 铁通,17
2013-02-26 22:14:07.395014,222.50.124.110,NULL,autohome.com.cn,广东铁通TOPn网站,0,30,2.78,16.39,0.62,3.19,1.75,22.29,0.00,5.40,0.000,90,0,219.148.35.250,中国,河北, 电信,30
2013-02-26 22:14:12.506516,222.50.124.86,NULL,www.020.com,网页类,0,15,9.98,94.32,0.47,22.73,0.95,6.68,0.00,1.75,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:14:15.799586,222.50.124.34,NULL,www.tudou.com,网页类,9,17,28.50,94.75,0.26,29.33,1.30,5.70,0.00,2.23,19.608,51,10,123.126.98.146,中国,北京, 联通,17
2013-02-26 22:14:24.407015,123.89.176.38,NULL,www.jiayuan.com,网页类,0,10,25.61,53.31,0.64,16.24,3.65,32.76,0.00,9.71,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:14:26.128784,222.50.124.18,NULL,www.qiushibaike.com,网页类,2,13,37.61,79.54,0.57,29.16,5.63,30.89,0.00,8.93,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-26 22:14:34.834299,222.50.124.86,NULL,www.cctv.com,网页类,11,12,33.72,75.89,0.67,24.86,2.67,10.38,0.00,2.99,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-26 22:14:36.235338,222.50.124.94,NULL,www.weibo.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:14:38.341115,222.50.124.90,NULL,www.onlinedown.net,下载类,7,11,24.75,60.05,0.57,18.05,1.75,9.18,0.00,2.47,0.000,33,0,120.193.11.195,中国,浙江, 移动,11
2013-02-26 22:14:38.946342,222.50.124.86,NULL,www.poco.cn,网页类,2,30,2.45,4.01,0.57,1.42,0.81,1.55,0.00,0.62,90.000,90,81,125.39.187.32,中国,天津, 联通,30
2013-02-26 22:14:39.386800,222.50.124.54,NULL,www.poco.cn,网页类,3,17,14.08,68.40,0.61,24.56,0.55,2.10,0.00,0.75,64.706,51,33,221.192.149.73,中国,河北, 联通,17
2013-02-26 22:14:40.792015,222.50.124.50,NULL,tanx.com,广东铁通TOPn网站,0,9,19.43,30.43,0.59,12.00,0.16,0.56,0.00,0.19,0.000,27,0,110.75.21.51,中国,浙江, 移动,9
2013-02-26 22:14:47.248215,222.50.124.22,NULL,www.hl.cnc.cn,网页类,0,17,34.51,113.76,0.53,39.35,1.21,13.47,0.00,3.13,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:14:50.056145,222.50.124.70,NULL,37cs.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:14:51.446804,123.65.232.142,NULL,www.mail.qq.com,网页类,4,12,8.42,35.81,0.57,9.73,2.20,9.61,0.00,2.80,16.667,36,6,120.196.210.104,中国,广东, 移动,12
2013-02-26 22:14:52.146080,222.50.124.26,NULL,126.com,广东铁通TOPn网站,6,19,10.40,51.46,0.57,18.45,0.67,2.43,0.00,0.91,68.421,57,39,123.125.50.22,中国,北京, 联通,19
