结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-26 22:22:37.208435,222.50.124.50,NULL,www.hl.cnc.cn,网页类,1,18,61.14,146.96,0.57,64.35,0.74,3.34,0.00,0.98,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:22:40.993953,222.50.124.90,NULL,soufun.com,广东铁通TOPn网站,0,17,12.50,57.36,0.60,20.34,0.81,2.96,0.00,1.13,64.706,51,33,202.108.253.57,中国,北京, 联通,17
2013-02-26 22:22:45.200600,222.50.124.98,NULL,www.taobao.com,网页类,4,7,17.39,34.20,0.64,14.73,0.59,1.98,0.00,0.69,14.286,21,3,122.72.7.251,中国,中国NDC, 铁通,7
2013-02-26 22:22:49.155572,222.50.124.82,NULL,www.163.com,网页类,5,12,30.71,68.23,0.57,21.94,5.85,52.37,0.00,14.80,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-26 22:22:54.424258,222.50.124.54,NULL,www.youku.com,网页类,0,7,19.16,46.51,0.62,15.72,8.11,48.78,0.00,16.71,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:23:01.999139,222.50.124.18,NULL,www.skycn.com,下载类,0,20,16.79,91.59,0.55,33.49,0.35,1.49,0.00,0.51,70.000,60,42,125.39.78.230,中国,天津, 联通,20
2013-02-26 22:23:04.375372,222.50.124.70,NULL,pagechoice.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:23:11.434322,222.50.124.90,NULL,10086.cn,广东铁通TOPn网站,4,12,27.43,69.23,0.62,22.66,5.52,25.01,0.00,8.64,16.667,36,6,218.206.191.72,中国,北京, 移动,12
2013-02-26 22:23:12.781494,222.50.124.50,NULL,qhimg.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,108.100.46.114,美国,NULL, 其它运营商,0
2013-02-26 22:23:15.545238,222.50.124.110,NULL,uvan.com,广东铁通TOPn网站,0,10,27.65,43.04,0.59,16.70,0.84,5.21,0.00,1.53,0.000,30,0,211.151.134.239,中国,北京, 联通,10
2013-02-26 22:23:16.976497,222.50.124.26,NULL,qidian.com,广东铁通TOPn网站,0,19,6.45,34.01,0.56,10.73,1.13,5.92,0.00,2.00,57.895,57,33,202.102.58.214,中国,江苏, 电信,19
2013-02-26 22:23:33.264391,222.50.124.106,NULL,www.readnovel.com,网页类,7,13,33.28,96.41,0.58,31.48,2.25,9.40,0.00,3.20,7.692,39,3,60.5.252.203,中国,河北, 联通,13
2013-02-26 22:23:33.798311,222.50.124.26,NULL,www.pconline.com.cn,网页类,0,15,9.46,42.25,0.61,14.88,5.68,31.76,0.00,11.68,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:23:34.309981,222.50.124.50,NULL,adscellphone.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:23:35.713486,222.50.124.70,NULL,gexing.com,广东铁通TOPn网站,0,30,2.57,7.70,0.59,1.99,0.79,8.55,0.00,2.02,0.000,90,0,122.225.115.212,中国,浙江, 电信,30
2013-02-26 22:23:37.409435,222.50.124.42,NULL,www.kankan.com,网页类,0,5,3.24,6.63,0.59,1.94,0.38,1.62,0.00,0.62,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:23:38.672934,222.50.124.114,NULL,www.qzone.qq.com,网页类,25,30,3.48,9.19,1.16,2.99,1.94,4.68,0.00,1.62,83.333,90,75,112.90.143.191,中国,广东, 联通,30
2013-02-26 22:23:40.634401,222.50.124.10,NULL,www.jiayuan.com,网页类,0,10,25.53,43.86,0.64,15.21,1.89,5.30,0.00,2.20,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:23:43.050923,222.50.124.18,NULL,www.readnovel.com,网页类,3,19,25.59,137.12,0.57,49.95,0.89,3.19,0.00,1.16,68.421,57,39,60.5.252.203,中国,河北, 联通,19
2013-02-26 22:23:45.762588,222.50.124.6,NULL,www.weibo.com,网页类,0,30,3.35,6.39,0.58,2.54,4.30,15.47,0.00,6.47,86.667,90,78,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:23:51.340270,222.50.124.82,NULL,www.jiayuan.com,网页类,0,10,23.55,36.24,0.61,13.99,0.94,4.51,0.00,1.36,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:23:58.399917,123.89.176.38,NULL,www.readnovel.com,网页类,1,17,18.42,69.27,0.62,24.42,13.58,74.18,0.00,27.16,64.706,51,33,218.60.54.29,中国,辽宁, 联通,17
2013-02-26 22:23:59.903182,222.50.124.90,NULL,91dos.com,广东铁通TOPn网站,0,30,3.17,23.40,0.65,4.28,1.29,13.69,0.00,3.46,0.000,90,0,122.225.117.140,中国,浙江, 电信,30
2013-02-26 22:24:02.036090,222.50.124.50,NULL,1360.cn,广东铁通TOPn网站,0,12,25.60,40.02,0.55,13.67,0.99,7.44,0.00,2.11,8.333,36,3,58.68.151.179,中国,北京, 移动,12
2013-02-26 22:24:13.062157,222.50.124.70,NULL,mapbar.com,广东铁通TOPn网站,0,11,22.79,30.85,0.62,11.82,0.89,6.70,0.00,1.87,0.000,33,0,211.157.24.135,中国,北京, 联通,11
2013-02-26 22:24:19.520259,222.50.124.98,NULL,www.hl.cnc.cn,网页类,1,18,26.59,67.90,0.62,27.66,1.32,8.70,0.00,2.48,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:24:19.589459,222.50.124.2,NULL,adsxin.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,116.105.116.108,越南,NULL, 其它运营商,0
2013-02-26 22:24:21.540296,222.50.124.38,NULL,www.cctv.com,网页类,11,11,22.43,42.32,0.56,17.61,0.97,8.36,0.00,2.37,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:24:21.659678,222.50.124.58,NULL,www.onlinedown.net,下载类,0,11,18.76,35.94,0.56,14.81,3.46,24.35,0.00,7.21,0.000,33,0,120.193.11.194,中国,浙江, 移动,11
2013-02-26 22:24:24.523041,222.50.124.110,NULL,tanx.com,广东铁通TOPn网站,0,9,16.80,26.83,0.58,10.39,0.23,1.33,0.00,0.40,0.000,27,0,110.75.21.51,中国,浙江, 移动,9
2013-02-26 22:24:36.496208,222.50.124.70,NULL,www.pconline.com.cn,网页类,0,12,14.94,87.45,0.58,23.44,6.14,47.80,0.00,13.27,8.333,36,3,210.21.118.120,中国,广东, 联通,12
2013-02-26 22:24:38.655253,222.50.124.98,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.40,9.20,0.61,3.40,0.44,2.06,0.00,0.81,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:24:39.056160,222.50.124.110,NULL,70e.com,广东铁通TOPn网站,0,30,82.21,308.57,0.68,86.39,0.86,4.91,0.00,1.41,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-26 22:24:41.988532,222.50.124.26,NULL,www.sina.com.cn,网页类,5,8,25.85,46.78,0.55,17.67,1.42,9.95,0.00,3.23,0.000,24,0,211.98.132.67,中国,北京, 铁通,8
2013-02-26 22:24:46.401198,222.50.124.26,NULL,digieq.com,广东铁通TOPn网站,0,30,2.62,5.77,0.59,2.12,0.91,2.46,0.00,0.98,83.333,90,75,219.232.240.148,中国,北京, 其它运营商,30
2013-02-26 22:24:48.566349,222.50.124.110,NULL,www.taobao.com,网页类,3,7,14.92,30.22,0.59,11.81,0.25,0.52,0.00,0.19,14.286,21,3,122.72.7.251,中国,中国NDC, 铁通,7
2013-02-26 22:24:51.538378,222.50.124.2,NULL,kuwo.cn,广东铁通TOPn网站,0,30,4.51,11.94,0.62,5.25,0.53,1.40,0.00,0.62,90.000,90,81,221.238.18.58,中国,天津, 电信,30
2013-02-26 22:24:55.911946,222.50.124.70,NULL,3g.cn,广东铁通TOPn网站,1,10,3.98,8.72,0.56,2.45,1.29,8.25,0.00,2.38,0.000,30,0,183.232.11.166,中国,广东, 移动,10
2013-02-26 22:25:03.133378,222.50.124.50,NULL,pconline.com.cn,广东铁通TOPn网站,0,19,3.31,12.80,0.61,4.17,0.43,2.69,0.00,0.86,57.895,57,33,219.136.245.40,中国,广东, 电信,19
2013-02-26 22:25:04.614562,222.50.124.26,NULL,www.taobao.com,网页类,5,8,18.78,32.62,0.56,13.64,0.32,1.54,0.00,0.51,12.500,24,3,122.72.35.241,中国,中国NDC, 铁通,8
2013-02-26 22:25:18.185929,222.50.124.2,NULL,flashget.com,广东铁通TOPn网站,0,24,24.02,128.82,0.59,47.01,0.47,1.23,0.00,0.45,75.000,72,54,221.123.176.106,中国,北京, 其它运营商,24
2013-02-26 22:25:21.090754,222.50.124.74,NULL,www.mail.qq.com,网页类,5,12,4.38,8.77,0.58,3.04,0.97,4.96,0.00,1.43,5.556,36,2,120.196.210.104,中国,广东, 移动,12
2013-02-26 22:25:22.297384,222.50.124.2,NULL,xunlei.com,广东铁通TOPn网站,1,15,7.15,24.32,0.59,9.19,3.23,18.88,0.00,7.00,60.000,45,27,58.251.57.165,中国,广东, 其它运营商,15
2013-02-26 22:25:26.770041,222.50.124.54,NULL,www.hexun.com,网页类,0,13,30.80,43.16,0.60,16.06,0.31,3.08,0.00,0.80,0.000,39,0,219.239.236.198,中国,北京, 电信,13
2013-02-26 22:25:28.076352,222.50.124.54,NULL,www.readnovel.com,网页类,3,19,24.68,134.97,0.67,49.36,1.15,5.11,0.00,1.81,68.421,57,39,221.204.241.230,中国,山西, 联通,19
2013-02-26 22:25:33.507817,222.50.124.114,NULL,www.sina.com.cn,网页类,2,8,18.08,37.80,0.66,15.47,0.40,1.89,0.00,0.61,0.000,24,0,211.98.132.67,中国,北京, 铁通,8
2013-02-26 22:25:35.008728,222.50.124.22,NULL,www.tudou.com,网页类,8,18,28.81,94.27,0.43,30.61,0.34,2.10,0.00,0.54,16.667,54,9,123.126.98.151,中国,北京, 联通,18
2013-02-26 22:25:37.908742,222.50.124.78,NULL,www.sina.com.cn,网页类,4,7,24.30,42.77,0.61,19.70,0.34,0.87,0.00,0.34,0.000,21,0,211.98.132.65,中国,北京, 铁通,7
2013-02-26 22:25:42.645909,222.50.124.90,NULL,people.com.cn,广东铁通TOPn网站,3,15,9.27,43.52,0.64,15.53,0.36,1.60,0.00,0.57,60.000,45,27,123.235.32.74,中国,山东, 联通,15
2013-02-26 22:25:44.355040,222.50.124.26,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,2.48,9.62,0.57,3.57,0.62,2.82,0.00,1.10,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:25:49.553096,222.50.124.90,NULL,kaixin001.com,广东铁通TOPn网站,0,30,2.95,6.52,0.61,2.48,0.75,2.54,0.00,0.96,83.333,90,75,27.131.222.21,中国,北京, 其它运营商,30
2013-02-26 22:25:49.658851,222.50.124.90,NULL,youku.com,广东铁通TOPn网站,18,10,25.10,38.85,0.60,13.93,0.77,4.92,0.00,1.40,0.000,30,0,211.151.146.209,中国,北京, 联通,10
2013-02-26 22:25:53.225781,222.50.124.110,NULL,778669.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:25:58.737809,222.50.124.110,NULL,www.readnovel.com,网页类,2,30,7.92,26.68,0.58,10.90,19.31,76.37,0.00,32.95,86.667,90,78,221.204.241.230,中国,山西, 联通,30
2013-02-26 22:26:07.893270,222.50.124.26,NULL,allyes.com,广东铁通TOPn网站,0,30,2.24,9.37,0.52,2.92,0.32,1.22,0.00,0.41,76.667,90,69,116.246.18.251,中国,上海, 电信,30
2013-02-26 22:26:07.936062,222.50.124.70,NULL,qpic.cn,广东铁通TOPn网站,0,14,10.03,19.59,0.62,6.28,1.60,7.25,0.00,1.88,16.667,42,7,112.90.139.50,中国,广东, 联通,14
2013-02-26 22:26:10.449843,222.50.124.2,NULL,ppweb.com.cn,广东铁通TOPn网站,0,9,24.94,39.42,0.57,14.66,1.79,12.65,0.00,3.87,0.000,27,0,122.11.35.98,中国,北京, 移动,9
2013-02-26 22:26:10.921127,222.50.124.54,NULL,www.onlinedown.net,下载类,0,12,18.90,61.36,0.57,19.96,0.81,1.44,0.00,0.48,8.333,36,3,221.130.12.62,中国,江苏, 移动,12
2013-02-26 22:26:15.199810,222.50.124.98,NULL,www.163.com,网页类,4,12,36.05,74.09,0.61,26.82,9.45,48.77,0.00,13.18,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-26 22:26:23.753121,222.50.124.74,NULL,www.hl.cnc.cn,网页类,0,17,25.82,68.02,0.62,29.55,0.71,5.38,0.00,1.34,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:26:24.320057,222.50.124.26,NULL,37cs.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,48.59.32.105,美国,NULL, 其它运营商,0
2013-02-26 22:26:25.940867,222.50.124.50,NULL,autohome.com.cn,广东铁通TOPn网站,0,30,55.96,362.19,0.56,106.08,34.66,342.00,0.00,102.45,66.667,90,60,219.148.35.250,中国,河北, 电信,30
2013-02-26 22:26:26.166599,222.50.124.110,NULL,189mv.cn,广东铁通TOPn网站,0,30,3.06,34.51,0.59,6.02,1.91,49.36,0.00,8.99,0.000,90,0,183.63.133.186,中国,广东, 电信,30
2013-02-26 22:26:32.373978,222.50.124.2,NULL,qiyi.com,广东铁通TOPn网站,36,11,26.65,42.03,0.59,14.05,0.75,2.89,0.00,1.04,0.000,33,0,202.108.14.15,中国,北京, 联通,11
2013-02-26 22:26:36.529664,222.50.124.102,NULL,www.cctv.com,网页类,10,11,23.29,43.74,0.61,19.60,0.12,0.33,0.00,0.10,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:26:38.159740,222.50.124.62,NULL,www.tudou.com,网页类,9,18,62.74,128.78,0.52,57.94,3.30,25.99,0.00,7.59,16.667,54,9,123.126.98.149,中国,北京, 联通,18
2013-02-26 22:26:38.781060,222.50.124.2,NULL,mop.com,广东铁通TOPn网站,0,30,2.76,6.40,0.58,2.59,1.42,3.43,0.00,1.45,90.000,90,81,211.100.39.135,中国,北京, 电信,30
2013-02-26 22:26:49.603835,222.50.124.2,NULL,gtimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,107.32.61.32,美国,NULL, 其它运营商,0
2013-02-26 22:26:50.142149,222.50.124.26,NULL,imshell.com,广东铁通TOPn网站,0,30,1.92,6.87,0.60,2.04,0.28,0.83,0.00,0.32,76.667,90,69,121.12.172.101,中国,广东, 电信,30
2013-02-26 22:26:58.993513,222.50.124.50,NULL,2345.com,广东铁通TOPn网站,0,18,27.89,92.56,0.56,28.67,0.92,5.40,0.00,1.52,16.667,54,9,122.227.230.133,中国,浙江, 电信,18
2013-02-26 22:27:05.149517,222.50.124.90,NULL,360safe.com,广东铁通TOPn网站,0,30,2.56,12.42,0.64,2.36,0.85,9.88,0.00,2.44,0.000,90,0,124.238.254.52,中国,河北, 电信,30
2013-02-26 22:27:06.168778,222.50.124.26,NULL,2345.com,广东铁通TOPn网站,16,17,5.21,28.57,0.58,9.04,0.53,3.51,0.00,1.14,52.941,51,27,122.227.230.133,中国,浙江, 电信,17
2013-02-26 22:27:06.981564,222.50.124.78,NULL,www.pconline.com.cn,网页类,0,12,8.14,14.17,0.68,5.01,0.85,3.40,0.00,0.88,8.333,36,3,210.21.118.120,中国,广东, 联通,12
2013-02-26 22:27:12.413773,222.50.124.110,NULL,szhtxx.com,广东铁通TOPn网站,0,30,1.94,7.78,0.61,1.23,0.13,0.81,0.00,0.19,0.000,90,0,116.204.65.21,中国,广东, 其它运营商,30
2013-02-26 22:27:12.574519,222.50.124.26,NULL,1360.cn,广东铁通TOPn网站,0,11,26.09,57.83,0.56,17.55,4.32,39.88,0.00,11.86,9.091,33,3,58.68.151.179,中国,北京, 移动,11
2013-02-26 22:27:14.024772,222.50.124.50,NULL,7k7k.com,广东铁通TOPn网站,0,13,27.49,55.50,0.58,15.43,2.58,27.43,0.00,7.25,0.000,39,0,115.182.59.33,中国,北京, 移动,13
2013-02-26 22:27:31.032855,222.50.124.82,NULL,www.skycn.com,下载类,0,30,2.12,6.11,0.60,2.30,0.36,1.32,0.00,0.56,86.667,90,78,125.39.78.230,中国,天津, 联通,30
2013-02-26 22:27:31.136212,222.50.124.110,NULL,acs86.com,广东铁通TOPn网站,0,30,3.62,10.46,0.59,4.04,1.79,5.36,0.00,2.17,86.667,90,78,117.79.81.135,中国,北京, 其它运营商,30
2013-02-26 22:27:36.663811,222.50.124.2,NULL,iqiyi.com,广东铁通TOPn网站,37,11,32.00,49.51,0.61,18.24,1.22,5.60,0.00,1.68,0.000,33,0,202.108.14.56,中国,北京, 联通,11
2013-02-26 22:27:36.770033,222.50.124.2,NULL,so.com,广东铁通TOPn网站,0,18,24.12,125.16,0.61,45.39,0.99,3.11,0.00,1.16,66.667,54,36,182.118.31.240,中国,河南, 联通,18
2013-02-26 22:27:36.875960,222.50.124.130,NULL,www.onlinedown.net,下载类,9,12,23.18,85.10,0.58,23.97,6.87,59.19,0.00,16.66,8.333,36,3,221.130.12.62,中国,江苏, 移动,12
2013-02-26 22:27:49.207372,222.50.124.102,NULL,www.icbc.com.cn,网页类,17,17,34.46,105.83,0.58,35.05,2.23,17.14,0.00,4.46,5.882,51,3,125.39.39.42,中国,天津, 联通,17
2013-02-26 22:27:51.714297,222.50.124.90,NULL,flashget.com,广东铁通TOPn网站,0,22,12.91,59.05,0.59,21.14,0.50,1.82,0.00,0.64,72.727,66,48,221.123.176.106,中国,北京, 其它运营商,22
2013-02-26 22:27:52.620647,222.50.124.26,NULL,it168.com,广东铁通TOPn网站,0,9,28.30,65.16,0.61,20.77,0.68,2.56,0.00,1.00,0.000,27,0,223.202.33.211,中国,北京, 移动,9
2013-02-26 22:27:54.970679,123.89.176.30,NULL,www.163.com,网页类,1,12,31.27,57.95,0.58,21.23,8.74,57.80,0.00,17.08,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-26 22:27:57.894433,222.50.124.2,NULL,uvan.com,广东铁通TOPn网站,0,10,23.02,32.39,0.59,12.76,0.29,0.90,0.00,0.28,0.000,30,0,211.151.134.239,中国,北京, 联通,10
2013-02-26 22:27:59.465350,222.50.124.70,NULL,duba.net,广东铁通TOPn网站,2,22,33.45,77.29,0.60,27.00,3.42,46.95,0.00,10.02,12.121,66,8,114.112.68.197,中国,江苏, 移动,22
2013-02-26 22:27:59.878024,222.50.124.110,NULL,ss3w.com,广东铁通TOPn网站,0,30,159.21,262.17,0.60,98.74,2.73,28.83,0.00,6.83,46.667,90,42,205.178.189.129,美国,NULL, 其它运营商,30
2013-02-26 22:28:12.377609,222.50.124.70,NULL,37wan.com,广东铁通TOPn网站,0,30,2.78,10.14,0.59,3.68,0.25,1.05,0.00,0.40,83.333,90,75,219.129.216.157,中国,广东, 电信,30
2013-02-26 22:28:14.451952,222.50.124.42,NULL,www.cctv.com,网页类,0,11,17.87,38.24,0.64,17.13,1.42,12.86,0.00,3.66,0.000,33,0,122.70.142.160,中国,北京, 铁通,11
2013-02-26 22:28:14.959298,222.50.124.26,NULL,57.net,广东铁通TOPn网站,0,30,2.70,4.70,0.58,1.47,2.60,6.00,0.00,2.10,76.667,90,69,61.160.234.11,中国,江苏, 电信,30
2013-02-26 22:28:15.290546,222.50.124.70,NULL,kejet.net,广东铁通TOPn网站,0,30,10.38,214.87,0.63,38.34,5.56,96.57,0.00,18.26,0.000,90,0,122.226.122.236,中国,浙江, 电信,30
2013-02-26 22:28:17.907137,222.50.124.22,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,6,2.00,7.81,0.63,2.60,0.56,2.25,0.00,0.80,0.000,18,0,211.98.70.195,中国,湖南, 铁通,6
2013-02-26 22:28:21.596500,222.50.124.110,NULL,qidian.com,广东铁通TOPn网站,0,30,2.48,7.41,0.57,1.50,0.73,6.24,0.00,1.42,0.000,90,0,202.102.58.214,中国,江苏, 电信,30
2013-02-26 22:28:25.544900,222.50.124.50,NULL,duba.net,广东铁通TOPn网站,0,22,12.27,63.77,0.58,23.06,0.53,2.42,0.00,0.87,72.727,66,48,114.112.68.197,中国,江苏, 移动,22
2013-02-26 22:28:26.695666,222.50.124.90,NULL,tianya.cn,广东铁通TOPn网站,0,16,25.23,136.94,0.66,50.00,1.04,4.04,0.00,1.36,62.500,48,30,221.11.172.222,中国,海南, 联通,16
2013-02-26 22:28:27.900569,222.50.124.90,NULL,gtimg.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,115.112.46.115,印度,NULL, 其它运营商,0
2013-02-26 22:28:35.279440,222.50.124.26,NULL,3g.cn,广东铁通TOPn网站,1,10,6.49,23.63,0.61,6.36,5.56,32.50,0.00,9.75,0.000,30,0,183.232.11.166,中国,广东, 移动,10
2013-02-26 22:28:36.613550,222.50.124.70,NULL,163.com,广东铁通TOPn网站,1,30,2.21,10.24,0.61,2.10,0.90,19.73,0.00,3.58,0.000,90,0,123.58.180.8,中国,浙江, 移动,30
2013-02-26 22:28:37.661174,222.50.124.54,NULL,http://v.youku.com/v_show/id_XNDI5OTMzODI4.html,视频类,0,5,3.00,12.22,0.58,4.61,0.22,0.84,0.00,0.31,0.000,15,0,211.98.70.195,中国,湖南, 铁通,5
2013-02-26 22:28:39.822897,123.89.176.30,NULL,www.taobao.com,网页类,5,8,18.95,32.25,0.58,13.37,1.31,8.34,0.00,2.87,12.500,24,3,122.72.35.241,中国,中国NDC, 铁通,8
2013-02-26 22:28:48.889262,222.50.124.50,NULL,csbew.com,广东铁通TOPn网站,0,23,17.05,72.11,0.58,25.18,6.67,20.40,0.00,8.55,73.913,69,51,219.232.255.100,中国,北京, 其它运营商,23
2013-02-26 22:28:58.236845,222.50.124.78,NULL,www.weibo.com,网页类,0,30,2.46,11.45,0.59,2.54,0.88,13.32,0.00,2.66,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:29:07.860774,222.50.124.110,NULL,moonbasa.com,广东铁通TOPn网站,0,30,2.33,10.88,0.65,1.99,0.34,3.60,0.00,0.74,0.000,90,0,113.108.220.136,中国,广东, 电信,30
2013-02-26 22:29:11.877034,222.50.124.2,NULL,liebao.cn,广东铁通TOPn网站,0,23,12.94,61.37,0.56,21.86,1.32,3.68,0.00,1.55,73.913,69,51,114.112.68.197,中国,江苏, 移动,23
2013-02-26 22:29:16.324458,222.50.124.26,NULL,yy.com,广东铁通TOPn网站,0,17,13.66,68.80,0.55,24.72,1.23,3.47,0.00,1.30,64.706,51,33,61.55.172.36,中国,河北, 联通,17
2013-02-26 22:29:16.454012,222.50.124.94,NULL,www.kankan.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,108.101.100.32,美国,NULL, 其它运营商,0
2013-02-26 22:29:16.734869,222.50.124.50,NULL,www.pconline.com.cn,网页类,0,15,22.96,110.39,0.56,39.81,11.36,48.95,0.00,17.81,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:29:19.564440,222.50.124.70,NULL,iqiyi.com,广东铁通TOPn网站,1,30,2.58,16.51,0.60,2.88,0.38,5.60,0.00,1.03,0.000,90,0,220.181.73.5,中国,北京, 电信,30
2013-02-26 22:29:19.960229,222.50.124.90,NULL,qihoo.com,广东铁通TOPn网站,0,15,25.16,112.51,0.59,32.07,5.76,70.10,0.00,17.37,0.000,45,0,61.55.181.124,中国,河北, 联通,15
2013-02-26 22:29:21.075297,222.50.124.110,NULL,gtimg.com.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.112.99.79,美国,NULL, 其它运营商,0
2013-02-26 22:29:25.652639,222.50.124.50,NULL,xlpan.com,广东铁通TOPn网站,0,16,38.09,121.99,0.46,38.04,2.04,13.66,0.00,3.83,6.250,48,3,111.161.24.152,中国,北京, 联通,16
2013-02-26 22:29:26.609730,222.50.124.18,NULL,www.020.com,网页类,0,15,9.56,91.92,0.55,22.16,0.46,2.12,0.00,0.69,2.222,45,1,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:29:29.422667,222.50.124.2,NULL,www.huanqiu.com,网页类,0,21,15.21,73.41,0.57,26.38,0.50,1.30,0.00,0.54,71.429,63,45,113.31.42.20,中国,北京, 其它运营商,21
2013-02-26 22:29:34.841847,222.50.124.26,NULL,googleadsserving.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,47.55.100.102,加拿大,NULL, 其它运营商,0
2013-02-26 22:29:35.548401,222.50.124.26,NULL,qplus.com,广东铁通TOPn网站,1,16,5.34,20.03,0.55,6.69,0.47,1.51,0.00,0.54,62.500,48,30,112.95.243.220,中国,广东, 联通,16
2013-02-26 22:29:40.937026,222.50.124.2,NULL,sinajs.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.32.32.32,美国,NULL, 其它运营商,0
2013-02-26 22:29:41.094644,222.50.124.70,NULL,babytree.com,广东铁通TOPn网站,1,30,2.24,10.94,0.59,2.09,0.43,8.66,0.00,1.54,0.000,90,0,124.238.250.200,中国,河北, 电信,30
2013-02-26 22:29:44.573221,222.50.124.58,NULL,www.hexun.com,网页类,6,13,24.13,35.95,0.56,11.59,0.32,1.63,0.00,0.50,0.000,39,0,219.239.236.199,中国,北京, 电信,13
2013-02-26 22:29:47.409107,222.50.124.90,NULL,xcy8.com,广东铁通TOPn网站,0,30,4.87,74.37,0.63,13.01,3.49,78.75,0.00,14.17,0.000,90,0,121.10.173.39,中国,广东, 电信,30
2013-02-26 22:30:02.512447,222.50.124.70,NULL,taomee.com,广东铁通TOPn网站,0,30,2.41,10.43,0.58,2.40,0.79,12.23,0.00,2.49,0.000,90,0,114.80.99.112,中国,上海, 电信,30
2013-02-26 22:30:03.028275,222.50.124.90,NULL,www.kankan.com,网页类,0,5,4.11,11.14,0.59,3.63,1.09,5.18,0.00,2.05,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:30:07.631711,222.50.124.130,NULL,www.qiushibaike.com,网页类,3,13,36.07,78.28,0.73,28.58,2.23,7.27,0.00,1.98,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-26 22:30:13.006779,222.50.124.114,NULL,www.mail.qq.com,网页类,3,11,5.08,9.92,0.64,2.92,2.34,9.15,0.00,3.07,3.030,33,1,120.196.210.104,中国,广东, 移动,11
2013-02-26 22:30:21.936059,222.50.124.70,NULL,10086.cn,广东铁通TOPn网站,2,12,31.67,75.54,0.59,24.88,12.11,73.64,0.00,22.18,16.667,36,6,218.206.191.70,中国,北京, 移动,12
